guid	num	part	seq	en	te	notes	status
M6a9445e760d3	26	meta	1	Story Twenty-six - Alex will clean his room			todo
Me35d761ad098	26	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
M583b26479f6a	26	story	1	Alex will clean his room.			todo
M8b4ba82a20d5	26	story	2	He has many things to do.			todo
M2c2f9b47881c	26	story	3	First, he will put his dirty clothes in a pile.			todo
M2c1fece51d63	26	story	4	Then, he will wash his clothes in the washing machine.			todo
M86d6148c1bba	26	story	5	He will also clean under his bed.			todo
Ma043380ed303	26	story	6	He will find many toys under the bed.			todo
M3e8e1b4dd1a1	26	story	7	He will put all of his toys in the closet.			todo
Mc4e78123e33d	26	story	8	Finally, he will clean up his desk and put his schoolwork on his desk.			todo
M366488857fa4	26	story	9	He thinks his Mom will be very happy.			todo
Meb912c04fef6	26	retell	1	I was cleaning my room.			todo
Ma9812fa764f9	26	retell	2	I had many things to do.			todo
Maddcc6b4e40e	26	retell	3	First, I put my dirty clothes in a pile.			todo
M36d1142b7f3f	26	retell	4	Then, I washed my clothes in the washing machine.			todo
Mfb154fa7eba5	26	retell	5	I also cleaned under my bed.			todo
M3a23b30e33cb	26	retell	6	I found many toys under the bed.			todo
M5761a0e6b5e7	26	retell	7	I put all of the toys in the closet.			todo
Mdf804654016c	26	retell	8	Finally, I cleaned up my desk and put my schoolwork on my desk.			todo
M182a03932ef0	26	retell	9	I thought my Mom would be very happy.			todo
M98c5e5e8ce51	26	questions	1	One: Alex will clean his room.			todo
Mf99fe6a7a27a	26	questions	2	What will Alex do?			todo
Mbb58f27ad7ea	26	questions	3	He will clean his room.			todo
M58e8af8172ca	26	questions	4	Two: Alex has many things to do.			todo
M3d2960c05763	26	questions	5	Does he have a few things to do?			todo
Mbd60f3285fb1	26	questions	6	No, he does not have a few things to do.			todo
Ma03d71e75e2e	26	questions	7	He has many things to do.			todo
Mbfa3c934c09b	26	questions	8	Three: First, he will put his dirty clothes in a pile.			todo
M27972656ccdd	26	questions	9	What will he do first?			todo
M8603495cc939	26	questions	10	First, he will put his dirty clothes in a pile.			todo
M9de1b117a03e	26	questions	11	Four: Then, he will wash his clothes in the washing machine.			todo
Me1e6ca0e98c2	26	questions	12	Then what will he do?			todo
M6607e4cd48f6	26	questions	13	Then, he will wash his clothes in the washing machine.			todo
M811da970f9e8	26	questions	14	Five: Alex will also clean under his bed.			todo
M51ea11e8a4b0	26	questions	15	What else will Alex do?			todo
M6c45716fbcf2	26	questions	16	Alex will also clean under his bed.			todo
Mfdd9d7933e53	26	questions	17	Six: Alex was finding many toys under his bed.			todo
Mcb014671ed61	26	questions	18	What was Alex finding under his bed?			todo
M776fe3ac4cfc	26	questions	19	He was finding many toys under his bed.			todo
Mc335c45507d0	26	questions	20	Seven: Alex put all of the toys in the closet.			todo
Mcd752e5b53ba	26	questions	21	Where did he put the toys?			todo
M725ce1365270	26	questions	22	He put all of the toys in the closet.			todo
M8559a961967a	26	questions	23	Eight: Finally, Alex cleaned up his desk and put his school work there.			todo
M65fc499c38e6	26	questions	24	What did Alex do finally?			todo
Md595efdcb232	26	questions	25	Finally, Alex cleaned up his desk and put his schoolwork there.			todo
Me096742e7272	26	questions	26	Nine: Alex thought his Mom would be very happy.			todo
M204eafeda035	26	questions	27	How did Alex think his Mom would feel?			todo
Mb6a7a494c43d	26	questions	28	Alex thought his Mom would be very happy.			todo
