guid	num	part	seq	en	te	notes	status
Me9e0566225c4	38	meta	1	Story Thirty-eight - Sasha and Jen's Favourite Actors			todo
Me35d761ad098	38	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
Ma3f6e22585d2	38	story	1	Sasha and Jen had been friends before graduating.			todo
M2321eec1a9a8	38	story	2	They'd liked watching movies and listening to music.			todo
Mc0fc6b5280a2	38	story	3	Sasha's favourite actor had been tall and handsome.			todo
M749a1c62f20c	38	story	4	He'd been in many movies and had been very popular.			todo
M6e41c8f98b0a	38	story	5	Jen's favourite actor had also been very popular.			todo
Ma1dc2ba445c1	38	story	6	And Jen had thought he was the most handsome actor.			todo
Mbb03862d415a	38	story	7	Sasha hadn't agreed with Jen.			todo
Mfc5cb140a8dc	38	story	8	She'd thought her favourite actor was more handsome than Jen's.			todo
Ma59ca6a969f0	38	story	9	Sasha and Jen had talked about this every day at school.			todo
Madd236e9f6fc	38	story	10	They had wanted to meet a famous person one day.			todo
Mff15b1ed11a5	38	retell	1	Jen and I are friends from school.			todo
Md810ff5b2cf6	38	retell	2	We like watching movies and listening to music.			todo
Md7e83d06782b	38	retell	3	My favourite actor is tall and handsome.			todo
M15c2708e725d	38	retell	4	He is in many movies, and is very popular.			todo
Me52bc6bf6a5a	38	retell	5	Jen's favourite actor is also very popular.			todo
M6f8c07ddd069	38	retell	6	And she thinks he is the most handsome actor.			todo
Me79fda8b33ab	38	retell	7	I don't agree with Jen.			todo
Md5b6d2406432	38	retell	8	I will keep thinking my favourite actor is more handsome than Jen's.			todo
M0b54d3155d32	38	retell	9	We keep talking about this every day at school.			todo
M25372aa1a500	38	retell	10	We've always wanted to meet a famous person.			todo
M2f2e8a6b3c46	38	questions	1	One: Jen and Sasha had been friends before graduating.			todo
Mc38e822c2ead	38	questions	2	When had Jen and Sasha been friends?			todo
M851b1a06d224	38	questions	3	They had been friends before graduating.			todo
M57e18b8c7476	38	questions	4	Two: They'd liked watching movies and listening to music			todo
M2534b4727881	38	questions	5	What had they liked doing?			todo
Me1dabdcd3c6f	38	questions	6	They had liked watching movies and listening to music.			todo
Mc751f62eccb8	38	questions	7	Three: Sasha's favourite actor had been tall and handsome.			todo
M7337b9a15636	38	questions	8	What had Sasha's favourite actor looked like?			todo
Me36a953e729f	38	questions	9	Her favourite actor had been tall and handsome.			todo
Mdc1afdde6e54	38	questions	10	Four: Sasha's favourite actor had been very popular because he had been in many movies.			todo
M080d6e887c0d	38	questions	11	How popular had Sasha's favourite actor been?			todo
M82edd619abc1	38	questions	12	He was very popular.			todo
Mdf7bc80fcbb2	38	questions	13	He'd been in many movies.			todo
M255b5938edbf	38	questions	14	Five: Jen thinks her favourite actor is the most handsome.			todo
Md0aef1b484ec	38	questions	15	Which actor does Jen think is the most handsome?			todo
M3cd45dcd8a31	38	questions	16	Jen thinks her favourite actor is the most handsome.			todo
M37d583b61b95	38	questions	17	Six: Sasha will keep thinking her favourite actor is more handsome than Jen's favourite.			todo
M52e8aa3e9298	38	questions	18	Which actor will Sasha keep thinking is more handsome than Jen's favourite?			todo
M52f7b4239dc6	38	questions	19	Sasha will keep thinking her favourite actor is more handsome than Jen's favourite.			todo
Mde3d22315e66	38	questions	20	Seven: Sasha and Jen talk about their favourite actors every day.			todo
M01b519a52677	38	questions	21	How often do Sasha and Jen talk about their favourite actors?			todo
M3d3bc683fd1f	38	questions	22	They talk about their favourite actors every day.			todo
M6684d8e85ff5	38	questions	23	Eight: They've always wanted to meet a famous person one day.			todo
M84ecd6ef3424	38	questions	24	What have they always wanted to do one day?			todo
M10053aaa5396	38	questions	25	They've always wanted to meet a famous person one day.			todo
