guid	num	part	seq	en	te	notes	status
M66c0d0c7bc76	14	meta	1	Story Fourteen - Kelly Goes to a Dance Class			todo
Me35d761ad098	14	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
M18119dff8d2c	14	story	1	Kelly likes to listen to music.			todo
M5e352d2f24d8	14	story	2	She wants to learn how to dance.			todo
M5cedb7a9eb3a	14	story	3	She goes to her first dance class.			todo
Me99bccd719ff	14	story	4	The teacher tells her to stretch her legs.			todo
Mb3f3c11fedb5	14	story	5	Kelly tries to stretch her legs.			todo
M1c743f56e199	14	story	6	But she can't stretch very far.			todo
M4d594ccd8668	14	story	7	The teacher tells her to jump.			todo
M75a2e8700e4a	14	story	8	Kelly tries to jump, but falls down.			todo
Maff5ccb32795	14	story	9	Kelly's muscles are sore after class.			todo
Me9a8be5dec83	14	story	10	Maybe she can't learn how to dance.			todo
Md638a90685c9	14	retell	1	I like to listen to music.			todo
Mb9b922771245	14	retell	2	I want to learn how to dance.			todo
Maf8aea699127	14	retell	3	I go to my first dance class.			todo
M51f54d16f112	14	retell	4	The teacher tells me to stretch my legs.			todo
M408f3b9a7374	14	retell	5	I try to stretch my legs.			todo
Mf51e6b21d96e	14	retell	6	But I can't stretch very far.			todo
M52962c0d74fc	14	retell	7	The teacher tells me to jump.			todo
Me8e13c6d8f85	14	retell	8	I try to jump, but fall down.			todo
M4e8a1777bf93	14	retell	9	My muscles are sore after class.			todo
M648c497027a2	14	retell	10	Maybe I can't learn how to dance.			todo
M9a92c6be954f	14	questions	1	One: Kelly likes to listen to music.			todo
M2815aa4f4148	14	questions	2	Does Kelly like music?			todo
Mc78cd175e679	14	questions	3	Yes, Kelly likes to listen to music.			todo
M5525d0b99cd2	14	questions	4	Two: Kelly wants to learn how to dance.			todo
M2b0433f451db	14	questions	5	Does Kelly want to learn how to dance?			todo
M5cd4fa201f5e	14	questions	6	Yes, Kelly wants to learn how to dance.			todo
M1c343504253b	14	questions	7	Three: Kelly goes to a dance class.			todo
M24b84e5115a9	14	questions	8	Does Kelly go to a piano class?			todo
M315e138efbc6	14	questions	9	No, Kelly does not go to a piano class.			todo
Mac07087bd705	14	questions	10	She goes to a dance class.			todo
M607e706f6b6d	14	questions	11	Four: The teacher tells Kelly to stretch her legs.			todo
M695b29b278bf	14	questions	12	Does the teacher tell Kelly to stretch her arms?			todo
Mef212f1403ea	14	questions	13	No, the teacher does not tell her to stretch her arms.			todo
M07f9ee406877	14	questions	14	The teacher tells her to stretch her legs.			todo
Mcef6c036156e	14	questions	15	Five: Kelly can't stretch her legs very far.			todo
M9851bb1be688	14	questions	16	Can Kelly stretch her legs far?			todo
Mf7797ad9100d	14	questions	17	No, Kelly can't stretch her legs very far.			todo
M433fcd6989be	14	questions	18	Six: Kelly tries to jump, but she falls down.			todo
M305f13138b1c	14	questions	19	Does Kelly fall down?			todo
M5f0712149e73	14	questions	20	Yes, Kelly tries to jump, but she falls down.			todo
M4389a5d411c4	14	questions	21	Seven: Kelly's muscles are sore after class.			todo
M4ecd001e2384	14	questions	22	Are Kelly's muscles sore after class?			todo
M9831f8516c42	14	questions	23	Yes, Kelly's muscles are sore after class.			todo
M4c2d61e1cefd	14	questions	24	Eight: Maybe Kelly can't learn how to dance.			todo
Mb256ea00845c	14	questions	25	Can Kelly learn how to dance?			todo
Mf04ce406045c	14	questions	26	Maybe Kelly can't learn how to dance.			todo
