guid	num	part	seq	en	te	notes	status
M39738b08f700	59	meta	1	Story Fifty-nine - Mary Likes to Read			todo
Me35d761ad098	59	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
Me187f96c2c57	59	story	1	Mary used to only read paper books.			todo
M387622e9d814	59	story	2	For most of her life, the idea of an electronic book didn't even exist.			todo
M2af9a5407a46	59	story	3	All reading materials used to be printed on paper.			todo
M412d8c5b4460	59	story	4	However, now there are other ways to read.			todo
Mad388e29f29e	59	story	5	In recent years, more and more people have started to read books on mobile devices.			todo
M604d7e6f56e2	59	story	6	People can read on their phones, their tablets, or on dedicated e-book readers like Kindle if they want to.			todo
M15f91de6eed8	59	story	7	Mary prefers the convenience of reading on a mobile device because she always has her reading material with her.			todo
M2ad93fc736a9	59	story	8	She finds e-books are especially handy when she is traveling since carrying books in her luggage can be inconvenient.			todo
Mda950c7a287d	59	story	9	She is also able to order any book she wants, at a moment's notice, via the Internet.			todo
M5b098a185c23	59	story	10	Her husband George, however, prefers to hold a traditional paper book in his hands.			todo
M622ccaa9b6a1	59	story	11	He simply finds it a more comfortable and agreeable reading experience.			todo
M6b41138dfd63	59	story	12	George also likes spending time in bookstores and libraries, just to see what kinds of books are available.			todo
M6c26f82115b8	59	story	13	George tends to buy books, but Mary just takes a note of the names of interesting books, so that she can order the ebook version online and read it on her portable device.			todo
Md84e49c07dd4	59	retell	1	For many years, I only read paper books.			todo
Mb54c357a7c19	59	retell	2	For most of my life, the idea of an electronic book didn't even exist.			todo
M4ae57cc6ca17	59	retell	3	All reading materials were printed on paper.			todo
Md49208c33d77	59	retell	4	However, a few years ago, I discovered new ways to read.			todo
M35baf04d2cbe	59	retell	5	I noticed that more and more people were starting to read books on mobile devices.			todo
M70dbf6dd48bb	59	retell	6	I saw people reading on their phones, their tablets, or on dedicated ebook readers like Kindle.			todo
Me87f1d12ba18	59	retell	7	I must say that I now prefer the convenience of reading on a mobile device because I always have my reading material with me.			todo
M74b7b0039455	59	retell	8	I have found that e-books are especially handy when traveling since carrying books in my luggage can be inconvenient.			todo
M7f2ffdc6c256	59	retell	9	What's more, I can order any book I want, at a moment's notice, via the Internet.			todo
M9c8a70c2c78b	59	retell	10	My husband George, however, prefers traditional paper books.			todo
M18a362e0ad6e	59	retell	11	He says that he finds them a more comfortable and agreeable reading experience.			todo
M9cf841157312	59	retell	12	He is just old-fashioned in my view.			todo
Md52ee96ee8a2	59	retell	13	George spends too much time in bookstores and libraries, just to see what kinds of books are available.			todo
M97aad8b40800	59	retell	14	He might buy a book in the store after browsing.			todo
M3b46fa24bed9	59	retell	15	However, I prefer to just write down the names of interesting books.			todo
Mb8d027be0305	59	retell	16	Then I can order the ebook version online and read it on my portable device.			todo
Mb99679b0d1ed	59	retell	17	Much better!			todo
M765d8f730e56	59	questions	1	One: For most of her life, the idea of an electronic book didn't even exist.			todo
M67450619355a	59	questions	2	What idea didn't even exist for most of her life?			todo
M780b5c6bfab6	59	questions	3	The idea of an electronic book didn't even exist for most of her life.			todo
Maad50ed28a4d	59	questions	4	Two: In recent years, more and more people have started to read books on mobile devices.			todo
Mfe78f73e0ab3	59	questions	5	When have people started to read books on mobile devices?			todo
M3b047048f0d0	59	questions	6	People have started to read books on mobile devices in recent years.			todo
M4f9ce6464876	59	questions	7	Three: She finds ebooks are especially handy when she is traveling.			todo
Mb88e40a7e848	59	questions	8	When does Mary find ebooks especially handy?			todo
M3f829cfec2ca	59	questions	9	She finds ebooks are especially handy when she is traveling.			todo
M47cf3cd0e0e9	59	questions	10	Four: She is also able to order any book she wants, at a moment's notice, via the Internet.			todo
Md2a53b5e8e65	59	questions	11	What is she able to order at a moment's notice?			todo
M49463c81707f	59	questions	12	Mary is able to order any book she wants at a moment's notice.			todo
M2c4382326cae	59	questions	13	Five: My husband George, however, prefers traditional paper books.			todo
Mafff8ca0deb4	59	questions	14	Does her husband George prefer ebooks or traditional paper books?			todo
Mcc2cfa4b79ea	59	questions	15	He prefers traditional paper books.			todo
Md4eb00d2b2f8	59	questions	16	Six: George spends too much time in bookstores and libraries, just to see what kinds of books are available.			todo
M373e64b5e624	59	questions	17	How much time does George spend in bookstores and libraries?			todo
Mf6fd51398afb	59	questions	18	He spends too much time in bookstores and libraries.			todo
M4ca00636be55	59	questions	19	Seven: He might buy a book in the store after browsing.			todo
M6f83a35a03d1	59	questions	20	When might George buy a book?			todo
M6ccead5cfd96	59	questions	21	He might buy a book in the store after browsing.			todo
M4416adabe8e4	59	questions	22	Eight: However, I prefer to just write down the names of interesting books.			todo
M6fbfbdea07ac	59	questions	23	What do I prefer to do in bookstores and libraries?			todo
M3872a45d65a5	59	questions	24	You prefer to just write down the names of interesting books.			todo
