guid	num	part	seq	en	te	notes	status
Ma82e956a41a1	53	meta	1	Story Fifty-three - Wrestling Competition			todo
Me35d761ad098	53	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
M771e16c5259f	53	story	1	Kendra's been on a wrestling team for about fifteen years.			todo
Mb144f34ceb91	53	story	2	Today, her coach told her there is a competition coming up.			todo
Mfd0bf5449157	53	story	3	He wants her to compete in a lower-weight class.			todo
Me1a61d50bfd0	53	story	4	As a result, Kendra will have to change her diet.			todo
M9b8a940bd942	53	story	5	She will also have to start going to the gym more.			todo
M45972dfab30c	53	story	6	Kendra has always loved wrestling.			todo
Med00584061dc	53	story	7	However, it's gotten more difficult as she's gotten older.			todo
M2fdc1c641573	53	story	8	She doesn't have as much time as she used to.			todo
Mec6d38f3a789	53	story	9	And she doesn't lose weight as easily as she used to.			todo
M3d6458dd0ce4	53	story	10	Nonetheless, Kendra will find a way to compete.			todo
M4d1328ca98ee	53	retell	1	Kendra and her friend have been on a wrestling team for about fifteen years.			todo
M97ed48f239ad	53	retell	2	Today, their coach told them there is a competition coming up.			todo
M35b4075cf43d	53	retell	3	He wants them to compete in a lower-weight class.			todo
M75bb77aea279	53	retell	4	As a result, Kendra and her friend will have to change their diet.			todo
M76ddf0ba8e92	53	retell	5	They will also have to start going to the gym more.			todo
Me56ea9d80ade	53	retell	6	The girls have always loved wrestling.			todo
Mf277883217ae	53	retell	7	However, it's gotten more difficult as they've gotten older.			todo
M04900e16a754	53	retell	8	They don't have as much time as they used to.			todo
M9e4c3faaf410	53	retell	9	And they don't lose weight as easily as they used to.			todo
Mdf42c3a84667	53	retell	10	Nonetheless, Kendra and her friend will find a way to compete.			todo
Meb3aba7c03fe	53	questions	1	One: Kendra's been on a wrestling team for about fifteen years.			todo
Mb1a4521f7e3f	53	questions	2	How long has Kendra been on a wrestling team?			todo
Mebb0e5b0a748	53	questions	3	Kendra's been on a wrestling team for about fifteen years.			todo
M231e8f255306	53	questions	4	Two: Today, her coach told her there is a competition coming up.			todo
M52fd14689eaa	53	questions	5	When is there a competition?			todo
M740f0c7a63c7	53	questions	6	There is a competition coming up.			todo
Mdee0a775c31e	53	questions	7	Three: He wants her to compete in a lower-weight class.			todo
Mb1da72b081c9	53	questions	8	How does he want her to compete?			todo
M339bf9944b97	53	questions	9	He wants her to compete in a lower-weight class.			todo
Mfce196011531	53	questions	10	Four: As a result, Kendra will have to change her diet.			todo
Mad9d3fd8f26f	53	questions	11	What will Kendra have to do as a result?			todo
Meeb5225ba68e	53	questions	12	She will have to change her diet.			todo
M956783bb6c40	53	questions	13	Five: The girls have always loved wrestling.			todo
M6049c8c5826e	53	questions	14	Have the girls always loved wrestling?			todo
M09cdac305fdf	53	questions	15	Yes, the girls have always loved wrestling.			todo
M1885781d3c9c	53	questions	16	Six: It's gotten more difficult as they've gotten older.			todo
M82659bd7f10d	53	questions	17	Since when has it gotten more difficult?			todo
Mb37420f258d0	53	questions	18	It's gotten more difficult as they've gotten older.			todo
M47fb0cf18faf	53	questions	19	Seven: They don't have as much time as they used to.			todo
M01b448070b1a	53	questions	20	Did they use to have more time?			todo
Me63d8d263f29	53	questions	21	Yes, they don't have as much time as they used to.			todo
M1137a037bc9a	53	questions	22	Eight: Nonetheless, Kendra and her friend will find a way to compete.			todo
Mdbf323e48ebb	53	questions	23	Will Kendra and her friend find a way to compete?			todo
M4a23ed08db1d	53	questions	24	Yes, Kendra and her friend will find a way to compete.			todo
