guid	num	part	seq	en	te	notes	status
Mac12597e76be	30	meta	1	Story Thirty - James wakes up early on Saturdays			todo
Me35d761ad098	30	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
M0d4b1602f620	30	story	1	James used to wake up early on Saturdays			todo
Md947031405cc	30	story	2	Usually, he looked outside to check the weather.			todo
M26e78503f85e	30	story	3	Often, he had seen that the weather was nice and sunny.			todo
Mfff63848ea4b	30	story	4	When it was, James usually decided to go to the beach.			todo
M8182841c2826	30	story	5	The beach was about an hour away by car.			todo
M566060230d7c	30	story	6	Each time he left, he first looked for his bathing suit.			todo
M1117d53bac5a	30	story	7	But each time it was difficult to find his bathing suit.			todo
Mbed77653a36e	30	story	8	Usually, James finally found it in his closet.			todo
M2a086ae53352	30	story	9	Sometimes, by the time he was ready to leave, the weather had become cloudy!			todo
M4ad3ea353dff	30	story	10	Then he'd hope to go to the beach the next day.			todo
M622e27b0cc62	30	retell	1	I have been waking up early on Saturdays.			todo
M3f104ef5795e	30	retell	2	Usually, I look outside to check the weather.			todo
Mdcc50a92cba5	30	retell	3	Often, I have been seeing that the weather is nice and sunny.			todo
M94e60ce1363a	30	retell	4	When it is, I usually decide to go to the beach.			todo
M64fdfc7f2c85	30	retell	5	The beach is about an hour away by car.			todo
M0d44f0023bee	30	retell	6	Each time I leave, I first look for my bathing suit.			todo
Mfb1b8766fbd8	30	retell	7	But each time it's difficult to find my bathing suit.			todo
M169f53871d04	30	retell	8	Usually, I find it in my closet.			todo
M049fae4504d8	30	retell	9	Sometimes, by the time I'm ready to leave, the weather has turned cloudy!			todo
Md3ac03e8e990	30	retell	10	Then I hope to go to the beach the next day.			todo
M076a19c13443	30	questions	1	One: James used to wake up early on Saturdays.			todo
M6c57740ac64a	30	questions	2	Did James use to wake up late on Saturdays?			todo
M0d2cb7b5a3fd	30	questions	3	No, James used to wake up early on Saturdays.			todo
M68888534da01	30	questions	4	Two: James usually looked outside to check the weather.			todo
M327147206096	30	questions	5	What did James usually do?			todo
M7c31e8805b15	30	questions	6	James usually looked outside to check the weather.			todo
M93cf93f7d74f	30	questions	7	Three: The weather had often been nice and sunny.			todo
Me92a752ffa2e	30	questions	8	Had the weather been sunny?			todo
Mba4fd2f434ed	30	questions	9	Yes, the weather had often been nice and sunny.			todo
Mac2044889ca8	30	questions	10	Four: James usually decided to go to the beach.			todo
Mf7147648d9ab	30	questions	11	What did James usually decide to do?			todo
Mb728dce209cb	30	questions	12	James usually decided to go to the beach.			todo
M5e3be2b502b1	30	questions	13	Five: The beach was about an hour away by car.			todo
Ma765c1e169b7	30	questions	14	Where was the beach?			todo
Mf6de499ea6d1	30	questions	15	The beach was about an hour away by car.			todo
Mb1a4f84209de	30	questions	16	Six: James first looks for his bathing suit.			todo
M204876f67f29	30	questions	17	What does James first look for?			todo
M9ada0b4b88b4	30	questions	18	James first looks for his bathing suit.			todo
Mf7cfa8b4e570	30	questions	19	Seven: He often can't find his bathing suit.			todo
Mc6e624f97426	30	questions	20	Can he always find his bathing suit?			todo
Mbaf47abffd2f	30	questions	21	No, he often can't find his bathing suit.			todo
Mb8cd8f62414f	30	questions	22	Eight: Usually, James finally finds his bathing suit in the closet.			todo
M7be471d656fd	30	questions	23	Where does James finally find his bathing suit?			todo
Mc0c6fae39ee2	30	questions	24	Usually, James finally finds his bathing suit in the closet.			todo
M0181b9187204	30	questions	25	Nine: Sometimes, the weather has turned cloudy.			todo
Mb77afa545f0c	30	questions	26	Is the weather always nice and sunny?			todo
M9036655b8368	30	questions	27	No, the weather is not always nice and sunny.			todo
Mf70e834bd0cf	30	questions	28	Sometimes, the weather has turned cloudy.			todo
Ma68d2c25c03c	30	questions	29	Ten: James hopes to go to the beach tomorrow.			todo
M6a3fd2af3341	30	questions	30	When does James hope to go to the beach?			todo
M925e9607db82	30	questions	31	James hopes to go to the beach tomorrow.			todo
