guid	num	part	seq	en	te	notes	status
M03caa4872def	17	meta	1	Story Seventeen - Marco is coming home from work			todo
Me35d761ad098	17	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
M8153eabb4daa	17	story	1	Marco is coming home from work.			todo
M1ae1a08316a7	17	story	2	He drives home from work every day.			todo
Mbb9b6b0a8088	17	story	3	There are many other cars on the highway.			todo
M3aeecbc4ced1	17	story	4	The highway is too crowded to move.			todo
M33260b05ac63	17	story	5	Marco feels frustrated and angry.			todo
M368f4db9c939	17	story	6	He turns on the radio to hear the news.			todo
Me3720249e276	17	story	7	Then, he listens to some songs.			todo
M97ab3f9a8c84	17	story	8	Still, Marco is bored and tired.			todo
Med401b39d3bf	17	story	9	The highway is too crowded every day.			todo
M9fe961c5c737	17	story	10	Marco thinks about buying a motorcycle instead.			todo
M07f66b8e4f0d	17	retell	1	I am coming home from work.			todo
M7f9c7d20dca5	17	retell	2	I drive home from work every day.			todo
M3022c83a929f	17	retell	3	There are many other cars on the highway.			todo
Md6e6a0bd44e2	17	retell	4	The highway is too crowded to move.			todo
Mbdedab24103f	17	retell	5	I feel frustrated and angry.			todo
M17071504ace4	17	retell	6	I turn on the radio to hear the news.			todo
M44e18d9dc671	17	retell	7	Then, I listen to some songs.			todo
M2444110ca2f6	17	retell	8	Still, I am bored and tired.			todo
Mf81b3fd21bcd	17	retell	9	The highway is too crowded every day.			todo
M8c4432bce6ed	17	retell	10	I think about buying a motorcycle instead.			todo
M42cde201b041	17	questions	1	One: Marco is coming home from work in his car.			todo
M838a03d0c70b	17	questions	2	Is Marco at work?			todo
M91030505492e	17	questions	3	No, Marco is not at work.			todo
M5f4641f2e5ae	17	questions	4	He is coming home from work in his car.			todo
M1c8440e4558e	17	questions	5	Two: There are many other cars on the highway with Marco.			todo
M1bae90bf1797	17	questions	6	Are there other cars on the highway?			todo
M764cf2396b52	17	questions	7	Yes, there are many other cars on the highway with Marco.			todo
Mffed8a1575cf	17	questions	8	Three: Marco cannot move because the highway is too crowded.			todo
M307c17872136	17	questions	9	Can Marco move?			todo
M6abae1629e30	17	questions	10	No, Marco cannot move because the highway is too crowded.			todo
Mb172c4f9d263	17	questions	11	Four: Marco feels frustrated and angry.			todo
Mcf2ee3defdac	17	questions	12	Does Marco feel happy?			todo
M1ffd12381e8a	17	questions	13	No, Marco does not feel happy.			todo
M476974b278a1	17	questions	14	He feels frustrated and angry.			todo
M98b0690220c4	17	questions	15	Five: Marco listens to the news on the radio in his car.			todo
M993dc0b24054	17	questions	16	Does Marco listen to the news?			todo
Mada8918846df	17	questions	17	Yes, Marco listens to the news on the radio in his car.			todo
Mf9c42a8c295f	17	questions	18	Six: The highway is always crowded every day.			todo
M98414a3f16b4	17	questions	19	Is the highway always crowded?			todo
M881378625980	17	questions	20	Yes, the highway is always crowded every day.			todo
M5024d544702f	17	questions	21	Seven: Marco thinks he might buy a motorcycle instead of driving.			todo
Ma522cb28743c	17	questions	22	Does Marco want a motorcycle?			todo
M233bce31489d	17	questions	23	Yes, he thinks he might buy a motorcycle instead of driving.			todo
