guid	num	part	seq	en	te	notes	status
M2f4e9078838d	58	meta	1	Story Fifty-eight - Sam and Betty Enjoy Going Out			todo
Me35d761ad098	58	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
Mdcb421ba9c52	58	story	1	Sam and Betty enjoy going out for dinner with friends.			todo
Md93de766df34	58	story	2	They enjoy having a glass or two of wine with their meal when they eat out.			todo
M304c79136020	58	story	3	For that reason, it is important for them to think about how they are going to get home after dinner.			todo
M09db53e3ba80	58	story	4	They usually drive their car to the restaurant, or to their friend's place, because it is too expensive to take a taxi.			todo
Mb843138fd3ca	58	story	5	They usually decide ahead of time who is going to drive home, since the person who drives home can't have any wine.			todo
Mad580d522d0e	58	story	6	Sometimes they know that it will be difficult to refuse to drink with the other guests, for example, if friends are celebrating an event like a birthday.			todo
Ma93d55ce4b70	58	story	7	In those cases, they have to make other arrangements.			todo
M87d5c35d03e9	58	story	8	One solution is to go together with other friends who live nearby, one of whom will have to agree not to drink.			todo
Mbddbca53881a	58	story	9	It is always useful to have friends who simply do not drink at all.			todo
Ma248442303de	58	story	10	Such people are always in demand as designated drivers.			todo
Mcd1e441b16a2	58	story	11	The best situation of all is when the dinner party is within walking distance.			todo
Md0044efbed82	58	story	12	Unfortunately, that is not often the case in large cities.			todo
M180ab44130dd	58	retell	1	We used to enjoy going out for dinner with friends when we lived in the big city.			todo
Mfa3699e4a4c4	58	retell	2	We enjoyed having a glass or two of wine with our meal when we ate out.			todo
M152d3ab2b97e	58	retell	3	For that reason, we had to think about how we were going to get home after dinner.			todo
M4c38b0eb6cda	58	retell	4	We usually drove our car to the restaurant, or to our friend's place, because it was too expensive to take a taxi.			todo
Mcac8fcdeaf6c	58	retell	5	We always decided ahead of time who was going to drive home, since the person who drove home couldn't have any wine.			todo
Mbb329e977944	58	retell	6	Sometimes we knew that it would be difficult to refuse to drink with the other guests, for example, if friends were celebrating an event like a birthday.			todo
M39a05add0072	58	retell	7	In those cases, we had to make other arrangements.			todo
M9fe18be0c62b	58	retell	8	One solution was to go together with other friends who lived nearby, one of whom would have to agree not to drink.			todo
Mabf0c8d4160a	58	retell	9	I found it useful to have friends who didn't drink at all.			todo
Mc6435efe3316	58	retell	10	Such people were always in demand as designated drivers.			todo
M0126420093e4	58	retell	11	The best situation of all was when the dinner party was within walking distance.			todo
M7047961bcc28	58	retell	12	Unfortunately, that was not often the case in the big city.			todo
Mc2a6950dbf89	58	retell	13	So we moved to a small town and we now spend more time with our neighbours.			todo
M5a391649c6fa	58	questions	1	One: Sam and Betty enjoy having a glass or two of wine with their meal when they eat out.			todo
Mfbea73412f01	58	questions	2	How many glasses of wine do they enjoy with their meal when they eat out?			todo
Md650c288ede9	58	questions	3	They enjoy having a glass or two of wine with their meal when they eat out.			todo
M003cc7584942	58	questions	4	Two: For that reason, it is important for them to think about how they are going to get home after dinner.			todo
M4e8424455bca	58	questions	5	What is it important for Sam and Betty to think about?			todo
M15d33d008fa1	58	questions	6	It's important for them to think about how they are going to get home after dinner.			todo
Mfbe12ca1624a	58	questions	7	Three: They usually drive their car to the restaurant, or to their friend's place, because it is too expensive to take a taxi.			todo
M53828a5599b6	58	questions	8	Why don't they take a taxi?			todo
M56bb4932827e	58	questions	9	Because it's too expensive to take a taxi.			todo
M1da52ebbdf3e	58	questions	10	Four: They usually decide ahead of time who is going to drive home.			todo
Md02b8926e6f2	58	questions	11	What do they decide ahead of time?			todo
M10b3b49a4724	58	questions	12	They usually decide ahead of time who is going to drive home.			todo
Mbd58258cc192	58	questions	13	Five: Sometimes we knew that it would be difficult to refuse to drink with the other guests.			todo
M81f3e58df048	58	questions	14	Did we think it would be easy or difficult to refuse to drink with other guests?			todo
Mf2b24e7dc362	58	questions	15	You knew that it would be difficult to refuse to drink with other guests.			todo
M4091e5a4c679	58	questions	16	Six: In those cases, we had to make other arrangements.			todo
M239d85ad387b	58	questions	17	What did we have to do in those cases?			todo
M1e79cc2a28b4	58	questions	18	You had to make other arrangements in those cases.			todo
M9f65ae7514e4	58	questions	19	Seven: I found it useful to have friends who didn't drink at all.			todo
M6ec5924475c6	58	questions	20	What kinds of friends did I find it useful to have?			todo
M5c49c5808606	58	questions	21	You found it useful to have friends who didn't drink at all.			todo
Mc7263a7a11bf	58	questions	22	Eight: Such people were always in demand as designated drivers.			todo
Ma97e1bfce0a4	58	questions	23	What were such people always in demand as?			todo
Mab6686885839	58	questions	24	Such people were always in demand as designated drivers.			todo
