guid	num	part	seq	en	te	notes	status
Mb1e2103ecb29	34	meta	1	Story Thirty-four - Tom Has Dinner With His Friends			todo
Me35d761ad098	34	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
M01aaf3ecfef1	34	story	1	Tom was going for dinner with his friends.			todo
M878f478c0a6b	34	story	2	They had to decide on a restaurant.			todo
M6ac84a7a361b	34	story	3	Tom has always liked Italian food the best.			todo
M04558943cbf1	34	story	4	But his friends have always liked Thai food more than Italian food.			todo
Mcc86ed19d1b6	34	story	5	Tom decided to have Thai food for the first time.			todo
Mb611d7c9788a	34	story	6	Tom and his friends got to the restaurant.			todo
Mece3614d0b12	34	story	7	Tom's friends like spicy food more than Tom does.			todo
Mf141c834ca41	34	story	8	So, they ordered some spicy Thai food.			todo
M1c4891850e65	34	story	9	Tom ordered a salad.			todo
Mc99a32686590	34	story	10	It was less spicy than his friends' food.			todo
M83a1d7085f5c	34	retell	1	Recently, I have been going for dinner with my friends a lot.			todo
M06915e6218c1	34	retell	2	We have been deciding on restaurants together.			todo
Mee1b67d79ab7	34	retell	3	I have always liked Italian food the best.			todo
M772da9058d8b	34	retell	4	But my friends have always liked Thai food more than Italian food.			todo
M0939b3d06795	34	retell	5	I recently decided to have Thai food for the first time.			todo
Md124e1cf8c24	34	retell	6	My friends and I arrived at the restaurant.			todo
M120d3c151b0f	34	retell	7	My friends like spicy food more than I do.			todo
Mabcc7248ef03	34	retell	8	They ordered some spicy Thai food.			todo
Ma4c36ebf6e6f	34	retell	9	I ordered a salad.			todo
M4bbe1887b425	34	retell	10	It was less spicy than my friends' food.			todo
M6f3875544df2	34	questions	1	One: Tom was going for dinner with his friends.			todo
Macbf42af0b52	34	questions	2	What was Tom doing with his friends?			todo
M5622aa90cd6b	34	questions	3	He was going for dinner with his friends.			todo
Ma33c0d366e35	34	questions	4	Two: They had to decide on a restaurant to go to.			todo
M2802c122663a	34	questions	5	What did they have to decide?			todo
Mbc0403dbd47b	34	questions	6	They had to decide on a restaurant to go to.			todo
M2faa8823a3a0	34	questions	7	Three: Tom has always liked Italian food the best.			todo
Me8ee93d87af8	34	questions	8	What kind of food has Tom always liked the best?			todo
M63357433dbc1	34	questions	9	Tom has always liked Italian food the best.			todo
Mc77520fc76a9	34	questions	10	Four: His friends have always liked Thai food more than Italian food.			todo
M54f5e94bfe59	34	questions	11	What kind of food have his friends always liked?			todo
Md33db4072d02	34	questions	12	His friends have always liked Thai food.			todo
M34a76d3b590f	34	questions	13	Five: Tom has decided to have Thai food.			todo
Mb1990f1cde1b	34	questions	14	What has Tom decided to do?			todo
M297b0e5636b2	34	questions	15	Tom has decided to have Thai food.			todo
M0c2625810963	34	questions	16	Six: Tom's friends like spicy food more than Tom does.			todo
M45405d3ead85	34	questions	17	Who likes spicy food more, Tom or Tom's friends?			todo
M00aa4810aa5c	34	questions	18	Tom's friends like spicy food more than Tom does.			todo
M1931e8166972	34	questions	19	Seven: Tom's friends order some spicy Thai food.			todo
M8be6acbd4173	34	questions	20	What do Tom's friends order?			todo
M5cb91a3be004	34	questions	21	They order some spicy Thai food.			todo
M8e22d8f48bb8	34	questions	22	Eight: Tom has ordered a salad.			todo
M21971a4505a0	34	questions	23	What has Tom ordered at the restaurant?			todo
M629123370c39	34	questions	24	He has ordered a salad.			todo
Mc6412ee25f06	34	questions	25	Nine: Tom's salad is less spicy than his friends' food.			todo
Mb5e4197eef7a	34	questions	26	Which is less spicy, Tom's salad, or his friends' food?			todo
M1532be8394cf	34	questions	27	Tom's salad is less spicy than his friends' food.			todo
