guid	num	part	seq	en	te	notes	status
M9710cdcf4b19	25	meta	1	Story Twenty-five - Dave's wife will have a new baby			todo
Me35d761ad098	25	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
Mfec4094166ad	25	story	1	Dave's wife will have a new baby.			todo
M2caeb4c2d8e8	25	story	2	Dave and his wife have one son and one daughter.			todo
M2f2a63fbc1c3	25	story	3	They are very excited to have another baby.			todo
Mc8fbd4741b8e	25	story	4	The new baby will be a boy.			todo
M56cd7329de14	25	story	5	But they don't know what name to give the baby.			todo
Mc3c8990bc7ad	25	story	6	They decide to ask their parents.			todo
M65b23cd49471	25	story	7	Their parents give them some ideas.			todo
Mc9d5e90254de	25	story	8	Some ideas are better than others.			todo
M8b61189711f0	25	story	9	Dave and his wife will call the baby Ethan.			todo
Mca359c1aaccd	25	story	10	They hope the baby will be happy with this name.			todo
M2f57cdb23c34	25	retell	1	My wife was having a baby.			todo
Mdc8b54ddc8cd	25	retell	2	My wife and I have one son and one daughter.			todo
M52525390ac68	25	retell	3	We were very excited to have another baby.			todo
Md41a1d83c06c	25	retell	4	The new baby was going to be a boy.			todo
M21f145a86d4f	25	retell	5	But we didn't know what name to give the baby.			todo
M1fa4047a80bc	25	retell	6	We decided to ask our parents.			todo
M105aab428c39	25	retell	7	Our parents gave us some ideas.			todo
M530ab5ab4a55	25	retell	8	Some ideas were better than others.			todo
Mcaa2c2ee9c02	25	retell	9	My wife and I called the baby Ethan.			todo
Md3386478994a	25	retell	10	We hoped the baby was going to be happy with his name.			todo
M10575e1e1fcb	25	questions	1	One: Dave's wife will have a baby.			todo
M17dceea8bd0d	25	questions	2	What will Dave's wife have?			todo
M066db59bb7db	25	questions	3	Dave's wife will have a baby.			todo
Md265d060f165	25	questions	4	Two: Dave and his wife have two children, one son, and one daughter.			todo
M9e261afdf942	25	questions	5	How many children do Dave and his wife have?			todo
M977be48ea7f8	25	questions	6	They have two children, one son, and one daughter.			todo
M7f2447797d01	25	questions	7	Three: They are very excited to have another baby.			todo
M389471b0f2f3	25	questions	8	How do they feel about having another baby?			todo
M432a3c7e5691	25	questions	9	They are very excited to have another baby.			todo
M757bbd0dc661	25	questions	10	Four: The new baby will be a boy.			todo
M5f4fdca3b4bd	25	questions	11	Will the new baby be a girl?			todo
M4ab073db1296	25	questions	12	No, the new baby will not be a girl.			todo
M4c28c930b47c	25	questions	13	The new baby will be a boy.			todo
M9d9e444904b2	25	questions	14	Five: They do not know what name to give the baby.			todo
M30628bcde474	25	questions	15	Do they know what name to give the baby?			todo
M68992d983344	25	questions	16	No, they do not know what name to give the baby.			todo
M9600f646e1d7	25	questions	17	Six: They decide to ask their parents about baby names.			todo
M2019bcf630a5	25	questions	18	What do they decide to do?			todo
M334b25cd4a3a	25	questions	19	They decide to ask their parents about baby names.			todo
M762584b71b50	25	questions	20	Seven: Their parents give them some ideas.			todo
M234fed776388	25	questions	21	What do their parents do?			todo
M3ad4df71c4cd	25	questions	22	Their parents give them some ideas.			todo
Maf046716c025	25	questions	23	Eight: Some ideas were better than others.			todo
M52d5ebad51bc	25	questions	24	Were all the ideas good?			todo
Mf9220b5de966	25	questions	25	No, not all the ideas were good.			todo
M7d6be208dff1	25	questions	26	Some ideas were better than others.			todo
M6eedcb9c5b4e	25	questions	27	Nine: Dave and his wife called the baby ‘Ethan'.			todo
Mf7741b4608df	25	questions	28	What did Dave and his wife call the baby?			todo
Mfc996a9b1f5f	25	questions	29	They called the baby ‘Ethan'.			todo
M6e1d7b9363b1	25	questions	30	Ten: Dave and his wife hoped the baby was going to be happy with his name.			todo
Mf63ec5dfa305	25	questions	31	What did Dave and his wife hope?			todo
M953334618216	25	questions	32	They hoped the baby was going to be happy with his name.			todo
