guid	num	part	seq	en	te	notes	status
M0e79e6f71e12	13	meta	1	Story Thirteen - Kimi Goes on a Date with Saul			todo
Me35d761ad098	13	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
Mec3a3c3b131b	13	story	1	Kimi is in a restaurant.			todo
Mf0bfcdec3561	13	story	2	She has a date with Saul.			todo
M20db541fd81a	13	story	3	Kimi doesn't know Saul.			todo
M514aaa7e114e	13	story	4	But he is a friend of a friend.			todo
Md64c521b34c6	13	story	5	Saul comes on time.			todo
M65ec513c5202	13	story	6	He says, “Hello!” and Kimi says, “Hi!”			todo
M9bda3be7873e	13	story	7	Saul sits down, and Kimi looks at him.			todo
M25c3ded4e390	13	story	8	She thinks he is very handsome.			todo
M7c51d829dab5	13	story	9	Kimi smiles, and Saul looks at her.			todo
M940a076d4c12	13	story	10	“You have a nice smile,” Saul says.			todo
M18ff1716c5e4	13	retell	1	I am in a restaurant.			todo
M0f65f7d79e65	13	retell	2	I have a date with Saul.			todo
M6a9bac5bc1b3	13	retell	3	I don't know Saul.			todo
M50062b0f32eb	13	retell	4	But he is a friend of a friend.			todo
M7186e414156f	13	retell	5	He comes on time.			todo
Mc58e91c2b545	13	retell	6	He says, “Hello!”, and I say, “Hi!”			todo
M8f82722db55f	13	retell	7	He sits down, and I look at him.			todo
M468e9eb8d0c4	13	retell	8	I think he is very handsome.			todo
Mef8d60c32648	13	retell	9	I smile, and Saul looks at me.			todo
Me24913f9eadf	13	retell	10	“You have a nice smile,” Saul says.			todo
M14d04d282722	13	questions	1	One: Kimi is at a restaurant.			todo
Me48084056e8a	13	questions	2	Is Kimi at home?			todo
M0aba35050175	13	questions	3	No, Kimi is not at home.			todo
M8ce49b7e5897	13	questions	4	She is at a restaurant.			todo
M032a71b9dd7f	13	questions	5	Two: Kimi has a date with Saul.			todo
M2a65ac99e8b7	13	questions	6	Does Kimi have a date with George?			todo
M5866c6e465d0	13	questions	7	No, Kimi does not have a date with George.			todo
M23f123e9ef5e	13	questions	8	She has a date with Saul.			todo
M0b72e74a8b40	13	questions	9	Three: Kimi does not know Saul, but he is a friend of a friend.			todo
M679c7bfa70cf	13	questions	10	Does Kimi know Saul?			todo
M70189b6f5509	13	questions	11	No, Kimi does not know Saul, but he is a friend of a friend.			todo
M89c32bbbdfd7	13	questions	12	Four: Saul comes to the restaurant on time.			todo
Mca5a4d5c4d06	13	questions	13	Does Saul come to the restaurant on time?			todo
M3928d103188b	13	questions	14	Yes, Saul comes to the restaurant on time.			todo
M379b69b36029	13	questions	15	Five: Saul says “Hello!” to Kimi.			todo
Mab95efa5bf46	13	questions	16	Does Saul say, “Hello”?			todo
M66536d564e82	13	questions	17	Yes, Saul says “Hello!” to Kimi.			todo
Me3a485e467c1	13	questions	18	Six: Kimi thinks Saul is handsome.			todo
M9b9d5d2c0b3e	13	questions	19	Does Kimi think Saul is handsome?			todo
Mc68ded3d5459	13	questions	20	Yes, Kimi thinks Saul is handsome.			todo
Md519533f3479	13	questions	21	Seven: Saul looks at Kimi.			todo
M34da8a980adb	13	questions	22	Does Saul look at Kimi?			todo
M9f9400955889	13	questions	23	Yes, Saul looks at Kimi.			todo
Mb06ef84dc99b	13	questions	24	Eight: Saul says Kimi has a nice smile.			todo
Mc73a773764cc	13	questions	25	Does Saul say he likes Kimi's smile?			todo
Ma6f2c069bb01	13	questions	26	Yes, Saul says Kimi has a nice smile.			todo
