guid	num	part	seq	en	te	notes	status
Ma4c6b56ba3b4	15	meta	1	Story Fifteen - Mara and Emily Exercise			todo
Me35d761ad098	15	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
Me08f192a2576	15	story	1	Mara and Emily want to lose weight.			todo
Mfe81cd23f107	15	story	2	They want to go to a gym.			todo
Mf574cb2967ae	15	story	3	Going to a gym is expensive, though.			todo
M96e1de580c46	15	story	4	So, they decide to exercise at home.			todo
Mc01add040655	15	story	5	Mara tries to run, and Emily lifts weights.			todo
M114d94a6f58a	15	story	6	Mara doesn't like running, though.			todo
M011ede5302b3	15	story	7	And Emily is not very strong.			todo
Ma58f432cb27b	15	story	8	They are also very busy.			todo
M096f5f10b7ab	15	story	9	They don't have time to exercise.			todo
M08d7eff440f1	15	story	10	Maybe they can try again next week.			todo
M5514d35bf6c8	15	retell	1	Emily and I want to lose weight.			todo
Mc04065a26792	15	retell	2	We want to go to a gym.			todo
Me790fb910b4f	15	retell	3	Going to a gym is expensive, though.			todo
Mf281bafb047e	15	retell	4	So, we decide to exercise at home.			todo
Mc2b4b1fd28d0	15	retell	5	I try to run, and Emily lifts weights.			todo
Me159d092816d	15	retell	6	I don't like running, though.			todo
M9ee1f35e1881	15	retell	7	And Emily is not very strong.			todo
Md72b2d5a6fa1	15	retell	8	We are also very busy.			todo
M4c3b5968349e	15	retell	9	We don't have time to exercise.			todo
Medf2e61f721a	15	retell	10	Maybe we can try again next week.			todo
M34cd05043f3a	15	questions	1	One: Mara and Emily want to exercise at the gym.			todo
M9787cd27a763	15	questions	2	Do Mara and Emily want to exercise?			todo
M391730f53bcb	15	questions	3	Yes, they want to exercise at a gym.			todo
M5595344aff1a	15	questions	4	Two: Going to a gym is expensive.			todo
M05657f03f68b	15	questions	5	Is going to a gym cheap?			todo
M1a43d43b97f1	15	questions	6	No, it is not cheap.			todo
Mf6635f9647ca	15	questions	7	Going to a gym is expensive.			todo
Mdce9c23edc64	15	questions	8	Three: They decide to exercise at home, because the gym is too expensive.			todo
M51c322f067a4	15	questions	9	Do they decide to exercise at home?			todo
Mb7d0cf2dddad	15	questions	10	Yes, they decide to exercise at home, because the gym is too expensive.			todo
M322ea83414f8	15	questions	11	Four: Mara does not like running.			todo
M793bfbb32af8	15	questions	12	Does Mara like to run?			todo
M687acab6a51d	15	questions	13	No, Mara does not like running.			todo
M4673e2e2fd14	15	questions	14	Five: Emily tries lifting weights, but she is not very strong.			todo
M538ba064888f	15	questions	15	Does Emily try running, too?			todo
Maceb6ddbdaa8	15	questions	16	No, Emily tries lifting weights.			todo
Maaef77ce0cbf	15	questions	17	Six: Emily is not strong.			todo
M76bc9f7dbc79	15	questions	18	Is Emily strong?			todo
M24aa181e5c68	15	questions	19	No, Emily is not strong.			todo
Ma53472502e55	15	questions	20	Seven: Mara and Emily are very busy, so they don't have a lot of time to exercise.			todo
Maf4ab8b669de	15	questions	21	Are Mara and Emily very busy?			todo
Mc2da26e1c22a	15	questions	22	Yes, they are very busy, so they don't have a lot of time to exercise.			todo
