guid	num	part	seq	en	te	notes	status
M302278f521f2	56	meta	1	Story Fifty-six - Margaret Makes a Business Decision			todo
Me35d761ad098	56	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
M3d3ec344ccb0	56	story	1	Margaret is marketing manager for a manufacturing company.			todo
M958ee022dfb4	56	story	2	She is convinced that now is the best time for her company to expand overseas since demand is growing for her company's products in foreign markets.			todo
Mae65e2e2a28f	56	story	3	Not only are exports growing, but there are excellent parts suppliers in certain foreign countries.			todo
Md103cce6f470	56	story	4	Therefore expanding overseas could increase market share and reduce costs at the same time.			todo
M8e5a6ee81013	56	story	5	Any move overseas will require careful planning.			todo
M521ae3e260c4	56	story	6	Since conditions in each foreign country are different, she will certainly need to find people with local expertise to help her.			todo
M3f4bb6279ec0	56	story	7	Margaret has visited most of the important overseas markets.			todo
M09457ceb71a5	56	story	8	She doesn't want to make a wrong move and therefore decides to ask her existing overseas customers for advice.			todo
Mcb3fc611aa76	56	story	9	It will take a while for her to do the necessary research to make sure that the new expansion plan is completed successfully.			todo
M9c94de077382	56	retell	1	I was marketing manager for a manufacturing company, a few years ago.			todo
Md70e4c9e835d	56	retell	2	I was convinced that it was time for our company to expand overseas since demand was growing for our company's products in foreign markets.			todo
M4f2182648267	56	retell	3	Not only were exports growing, but there were excellent parts suppliers in certain foreign countries.			todo
Mf9e304fbeab5	56	retell	4	Therefore expanding overseas could increase market share and reduce costs at the same time.			todo
M832196e2f522	56	retell	5	Any move overseas was going to require careful planning.			todo
Mb179ddc8f132	56	retell	6	Since conditions in each foreign country were different, I knew that I would need to find people with local expertise to help me.			todo
M86498c022ad1	56	retell	7	I had visited most of the important overseas markets.			todo
Me812ca308a44	56	retell	8	I didn't want to make a wrong move and therefore decided to ask my existing overseas customers for advice.			todo
M0a6e077f7e55	56	retell	9	It was going to take a while for me to do the necessary research to make sure that the new expansion plan was completed successfully.			todo
Mb0bf340bab68	56	questions	1	One: Margaret is marketing manager for a manufacturing company.			todo
M647b15d75599	56	questions	2	What is Margaret's job?			todo
Made13d7ce712	56	questions	3	Margaret's job is marketing manager for a manufacturing company.			todo
M30775ec74933	56	questions	4	Two: She is convinced that now is the best time for her company to expand overseas.			todo
M6d0b19a0ec2e	56	questions	5	What is Margaret convinced of?			todo
Me0544a983555	56	questions	6	She is convinced that now is the best time for her company to expand overseas.			todo
Me33c2b04294d	56	questions	7	Three: There are excellent parts suppliers in certain foreign countries.			todo
M0625d05ef716	56	questions	8	Where are there excellent parts suppliers?			todo
Mbf6480a3a1d4	56	questions	9	There are excellent parts suppliers in certain foreign countries.			todo
Ma886bfc3bf3d	56	questions	10	Four: Expanding overseas could increase market share and reduce costs at the same time.			todo
M49a9db68fa72	56	questions	11	What would expanding overseas do?			todo
M1aa09b7acf4c	56	questions	12	Expanding overseas could increase market share and reduce costs at the same time.			todo
M18aba683df95	56	questions	13	Five: I knew that I would need to find people with local expertise to help me.			todo
Mdc5baaddfbbc	56	questions	14	Who did I know I would need to find to help me?			todo
Me34f842265cb	56	questions	15	You knew that you would need to find people with local expertise.			todo
Mb439c2a389b0	56	questions	16	Six: I had visited most of the important overseas markets.			todo
M1d7e5b88e54a	56	questions	17	Had I visited all of the important overseas markets?			todo
Mce39449cc2bd	56	questions	18	No, you had visited most of the overseas markets.			todo
M1c2b1396a7e5	56	questions	19	Seven: I decided to ask my existing overseas customers for advice.			todo
Ma61204769886	56	questions	20	What did I ask my existing overseas customers for?			todo
M5bee3875a2ae	56	questions	21	You asked them for advice.			todo
M27dbae3a0550	56	questions	22	Eight: It was going to take a while for me to do the necessary research.			todo
M2f5753c58af1	56	questions	23	Was it going to take me a short time to do the necessary research?			todo
Maa19d3bc7087	56	questions	24	No, it was going to take you a while to do the research.			todo
