guid	num	part	seq	en	te	notes	status
Me923f7bb0089	18	meta	1	Story Eighteen - Ashley is getting dressed in the morning			todo
Me35d761ad098	18	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
M4ffcf78c2007	18	story	1	Ashley is getting dressed in the morning.			todo
Me83be7f0012d	18	story	2	She doesn't know what to wear.			todo
Maf5019058e7f	18	story	3	She looks in her closet.			todo
M013cc2d76821	18	story	4	She sees a brown skirt.			todo
M528c2fa27d07	18	story	5	But it's very cold today!			todo
Mbc87702e4f92	18	story	6	She sees a pair of black pants.			todo
Mda06f551b0d1	18	story	7	But they are very old.			todo
M9ebef904903d	18	story	8	And she has a meeting at work today.			todo
M9fff791478ee	18	story	9	Ashley puts on the brown skirt.			todo
Mcb58340a1872	18	story	10	She looks good, but her legs are cold.			todo
Mdad4732f0c7a	18	retell	1	I am getting dressed in the morning.			todo
M4619afdb6edc	18	retell	2	I don't know what to wear.			todo
M214a2f22ae96	18	retell	3	I look in my closet.			todo
Mf177e69758db	18	retell	4	I see a brown skirt.			todo
M99263159e9cd	18	retell	5	But it's very cold today!			todo
M21a57fb806e7	18	retell	6	I see a pair of black pants.			todo
M5ab89ad85cba	18	retell	7	But they are very old.			todo
Mcfc060f31ac6	18	retell	8	And I have a meeting at work today.			todo
M9c4f7c0b8130	18	retell	9	I put on the brown skirt.			todo
Mfe2aceac36c4	18	retell	10	I look good, but my legs are cold.			todo
M9d03c736ed1c	18	questions	1	One: Ashley is getting dressed in the morning.			todo
M27ad9ac74583	18	questions	2	Is Ashley getting dressed at night?			todo
M8de7a0f83125	18	questions	3	No, she is not getting dressed at night.			todo
M585144ae7b65	18	questions	4	She is getting dressed in the morning.			todo
Me7cac43de51c	18	questions	5	Two: Ashley does not know what to wear.			todo
M9349e0205144	18	questions	6	Does Ashley know what to wear?			todo
Md06faf498755	18	questions	7	No, she does not know what to wear.			todo
M5210ebe9b6a4	18	questions	8	Three: Ashley looks in her closet for something to wear.			todo
M76d2be791efb	18	questions	9	Does Ashley look in her closet?			todo
M18bc3ab33966	18	questions	10	Yes, Ashley looks in her closet for something to wear.			todo
M8856011e4131	18	questions	11	Four: There is a brown skirt in the closet.			todo
M01d10e1ee7df	18	questions	12	Is there a brown skirt in the closet?			todo
M7178bb8f78d3	18	questions	13	Yes, there is a brown skirt in the closet.			todo
M32a378f9711e	18	questions	14	Five: It is very cold today.			todo
M4ec555c99830	18	questions	15	Is it warm today?			todo
M35130df11a62	18	questions	16	No, it is not warm today.			todo
Mc79963b5346e	18	questions	17	It is very cold.			todo
M7e814ff2f291	18	questions	18	Six: Ashley sees a pair of black pants.			todo
M7b3abf601090	18	questions	19	Does Ashley see some pants?			todo
Mc97c97a1a253	18	questions	20	Yes, Ashley sees a pair of black pants.			todo
M7bdea937c035	18	questions	21	Seven: The pants are old.			todo
M90435419a4cd	18	questions	22	Are the pants new?			todo
M73a02781d36c	18	questions	23	No, the pants are not new.			todo
M9bfe3e6fcbc8	18	questions	24	They are old.			todo
Mc097c7f9d52e	18	questions	25	Eight: Ashley has a meeting at work today.			todo
Md272481845c9	18	questions	26	Does Ashley have a meeting today?			todo
M6e75ca22e6ee	18	questions	27	Yes, Ashley has a meeting at work today.			todo
Mbaa80f258fcf	18	questions	28	Nine: Ashley wears a brown skirt.			todo
M83772a524142	18	questions	29	Does Ashley wear the pants?			todo
M469da2aaad61	18	questions	30	No, Ashley does not wear the pants.			todo
M0b4e6234ce51	18	questions	31	She wears the brown skirt.			todo
M28b832287c0a	18	questions	32	Ten: Ashley's legs are cold.			todo
M4444db6f991a	18	questions	33	Is Ashley warm in her skirt?			todo
M30aa88399dba	18	questions	34	No, she's not warm.			todo
M05f5eb670851	18	questions	35	Her legs are cold.			todo
