guid	num	part	seq	en	te	notes	status
Mf9b1291bbf0f	19	meta	1	Story Nineteen - Kyle is taking a break at school			todo
Me35d761ad098	19	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
M1e3b7d52e61d	19	story	1	Kyle is taking a break at school.			todo
Mfb058a1b561b	19	story	2	It's twelve o'clock and it's time for lunch.			todo
M0aef8be2cc14	19	story	3	Kyle doesn't have a lunch from home.			todo
M0a431a43f8a3	19	story	4	He has to buy his lunch at school.			todo
M6cdc027dbe43	19	story	5	He goes to the cafeteria.			todo
Mc0c2277d37c1	19	story	6	He sees French fries and a salad.			todo
M354484fcc6a4	19	story	7	His Mom wants him to eat the salad.			todo
M07dc15ae5943	19	story	8	But Kyle wants to eat the French fries.			todo
M3cf22e407358	19	story	9	He thinks for a minute.			todo
M620733c64e77	19	story	10	Then, he buys and eats the French fries.			todo
Mb7827527bade	19	retell	1	I am taking a break at school.			todo
M8672d5d275b1	19	retell	2	It's twelve o'clock and it's time for lunch.			todo
Mb40bd647182c	19	retell	3	I don't have a lunch from home.			todo
M7d15eb88ff58	19	retell	4	I have to buy a lunch at school.			todo
Mdb1549683c00	19	retell	5	I go to the cafeteria.			todo
Me029a8dfdd5d	19	retell	6	I see French fries and a salad.			todo
M5a014d0afaf3	19	retell	7	My Mom wants me to eat the salad.			todo
Md8a1db5304d1	19	retell	8	But I want to eat the French fries.			todo
Med7ecf5b6801	19	retell	9	I think for a minute.			todo
Mb829f372b81c	19	retell	10	Then, I buy and eat the French fries.			todo
Md378fb41a279	19	questions	1	One: Kyle is taking a break at school.			todo
M6e09de1d263c	19	questions	2	Is Kyle working at school?			todo
Me987cd71ce53	19	questions	3	No, he is not working.			todo
M952d19348758	19	questions	4	He is taking a break at school.			todo
M4392c41ec763	19	questions	5	Two: It's twelve o'clock and it's time for lunch.			todo
Mc86eadffa972	19	questions	6	Is it lunchtime?			todo
Md67f5f32c64a	19	questions	7	Yes, it's lunchtime.			todo
M2378b477163f	19	questions	8	It's twelve o'clock.			todo
Mda257857fffe	19	questions	9	Three: Kyle does not have a lunch.			todo
M5858f01e270e	19	questions	10	Does Kyle have a lunch?			todo
Mf557f9b66877	19	questions	11	No, Kyle does not have a lunch.			todo
M20d26c0504aa	19	questions	12	Four: Kyle goes to the cafeteria.			todo
M6261ed8524be	19	questions	13	Does Kyle go to a restaurant?			todo
M4cabaa2ef8c2	19	questions	14	No, Kyle goes to the cafeteria.			todo
Ma02c5711c720	19	questions	15	Five: Kyle sees a salad, and French fries, in the cafeteria.			todo
M451813a33dff	19	questions	16	Does Kyle see a salad?			todo
M1ad09da9dbef	19	questions	17	Yes, Kyle sees a salad, and French fries, in the cafeteria.			todo
M857391b667a9	19	questions	18	Six: His Mom wants him to eat the salad, not the French fries.			todo
Mb34ab6a1c93b	19	questions	19	Does Kyle's Mom want him to eat the salad?			todo
Mfa5133e6ecd5	19	questions	20	Yes, his Mom wants him to eat the salad, not the French fries.			todo
M6aa25a561750	19	questions	21	Seven: Kyle buys and eats the French fries.			todo
M2889dd1bcc15	19	questions	22	Does Kyle buy the salad?			todo
Me568abca1fdd	19	questions	23	No, Kyle does not buy the salad.			todo
Md37b29e6d339	19	questions	24	He buys and eats the French fries.			todo
