guid	num	part	seq	en	te	notes	status
M72beae6dc593	11	meta	1	Story Eleven - Brad Searches for a New Apartment			todo
Me35d761ad098	11	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
Mffd8ce0a16a8	11	story	1	Brad's apartment is too small.			todo
Mfedd5b762b98	11	story	2	He wants to move to a new apartment.			todo
Mdbe9f745b636	11	story	3	He looks at pictures of apartments on the internet.			todo
Mbef5d49b582b	11	story	4	One apartment is very cheap.			todo
Mab7d60d0d1f2	11	story	5	But it is old and empty.			todo
M104d0c839836	11	story	6	Another apartment has furniture.			todo
Me0d328886daa	11	story	7	It has a bed, a TV, and a stove.			todo
M3c8d081c596f	11	story	8	That apartment is expensive, though.			todo
M40004575ee0a	11	story	9	Brad decides to save more money.			todo
Md6d5fd143197	11	story	10	Then, he can move next year.			todo
M1e183c7ec255	11	retell	1	My apartment is too small.			todo
Mf39a55396d9d	11	retell	2	I want to move to a new apartment.			todo
M6d2c92e84228	11	retell	3	I look at pictures of apartments on the internet.			todo
M20f9ffb7d702	11	retell	4	One apartment is very cheap.			todo
M90c7762e56c5	11	retell	5	But it is old and empty.			todo
M1dfe357f74c0	11	retell	6	Another apartment has furniture.			todo
M06909c1e8e36	11	retell	7	It has a bed, a TV, and a stove.			todo
Mb363bbe16348	11	retell	8	That apartment is expensive, though.			todo
Mcf249fe76b12	11	retell	9	I decide to save more money.			todo
M2700db890557	11	retell	10	Then, I can move next year.			todo
M98f4d57a6564	11	questions	1	One: Brad's apartment is too small.			todo
M9a1aa392a2a3	11	questions	2	Is Brad's apartment big?			todo
M9e3e0e0f9ee9	11	questions	3	No, his apartment is not big.			todo
M40c2569fa078	11	questions	4	It is too small.			todo
Mce3ff6cb966a	11	questions	5	Two: Brad wants to move to a new apartment.			todo
M6f3b16a14c05	11	questions	6	Does Brad want to move?			todo
M10055facef19	11	questions	7	Yes, Brad wants to move to a new apartment.			todo
M94284bd4dfe0	11	questions	8	Three: Brad looks at pictures of apartments on the internet.			todo
Mcc03f47c849f	11	questions	9	Does Brad look at pictures on the internet?			todo
Mcbbb1b433212	11	questions	10	Yes, Brad looks at pictures of apartments on the internet.			todo
M93ce4c1f6744	11	questions	11	Four: The first apartment is cheap.			todo
M77a68d85c5e6	11	questions	12	Is the first apartment expensive?			todo
M7b0a341a1e8e	11	questions	13	No, the first apartment is not expensive.			todo
Mfebf22061f99	11	questions	14	It is cheap.			todo
M30c20605d6bd	11	questions	15	Five: The first apartment is old and empty.			todo
Maad3e55d38f5	11	questions	16	Is the first apartment old?			todo
M93b0b5e6570e	11	questions	17	Yes, the first apartment is old and empty.			todo
M94dc6b362612	11	questions	18	Six: The other apartment has a bed, a TV, and a stove.			todo
Mb39a8aa72eb9	11	questions	19	Does the other apartment have furniture?			todo
Mca97de11770f	11	questions	20	Yes, the other apartment has a bed, a TV, and a stove.			todo
M768f72eb021f	11	questions	21	Seven: The other apartment is expensive.			todo
M9b517e7d1b32	11	questions	22	Is the other apartment cheap?			todo
M1102492eae27	11	questions	23	No, the other apartment is not cheap, it is expensive.			todo
Mbd59d9cd41c1	11	questions	24	Eight: Brad decides to save more money.			todo
M28e3a43a835a	11	questions	25	Does Brad want to save more money?			todo
Ma6d96fe08163	11	questions	26	Yes, Brad decides to save more money.			todo
M71d4bcdfa2d1	11	questions	27	Nine: Brad can move next year.			todo
Mf4286f1f3872	11	questions	28	Can Brad move this year?			todo
M16cb2da33f57	11	questions	29	No, Brad can't move this year.			todo
Mf9ecb98305e5	11	questions	30	He can move next year.			todo
