guid	num	part	seq	en	te	notes	status
M46975d54b5ce	39	meta	1	Story Thirty-nine - Adrian's Favourite Singer			todo
Me35d761ad098	39	meta	2	Here is the same story told in a different way.	ఇదే కథను ఇప్పుడు వేరే విధంగా చెప్తున్నాను.		draft
Mf2bb797bdd5a	39	story	1	Adrian's favourite singer had a concert last month.			todo
Mb0aebaf166ad	39	story	2	Adrian had wanted to go to the concert.			todo
M486f95610874	39	story	3	He would have had to buy tickets so he could go.			todo
Md135ff401054	39	story	4	He'd started looking for tickets online.			todo
Mc3b8b3e7a261	39	story	5	But there had only been a few tickets left.			todo
Mc012f4b9677a	39	story	6	Many tickets had already been sold.			todo
M42208faac688	39	story	7	Adrian had almost chosen the best seat ticket left.			todo
Mc167a5880c2e	39	story	8	But the seat was a little too far from the stage.			todo
M9d729de4575a	39	story	9	Adrian decided it was good enough.			todo
Madecbe2d54b3	39	retell	1	My favourite singer will be having a concert next month.			todo
M42049af966ca	39	retell	2	My friend wants to go to the concert.			todo
M4c7892ff1b6b	39	retell	3	I'll be buying tickets tomorrow so I can go to the concert too.			todo
M93bba05c11d6	39	retell	4	I'll search for tickets online.			todo
M72322ea1b81a	39	retell	5	But I'm sure there will only be a few tickets left.			todo
M739efc97f86d	39	retell	6	Many tickets will already be sold.			todo
M9e7505884f94	39	retell	7	Tomorrow, I'll choose the best seat ticket that's left.			todo
Ma544efe85175	39	retell	8	The seat will probably be a little too far from the stage.			todo
M9dd2773f21b3	39	retell	9	But I think it'll be good enough.			todo
M6eefa4ce3070	39	retell	10	I'll just be happy to get a ticket.			todo
Mfd189f97947c	39	questions	1	One: Adrian's favourite singer had a concert.			todo
M84c49407e946	39	questions	2	Who had a concert?			todo
M74a00de5a40e	39	questions	3	Adrian's favourite singer had a concert.			todo
M2fef4b6d526b	39	questions	4	Two: Adrian had wanted to go to the concert.			todo
M7f3deeec27db	39	questions	5	Where had Adrian wanted to go?			todo
M3d103af6b43a	39	questions	6	Adrian had wanted to go to the concert.			todo
M11cac3b23e8f	39	questions	7	Three: Adrian would have had to buy tickets so he could go.			todo
Mf4ecd6ccb235	39	questions	8	What would Adrian have had to do?			todo
M5840378bc51c	39	questions	9	He would have had to buy tickets so he could go.			todo
M86142ed4f1bb	39	questions	10	Four: He started looking for tickets online.			todo
M294d5b543b2d	39	questions	11	Where did he start looking for tickets?			todo
M3d8b82d8e932	39	questions	12	He started looking for tickets online.			todo
M3e171edcbd2f	39	questions	13	Five: There will only be a few tickets left because many tickets will have been sold already.			todo
M141c2d1b040a	39	questions	14	How many tickets will be left?			todo
M6549e820d160	39	questions	15	There will only be a few tickets left.			todo
Mc9f2b9892479	39	questions	16	Many tickets will have been sold already.			todo
Ma2618d052a4b	39	questions	17	Six: Adrian will choose the best seat ticket that's left.			todo
M1f5b13b0e868	39	questions	18	Which seat ticket will Adrian choose?			todo
Med441080c697	39	questions	19	He will choose the best seat ticket that's left.			todo
Mf0305132d537	39	questions	20	Seven: The seat will probably be a little too far from the stage.			todo
M29c4c74b6d46	39	questions	21	Where will the seat be?			todo
M0f9b3bc36e72	39	questions	22	The seat will probably be a little too far from the stage.			todo
Mdff7afa6bcfe	39	questions	23	Eight: Adrian thinks the ticket will be good enough.			todo
Mb1ff0f550f13	39	questions	24	How does Adrian feel about the ticket?			todo
M54ff136c5282	39	questions	25	He thinks the ticket will be good enough.			todo
