guid	num	part	seq	en	te	notes	status
Mddef78e6fc1a	36	meta	1	Story Thirty-six - Phil's Big Family			todo
Me35d761ad098	36	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
M2655e9ec05d8	36	story	1	Our neighbour Phil had a big family when he was young.			todo
M5d9d0bf7a900	36	story	2	He had a wife and three children.			todo
Me8863cb28b43	36	story	3	He had two sons and a daughter.			todo
M3641e705e9e3	36	story	4	He also had a brother and a sister.			todo
M3e5cc0902c20	36	story	5	But Phil hadn't talked to his brother in a long time.			todo
M322031bc5c40	36	story	6	They lived too far away from each other after Phil moved.			todo
M6deccc2e859e	36	story	7	Phil's brother was a doctor.			todo
M60ca23abbd19	36	story	8	And Phil's sister was a dentist.			todo
M934a3a0eee1d	36	story	9	Phil was an actor in movies and on TV.			todo
Ma03d2e501314	36	story	10	He was very different from his brother and sister.			todo
M9c5dd2c9491d	36	retell	1	I have a big family.			todo
M2b020490b512	36	retell	2	I have a wife, and three children.			todo
M19fd2d3c6ee1	36	retell	3	I have two sons and a daughter.			todo
Mb368c778083c	36	retell	4	I also have a brother and a sister.			todo
M81ca81ef67af	36	retell	5	But I won't be talking to my brother for a long time.			todo
Me12b07453c95	36	retell	6	We'll be living very far away from each other after I move.			todo
M728aa33816fe	36	retell	7	My brother will start training to be a doctor soon.			todo
M20506c89c659	36	retell	8	And my sister will start studying to be a dentist.			todo
M1df60f891c7e	36	retell	9	I am an actor in movies and on TV.			todo
M23a3952098c1	36	retell	10	I am very different from my brother and sister.			todo
M6f711d7df164	36	questions	1	One: Phil had a big family when he was young.			todo
Me335d1a2c14d	36	questions	2	Did Phil have a big family?			todo
M3850b6cc0ae9	36	questions	3	Yes, Phil had a big family when he was young.			todo
M76d35a5b2ca0	36	questions	4	Two: Phil had three children.			todo
M97baa8dc4129	36	questions	5	Did Phil have two children?			todo
Mbfd29cf1ca2b	36	questions	6	No, Phil didn't have two children.			todo
M9845a3d35f00	36	questions	7	He had three children.			todo
M9475070ccb96	36	questions	8	Three: Phil also had a brother and sister.			todo
M83de2fe638df	36	questions	9	Did Phil have a sister?			todo
M57cc72d0a7b2	36	questions	10	Yes, Phil had a brother and a sister.			todo
M5a2ade7338c5	36	questions	11	Four: Phil hadn't talked to his brother in a long time.			todo
M276debe2067e	36	questions	12	Had Phil talked to his brother recently?			todo
M83005ac59a6e	36	questions	13	No, Phil hadn't talked to his brother in a long time.			todo
M01ab08aca979	36	questions	14	Five: Phil and his brother will be living very far away from each other.			todo
M3c02964d08ec	36	questions	15	Where will Phil and his brother be living?			todo
M40325c4228cc	36	questions	16	They will be living very far away from each other.			todo
Mb5f58d0b3a00	36	questions	17	Six: Phil's brother will start training to be a doctor.			todo
Md13cacde90c2	36	questions	18	What will Phil's brother start doing?			todo
Mfa3b9333f495	36	questions	19	Phil's brother will start training to be a doctor.			todo
Mf2286e294610	36	questions	20	Seven: Phil's sister will start studying to be a dentist.			todo
Mf5438dd95dec	36	questions	21	What will Phil's sister start studying to be?			todo
M8bd7f7a51e32	36	questions	22	Phil's sister will start studying to be a dentist.			todo
Maca9152db3d0	36	questions	23	Eight: Phil is an actor in movies and on TV.			todo
Mb0e6cc20afd4	36	questions	24	What does Phil do?			todo
M45178f424347	36	questions	25	Phil is an actor in movies and on TV.			todo
M5c986e644ca9	36	questions	26	Nine: Phil is very different from his brother and sister.			todo
M136cad4ae623	36	questions	27	Is Phil the same as his brother and sister?			todo
M814405fe4313	36	questions	28	No, Phil is not the same.			todo
M150b5c2d6f82	36	questions	29	He is very different from his brother and sister.			todo
