guid	num	part	seq	en	te	notes	status
M8f501c99e5d8	52	meta	1	Story Fifty-two - My Granddaughter Had a Baby			todo
Me35d761ad098	52	meta	2	Here is the same story told in a different way.	ఇదే కథ మరో విధంగా చెప్పబడింది.		native
M8294d8ee790c	52	story	1	My granddaughter just had a baby!			todo
Me466b79c0d63	52	story	2	She brought her baby son to our house today so we could meet him for the first time.			todo
M90b66489f972	52	story	3	I had forgotten how tiny babies could be.			todo
M018a27349f03	52	story	4	He had tiny fingers and toes, and he didn't cry very much while he was visiting.			todo
Me3f9b4f543d0	52	story	5	We took turns holding and carrying him and I even helped change his diaper once.			todo
M3f1c4c77cbad	52	story	6	At that moment, I felt happy to be an older woman with adult children.			todo
Mf4f5e4bac993	52	story	7	I don't miss changing my daughter's diaper at all.			todo
M52f115c2c261	52	retell	1	My grandson's wife just had a baby!			todo
M83bb8bd00ce1	52	retell	2	They brought their baby son to our house today so we could meet him for the first time.			todo
Mbf2671e74179	52	retell	3	We had forgotten how tiny babies could be.			todo
Ma4267e5ae3b9	52	retell	4	He had tiny fingers and toes, and he didn't cry very much while he was visiting.			todo
M7b4efb563aa8	52	retell	5	We took turns holding and carrying him and we even helped change his diaper once.			todo
M65492190fddd	52	retell	6	At that moment, we felt happy to be older parents with adult children.			todo
Mfe9a07b2950d	52	retell	7	We don't miss changing my daughter's diaper at all.			todo
M2bbbc88f0a64	52	questions	1	One: Her granddaughter just had a baby!			todo
Mfc3cb4ef4e5f	52	questions	2	Who just had a baby?			todo
M506fd9743d65	52	questions	3	Her granddaughter just had a baby!			todo
M6456057066d9	52	questions	4	Two: She brought her baby son to their house today.			todo
M2187ea9ac414	52	questions	5	Where did she bring her baby son?			todo
M9c27d45cc630	52	questions	6	She brought her baby son to their house.			todo
M90a99d451b42	52	questions	7	Three: She brought her baby son to their house today so they could meet him for the first time.			todo
Me52e06691680	52	questions	8	Why did she bring her baby son?			todo
Ma3eacadef237	52	questions	9	So they could meet him for the first time.			todo
Mac35e02a98b7	52	questions	10	Four: She had forgotten how tiny babies could be.			todo
Md8300b59f506	52	questions	11	What had she forgotten?			todo
Md44dca22479d	52	questions	12	She had forgotten how tiny babies could be.			todo
Mfa09977e5e13	52	questions	13	Five: He didn't cry very much while he was visiting.			todo
M0f114d17a79f	52	questions	14	Did he cry much while visiting?			todo
M0cbbea9b2b00	52	questions	15	No, he didn't cry very much while he was visiting.			todo
Ma8c4d63e3ae8	52	questions	16	Six: They took turns holding and carrying him.			todo
Mc1c76313013f	52	questions	17	Did just one person carry him?			todo
M189069680598	52	questions	18	No, they took turns holding and carrying him.			todo
Mc4872dee083e	52	questions	19	Seven: They even helped change his diaper once.			todo
M372ef9826c4c	52	questions	20	What else did they help with?			todo
M933a48e7b7ee	52	questions	21	They even helped change his diaper once.			todo
Mdc4b5f0b97bd	52	questions	22	Eight: They don't miss changing their daughter's diaper at all.			todo
M940ee37af541	52	questions	23	What don't they miss at all?			todo
Mee3378683bd9	52	questions	24	They don't miss changing their daughter's diaper at all.			todo
