page	y	legacy	rom	te
0	440.3	Ë™èþ : MæüÐèþ$Ìê!  Cç³šyæþ$ ÑÐèþ$Ë °{§æþ-		లత. కమలా! ఇప్పుడు విమల నిద్ర-
0	456.0	´ù™èþ* E…r$…§é?		పోతూ ఉంటుందా?
0	487.4	MæüÐèþ$Ë : °{§æþ´ù™èþ* E…yæþ§æþ$.  Æóÿç³sìý°…_		కమల. : నిద్రపోతూ ఉండదు. రేపటినించి
0	503.1	ÐéâæýåMæü$ ç³È„æüË$, ^èþ§æþ$Ðèþ#™èþ*		వాళ్ళకు పరీక్షలు, చదువుతూ
0	518.5	E…r$…¨.		ఉంటుంది.
0	549.9	Ë™èþ : ¯óþ¯èþ$ ÑÐèþ$Ë™ø Ðèþ*sêÏyéÍ. Ðéâæýå		అత. :నేను విమలతో మాట్లాడాలి. వాళ్ళ
0	565.6	^ðþÌñýÏË$ Væü$…r*Ææÿ$ °…_ CÐéÓâæý		చెల్లెలు గుంటూరు నించి ఇవ్వాళ
0	581.3	ÐèþÝë¢¯èþ¯èþ²¨.  Ðèþ_a E…r$…§é?		వస్తానన్నది. వచ్చి ఉంటుందా?
0	612.4	MæüÐèþ$Ë : Ðèþ_a E…yæþ§æþ$.  CÐéÓâæý Væü$…r*-		కమల. : వచ్చి ఉండదు. ఇవ్వాళ గుంటూ-
0	628.1	Ææÿ$ÌZ ´ërMæü^óþÇ E¯èþ²¨.  Ðéâæýå		రులో పాటకచేరి ఉన్నది. _ వాళ్ళ
0	643.8	^ðþÌñýÏÍMìü çÜ…X™èþ… A…sôý Æÿ$$çÙt….		చెల్లెలికి సంగీతం అంటే యిష్టం.
1	160.6	Ë™èþ : ÔéïÜˆÄæý$ çÜ…X™èþ… Æÿ$$çÙtÐèþ*?  ËÍ™èþ		అత... : శాస్త్రీయ సంగీతం యిష్టమా? లలిత
1	177.1	çÜ…X™èþ… Æÿ$$çÙtÐèþ*?		సంగీతం యిష్టమా?
1	210.3	MæüÐèþ$Ë : Æðÿ…yæþ* Æÿ$$çÙtÐóþ$!  ÔéïÜˆÄæý$ çÜ…X™èþ…		కమల. : రెండూ యిష్టమే! శాస్త్రీయ సంగీతం
1	226.9	»êV> Æÿ$$çÙt….		బాగా యిష్టం.
1	260.0	Ë™èþ : BÐðþ$ »êV> ´ëyæþ$™èþ$…§é?		లత... : ఆమె బాగా పాడుతుందా?
1	293.2	MæüÐèþ$Ë : Ò×ý »êV> ÐéÆÿ$$çÜ$¢…¨.  ÑÐèþ$Ë Væü*yé		కమల. : వీణ బాగా వాయిస్తుంది. విమల గూడా
1	309.7	Ò×ý ÐéÆÿ$$çÜ$¢…¨.  Ðéâæýå ¯é¯èþ²V>Ææÿ$		వీణ వాయిస్తుంది... వాళ్ళ నాన్నగారు
1	326.3	Æðÿ…yæþ$ ÆøkË {Mìü™èþÐóþ$ Ðéãå§æþªÇMîü ^ðþÇ		రెండు రోజుల క్రితమే వాళ్ళిద్దరికీ చెరి
1	342.9	JMæü Ò×ý Mö° Æÿ$$^éaÆæÿ$.		ఒక వీణ కొని యిచ్చారు.
1	376.0	Ë™èþ : AÌêV>!  Ðèþ$Ç ¯óþ¯èþ$ Ððþãå ÐèþÝë¢¯èþ$.		లత : అలాగా! మరి నేను వెళ్ళి వస్తాను.
