page	y	legacy	rom	te
0	378.2	A¨ HÑ$sìý? BÄæý$¯èþ GÐèþÆæÿ$?		అది ఏమిటి? ఆయన ఎవరు?
0	471.0	ÆæÿÑ : A¨ HÑ$sìý?	ravi : adi ēmiṭi?	రవి: అది ఏమిటి?
0	531.9	WÇ : A¨ Mæü$Èa.	giri : adi kurcī.	గిరి: అది కుర్చీ.
0	593.8	ÆæÿÑ : C¨ HÑ$sìý?	ravi : idi ēmiṭi?	రవి: ఇది ఏమిటి?
1	180.0	WÇ : C¨ ºËÏ.	giri : idi balla.	గిరి: ఇది బల్ల.
1	241.9	ÆæÿÑ : C¨ Vøyæþ.  A¨ ÐéMìüÍ.	ravi : idi gōḍa.  adi vākili.	రవి: ఇది గోడ. అది వాకిలి.
1	303.8	C¨ M>Æÿ$$™èþ….  A¨ MæüË….	idi kāyitaṁ.  adi kalaṁ.	ఇది కాయితం. అది కలం.
1	365.7	C¨ ç³#çÜ¢Mæü….		ఇది పుస్తకం.
1	381.1	A¨ VæüyìþÄæý*Ææÿ….	idi pustakaṁ.	అది గడియారం.
1	458.4	C¨ Mæü$MæüP.  A¨ í³ÍÏ.	idi kukka.  adi pilli.	ఇది కుక్క అది పిల్లి.
1	520.3	WÇ : H¨ ™èþË$ç³#?  H¨ MìüsìýMîü?	giri : ēdi talupu?  ēdi kiṭikī?	గిరి : ఏది తలుపు? ఏది కిటికీ?
1	582.2	ÆæÿÑ : C¨ ™èþË$ç³#.  A¨ MìüsìýMîü.	ravi : idi talupu.  adi kiṭikī.	రవి: ఇది తలుపు. అది కిటికీ.
2	179.6	ÆæÿÑ : BÄæý$¯èþ GÐèþÆæÿ$?	ravi : āyana evaru?	రవి: ఆయన ఎవరు?
2	240.0	Ë™èþ : BÄæý$¯èþ Ðèþ*çÙtÆæÿ$V>Ææÿ$.	lata : āyana māṣṭarugāru.	లత : ఆయన మాష్టరుగారు.
2	300.3	ÆæÿÑ : BÐðþ$ GÐèþÆæÿ$?	ravi : āme evaru?	రవి: ఆమె ఎవరు?
2	360.6	Ë™èþ : BÐðþ$ sîý^èþÆæÿ$V>Ææÿ$.	lata : āme ṭīcarugāru.	లత : ఆమె టీచరుగారు.
2	420.9	ÆæÿÑ : DÄæý$¯èþ GÐèþÆæÿ$?  DÐðþ$ GÐèþÆæÿ$?	ravi : īyana evaru?  īme evaru?	రవి: ఈయన ఎవరు? ఈమె ఎవరు?
2	481.3	Ë™èþ : DÄæý$¯èþ {í³°Þ´ëÌŒýV>Ææÿ$.		లత : ఈయన ప్రిన్సిపాల్‌గారు.
2	496.4	DÐðþ$ yéMæütÆæÿ$V>Ææÿ$.		ఈమె డాక్టరుగారు.
2	586.9	ÆæÿÑ : BÄæý$¯èþ Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ$.  BÐðþ$ ÎËV>Ææÿ$.	ravi : āyana rāmārāvu gāru.  āme līlagāru.	రవి: ఆయన రామారావుగారు. ఆమె లీలగారు.
3	180.0	Ë™èþ : Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ$ GÐèþÆæÿ$?		అత : రామారావుగారు ఎవరు?
3	195.2	ÎËV>Ææÿ$ GÐèþÆæÿ$?		'లీలగారు ఎవరు?
3	287.5	ÆæÿÑ : Æ>Ðèþ*Æ>Ðèþ# yéMæütÆæÿ$.  ÎË sîý^èþÆæÿ$.	ravi : rāmārāvu ḍākṭaru.  līla ṭīcaru.	రవి: రామారావు డాక్టరు. లీల టీచరు.
3	349.2	Ë™èþ : DÐðþ$ MæüÐèþ$Ë.  DÄæý$¯èþ çÜ$»ê¾Æ>Ðèþ#.	lata : īme kamala.  īyana subbārāvu.	లత : ఈమె కమల. ఈయన సుబ్బారావు.
3	410.7	ÆæÿÑ : MæüÐèþ$Ë Ñ§éÅÇ¦°.		రవి: కమల విద్యార్థిని.
3	426.1	çÜ$»ê¾Æ>Ðèþ# Ñ§éÅÇ¦.		సుబ్బారావు విద్యార్థి.
3	518.5	Ë™èþ : GÐèþÆæÿ$ Ððþ*çßý¯Œþ?  GÐèþÆæÿ$ ÑfÄæý$?	lata : evaru mōhan?  evaru vijaya?	లత : ఎవరు మోహన్‌? ఎవరు విజయ?
3	580.0	ÆæÿÑ : BÄæý$¯èþ Ððþ*çßý¯Œþ.  DÐðþ$ ÑfÄæý$.	ravi : āyana mōhan.  īme vijaya.	రవి: ఆయన మోహన్‌ ఈమె విజయ.
4	220.3	A¨ HÑ$sìý? (ºËÏ)		అది బల్ల.
4	220.3	A¨ ºËÏ.		అది బల్ల.
4	281.2	1. A¨ HÑ$sìý? (Mæü$Èa)		3. అది ఏమిటి? (గడియారం)
4	281.2	3. A¨ HÑ$sìý? (VæüyìþÄæý*Ææÿ…)		3. అది ఏమిటి? (గడియారం)
4	342.1	2. A¨ HÑ$sìý? (MæüË…)		4. అది ఏమిటి? (గోడ)
4	342.1	4. A¨ HÑ$sìý? (Vøyæþ)		4. అది ఏమిటి? (గోడ)
4	403.0	BÄæý$¯èþ GÐèþÆæÿ$? (Ðèþ*çÙtÆæÿ$V>Ææÿ$) BÄæý$¯èþ Ðèþ*çÙtÆæÿ$V>Ææÿ$.	āyana evaru? (māṣṭarugāru) āyana māṣṭarugāru.	ఆయన ఎవరు? (మాష్టరుగారు) ఆయన మాష్టరుగారు.
4	464.1	1. BÄæý$¯èþ GÐèþÆæÿ$? (yéMæütÆæÿ$)		2. ఈయన ఎవరు? (రామయ్యగారు).
4	464.1	2. DÄæý$¯èþ GÐèþÆæÿ$? (Æ>Ðèþ$Äæý$ÅV>Ææÿ$)		2. ఈయన ఎవరు? (రామయ్యగారు).
4	525.2	3. BÐðþ$ GÐèþÆæÿ$? ({í³°Þ´ëÌŒý)		4. ఈమె ఎవరు? (సీత)
4	525.2	4. DÐðþ$ GÐèþÆæÿ$? (ïÜ™èþ)		4. ఈమె ఎవరు? (సీత)
4	586.3	WÇ GÐèþÆæÿ$? (Ðèþ*çÙtÆæÿ$)		గిరి మాష్టరు.
4	586.3	WÇ Ðèþ*çÙtÆæÿ$.		గిరి మాష్టరు.
5	180.0	1. Æ>Ðèþ*Æ>Ðèþ# GÐèþÆæÿ$? (Ñ§éÅÇ¦)		3. లత ఎవరు? (డాక్టరు)
5	180.0	3. Ë™èþ GÐèþÆæÿ$? (yéMæütÆæÿ$)		3. లత ఎవరు? (డాక్టరు)
5	241.9	2. WÇf GÐèþÆæÿ$? (sîý^èþÆæÿ$)		4. కమల ఎవరు? (విద్యార్థిని)
5	241.9	4. MæüÐèþ$Ë GÐèþÆæÿ$? (Ñ§éÅÇ¦°)		4. కమల ఎవరు? (విద్యార్థిని)
5	303.8	H¨ ºËÏ?  H¨ Mæü$Èa?		అది బల్ల. ఇది కుర్చీ.
5	303.8	A¨ ºËÏ.  C¨ Mæü$Èa.		అది బల్ల. ఇది కుర్చీ.
