page	y	legacy	rom	te
0	381.4	™ðþËÏÐéÆæÿr… &		తెల్లవారటం -
0	407.9	´÷§æþ$ªVæü*Mæür…		పొద్దుగూకటం
0	482.1	Ñ¯ø§Šþ : ¯é¯èþ²V>Ææÿ*!  ™ðþËÏÐéÆæÿr… A…sôý		వినోద్‌ : నాన్నగారూ! తెల్లవారటం అంటే
0	498.6	HÑ$sìý?  ´÷§æþ$ªVæü*Mæür… A…sôý		ఏమిటి? పొద్దుగూకటం అంటే
0	515.2	HÑ$sìý?  Ðèþ* M>ÏçÜ$ í³ËÏË$ ™èþÌê		ఏమిటి? మాక్లాసు పిల్లలు తలా
0	531.8	JMæü AÆæÿ¦… ^ðþç³#¢¯é²Ææÿ$.		ఒక అర్థం చెప్తున్నారు.
0	564.9	Æ>Ðèþ# : çÜ*Ææÿ$Åyæþ$ E§æþÆÿ$$çÜ$¢¯èþ²ç³šyæþ$		రావు. : సూర్యుడు ఉదయిస్తున్నప్పుడు
0	581.5	™ðþËÏÐéÆæÿ$™èþ$¯èþ²¨ A…sê….		తెల్లవారుతున్నది అంటాం.
0	598.1	E§æþÆÿ$$…_¯èþ ™èþÆ>Ó™èþ ™ðþËÏÐéÇ…¨		ఉదయించిన తర్వాత తెల్లవారింది
0	614.7	A…sê….		అంటాం.
1	161.2	Ñ¯ø§Šþ : AÆÿ$$™óþ, ™ðþËÏÐéÆæÿr… A…sôý `Mæüsìý		వినోద్‌ : అయితే, తెల్లవారటం అంటే చీకటి
1	177.8	´ùÆÿ$$ ÐðþË$™èþ$Ææÿ$ Æ>Ðèþr… A¯èþ²&		పోయి వెలుతురు రావటం అన్నా
1	194.4	Ðèþ*r!  A…sôý ç³VæüË$ M>Ðèþr….		మాట! అంటే పగలు కావటం.
1	227.5	"Æ>Ðèþ# : ""ç³VæüË$ AÆÿ$$…¨' A¯èþMæü*yæþ§æþ$."		"రావు: “పగలు అయింది"" అనకూడదు."
1	244.1	"AÌê GÐèþÆæÿ* A¯èþÆæÿ$.  ""™ðþËÏÐéÇ…¨'"		అలా ఎవరూ అనరు. 'తెల్లవారింది”
1	260.7	A…sêÆæÿ$.		అంటారు.
1	293.8	Ñ¯ø§Šþ : Ðèþ$Ç ´÷§æþ$ªVæü*Mæür… A…sôý HÑ$sìý?		వినోద్‌ : మరి పొద్దుగూకటం అంటే ఏమిటి?
1	327.0	Æ>Ðèþ# : ´÷§æþ$ª A…sôý çÜ*Ææÿ$Åyæþ$ A° AÆæÿ¦….		రావు. : పొద్దు అంటే సూర్యుడు అని అర్థం.
