page	y	legacy	rom	te
0	432.8	´ëç³ : ¯é¯èþ²V>Ææÿ*!  EÄæý*ÅË BVæür…&		పాప: నాన్నగారూ! ఉయ్యాల ఆగటం-
0	449.4	Ìôý§æþ$; Bç³…yìþ.		లేదు; ఆపండి.
0	482.5	ÑÔèýÓ¯é£æþ… :  ´ë´ë!  EÄæý*ÅË FVæü$™èþ$¯é²Ðé?		విశ్వనాథం : పాపా! ఉయ్యాల ఊగుతున్నావా?
0	499.1	ÌñýMæüPË$ ^óþÔéÐé?		లెక్కలు చేశావా?
0	532.2	´ëç³ : ^óþõÜÔé¯èþ$ ¯é¯èþ²V>Ææÿ*!  ´ëuæÿ… Mæü*yé		పాప :. చేసేను నాన్నగారూ! పాఠం కూడా
0	548.8	^èþ¨ÐóþÔé¯èþ$.  ^èþ*yæþ…yìþ: ¯óþ¯èþ$ GÌê		'చదివేశాను. చూడండి: నేను ఎలా
0	565.4	FVæü$™èþ$¯é²¯ø!		ఊగుతున్నానో!
0	598.5	ÑÔèýÓ. : Ððþ$ËÏV> FVæü$.		విశ్వ. మెల్లగా ఊగు.
0	631.7	´ëç³ : Ò$Ææÿ$ Mæü*yé Mö…^ðþ… Fç³…yìþ.		పాప: మీరు కూడా కొంచెం ఊపండి.
1	160.6	ÑÔèýÓ. : C…Mæü ^éËÐèþ*Ã!  ¨Væü$.  ^ðþÌñýÏË$		విశ్వ. : ఇంక చాలమ్మా! దిగు. చెల్లెలు
1	176.0	Mæü*yé EVæü$™èþ$…¨.		కూడా ఉగుతుంది.
1	207.0	´ëç³ : ¯éMæü$ ¨Væür… ^óþ™èþM>Ðèþr…Ìôý§æþ$.		పాప : నాకు దిగటం చేతకావటంలేదు.
1	222.4	Ò$Ææÿ$ ¨…ç³…yìþ.  ^ðþÌñýÏË$ Ðèþ$…_¨		'మీరు దింపండి. చెల్లెలు మంచిది.
1	237.9	M>§æþ…yîþ!  §é°² Fç³Ðèþ§æþ$ª.  A¨		కాదండీ! దాన్ని ఊపవద్దు. అది.
1	253.3	¯é ç³#çÜ¢M>Ë$ _…^èþ$™èþ$…¨.		నా పుస్తకాలు చించుతుంది.
1	268.8	^èþ*yæþ…yìþ GÌê _°V>Äñý*!		చూడండి. ఎలా చినిగాయో!
1	284.3	_¯èþ$Væü$™éÆÿ$$ Ðèþ§æþ$ª A…sôý Ñ¯èþ§æþ$.		'చినుగుతాయి వద్దు అంటే వినదు.
1	299.7	¯é ç³#çÜ¢M>Ìôý M>ÐéÍ §é°Mìü.		నా పుస్తాలే కావాలి దానికి.
1	330.7	ÑÔèýÓ. : §é°Mìü ™ðþÍÄæý$§æþ$V>!  ¯èþ$Ðèþ#Ó ±		విశ్వ. : దానికి తెలియదుగా! నువ్వునీ
1	346.1	ç³#çÜ¢M>Ë$ §é°Mìü ^èþ*í³…^èþMæü$.		పుస్తకాలు దానికి చూపించకు.
1	361.6	§é°² Mæü*yé FVæü°Ðèþ#Ó.		'దాన్ని కూడా ఊగనివ్వు.
1	392.5	´ëç³ : ^èþ*yæþ…yìþ.  ¯é V>Íç³r… §éÆæÿ…		పాప. : చూడండి. నా గాలిపటం దారం
1	408.0	Væü*yé ™ðþ…í³…¨.  ™ðþVæü$™èþ$…¨		గూడా తెంపింది. తెగుతుంది
1	423.4	A…sôý Ñ¯èþMæü$…yé ÌêVóüíÜ…¨.		అంటే వినకుండా లాగేసింది.
1	454.4	ÑÔèýÓ. : C…Mø §éÆæÿ… ¡çÜ$Mø!  ÆæÿÒ!  `Mæüsìý		విశ్వ... ఇంకో దారం తీసుకో! రవీ! చీకటి
1	469.8	ç³yæþz¨.  B ÌñýOr$ ÐðþÆÿ$$Å.		పడ్డది. ఆ లైటు వెయ్యి.
1	500.8	ÆæÿÑ : íÜÓ_a ÐóþíÜ¯é ÌñýOr$ ÐðþËVæür…Ìôý§æþ$		రవి. : స్విచ్చి వేసినా లైటు వెలగటంలేదు
1	516.2	¯é¯èþ²V>Ææÿ*!  Ò$Ææÿ$ ÐðþÍW…^èþ…yìþ.		నాన్నగారూ! మీరు వెలిగించండి.
1	547.2	ÑÔèýÓ. : B íÜÓ_a° Mö…^ðþ… Mæü¨Í…^èþ$.		విశ్వ. ఆ స్విచ్చిని కొంచెం కదిలించు.
1	578.1	ÆæÿÑ : A¨ Mæü§æþËr…Ìôý§æþ$.  ^èþ*yæþ…yìþ		రవి. : అది కదలటంలేదు. చూడండి
1	593.5	¯é¯èþ²V>Ææÿ*, ¯é ç³#çÜ¢Mæü… GÌê		నాన్నగారూ నా పుస్తకం ఎలా
1	609.0	™èþyìþíÜ…§ø!		తడిసిందో!
1	639.9	ÑÔèýÓ. : G…§æþ$Mæü$ ™èþyìþíÜ…¨?		విశ్వ. : ఎందుకు తడిసింది?
2	160.1	ÆæÿÑ : A§óþ ™èþyìþí³…¨; ±âæýåÌZÏ Ðèþ$$…_		రవి. : అదే తడిపింది; నీళ్ళల్లో ముంచి
2	176.3	™èþyìþí³…¨.		తడిపింది.
2	208.3	´ëç³ : ¯óþ¯èþ$ Ðèþ$$…^èþÌôý§æþ$ ¯é¯èþ²V>Ææÿ*!		పాప : నేను ముంచలేదు నాన్నగారూ!
2	224.2	±âæýåÌZÏ ç³yìþ A§óþ Ðèþ$$°W…¨.		నీళ్ళల్లో పడి అదే మునిగింది.
2	256.2	ÆæÿÑ : §é°² EÄæý*ÅË Ò$¨°…_		రవి. : దాన్ని ఉయ్యాల మీదినించి
2	272.4	Ìôýç³…yìþ, ¯é¯èþ²V>Ææÿ*!  A¨ ¯é		లేపండి, నాన్నగారూ! అదినా
2	288.3	ºËç³… ™èþ$…_…¨; ò³°ÞË$ Mæü*yé		బలపం తుంచింది; పెన్సిలు కూడా
2	304.4	ÑÇ_…¨.		విరిచింది.
2	336.4	´ëç³ : ºËç³… Mìü…§æþ ç³yìþ ™èþ$°W…¨ ¯é¯èþ²		పాప. : బలపం కింద పడి తునిగింది నాన్న
2	352.4	V>Ææÿ*!  ò³°ÞË$ ç³r$tMæü$…sôý¯óþ		గారూ! పెన్సిలు పట్టుకుంటేనే
2	368.5	ÑÇW…¨; ¯óþ¯èþ$ ÑÆæÿÐèþÌôý§æþ$.  Ðéyæþ$		విరిగింది; నేను విరవలేదు. వాడు
2	384.4	FÇMðü¯óþ ¯é™ø ´ùsêÏyé¢yæþ$ ¯é¯èþ²V>Ææÿ*!		ఊరికినే నాతో పోట్లాడ్తాడు నాన్నగారూ!
2	416.4	WÇf : ´ë´ë!  ´ëË$ ™éVæü$.		గిరిజ : పాపా! పాలు తాగు.
2	448.5	´ëç³ : D ´ëË$ _MæüPV> ÌôýÐèþ#.  ÒsìýÌZ		పాప : ఈ పాలు చిక్కగా లేవు. వీటిలో
2	464.6	±âæý$å GMæü$PÐèþ MæüÍ´ëÐèþ#; ¯éMæü$ J§æþ$ª.		నీళ్ళు ఎక్కువ కలిపావు; నాకు ఒద్దు.
2	496.6	ÑÔèýÓ. : ´ëËÐéyæþ$ Aç³šyóþ Ðèþ^óþaÔéyé?		విశ్వ... :. పాలవాడు అప్పుడే వచ్చేశాడా?
2	528.7	WÇf : B!  CÐóþÓâæý _MæüPsìý ´ëË$ §öÆæÿMæü		గిరిజ : ఆ|| ఇవ్వేళ చిక్కటి పాలు దొరక
2	544.6	Ìôý§æþr.  ±âæýå´ëË$ ´ùÔéyæþ$.		లేదట. నీళ్ళపాలు పోశాడు.
2	576.6	ÑÔèýÓ. : ´ë´ë!  ¯èþ$Ðèþ#Ó EÄæý*ÅË Ò$¨°…_		విశ్వ. : పాపా నువ్వు ఉయ్యాల మీదినించి
2	592.8	¨VðüÄæý$ÅÐèþ*Ã!  ^ðþÌñýÏË$ Hyæþ$çÜ$¢¯èþ²¨.		'దిగెయ్యమ్మా! చెల్లెలు ఏడుస్తున్నది.
2	624.8	´ëç³ : Aº¾!  EÄæý*ÅË GMìüP™óþ ^éË$		పాప. : అబ్బ! ఉయ్యాల ఎక్కితే చాలు
2	640.7	¨VæüÐèþ$° ^èþ…ç³#™èþ$…¨.		దిగమని చంపుతుంది.
3	200.1	EÄæý*ÅË FVæü$™èþ$¯èþ²¨.		లైటు వెలుగుతున్నది.
3	200.1	ÌñýOr$ ÐðþË$Væü$™èþ$¯èþ²¨.		లైటు వెలుగుతున్నది.
3	214.9	EÄæý*ÅË¯èþ$ GÐèþÆæÿ$ Fç³#™èþ$¯é²Ææÿ$?		వాళ్ళు రోజూ లైటు వెలిగిస్తారు.
3	214.9	Ðéâæý$å Æøl ÌñýOr$ ÐðþÍWÝë¢Ææÿ$.		వాళ్ళు రోజూ లైటు వెలిగిస్తారు.
3	233.0	ºçÜ$Þ BVæü$™èþ$…¨.		ఆ బొమ్మ కదులుతున్నది.
3	233.0	B »ŸÐèþ$Ã Mæü§æþ$Ë$™èþ$¯èþ²¨.		ఆ బొమ్మ కదులుతున్నది.
3	247.8	ºçÜ$Þ¯èþ$ GÐèþÆæÿ$ Bç³#™éÆæÿ$?		ఆ బొమ్మను ఎవరు కదిలిస్తున్నారు?
3	247.8	B »ŸÐèþ$Ã¯èþ$ GÐèþÆæÿ$ Mæü¨ÍçÜ$¢¯é²Ææÿ$?		ఆ బొమ్మను ఎవరు కదిలిస్తున్నారు?
3	266.0	¯é V>Íç³r… §éÆæÿ… ™ðþW…¨.		ఫాను తిరుగుతున్నది.
3	266.0	¸ë¯èþ$ †Ææÿ$Væü$™èþ$¯èþ²¨.		ఫాను తిరుగుతున్నది.
3	280.8	§é°² GÐèþÆæÿ$ ™ðþ…´ëÆæÿ$?		నువ్వు ఆ బల్లను ఇటువైపు తిప్పు.
3	280.8	¯èþ$Ðèþ#Ó B ºËÏ¯èþ$ Cr$ÐðþOç³# †ç³š.		నువ్వు ఆ బల్లను ఇటువైపు తిప్పు.
3	298.9	¯é ç³#çÜ¢Mæü… _°W…¨.		నేను బల్లను నెట్టాను.
3	298.9	¯óþ¯èþ$ ºËÏ¯èþ$ ¯ðþsêt¯èþ$.		నేను బల్లను నెట్టాను.
3	313.9	çÜÆæÿâæý §é°² _…í³…¨.		నేను బల్లను నెట్టెశాను.
3	313.9	¯óþ¯èþ$ ºËÏ¯èþ$ ¯ðþsôýtÔé¯èþ$.		నేను బల్లను నెట్టెశాను.
3	332.1	ò³°ÞË$¯èþ$ ±âæýåÌZÏ ÐóþõÜ¢ Ðèþ$$¯èþVæü§æþ$.		నేను ఆటలు ఆడాను.
3	332.1	¯óþ¯èþ$ BrË$ Byé¯èþ$.		నేను ఆటలు ఆడాను.
3	346.9	D Mæüç³šË¯èþ$ ±âæýåÌZÏ Ðèþ$$…^èþÐèþ§æþ$ª.		నేను ఆటలు ఆడేశాను.
3	346.9	¯óþ¯èþ$ BrË$ ByóþÔé¯èþ$.		నేను ఆటలు ఆడేశాను.
3	365.0	ºËÏ ç³MæüPMæü$ fÇW…¨.		అతను పుస్తకం చదివాడు.
3	365.0	A™èþ¯èþ$ ç³#çÜ¢Mæü… ^èþ¨Ðéyæþ$.		అతను పుస్తకం చదివాడు.
3	379.8	ºËÏ¯èþ$ GÐèþÆæÿ$ ç³MæüPMæü$ fÇ´ëÆæÿ$?		అతను పుస్తకం చదివేశాడు.
3	379.8	A™èþ¯èþ$ ç³#çÜ¢Mæü… ^èþ¨ÐóþÔéyæþ$.		అతను పుస్తకం చదివేశాడు.
3	397.9	çÜ$ÖË Mìü…¨Mìü ¨Væü$™èþ$¯èþ²¨.		ఆమె పరీక్ష రాసింది.
3	397.9	BÐðþ$ ç³È„æü Æ>íÜ…¨.		ఆమె పరీక్ష రాసింది.
3	412.7	çÜ$ÖË¯èþ$ GÐèþÆæÿ$ ¨…ç³#™èþ$¯é²Ææÿ$?		ఆమె పరీక్ష రాసేసింది.
3	412.7	BÐðþ$ ç³È„æü Æ>õÜíÜ…¨.		ఆమె పరీక్ష రాసేసింది.
3	430.8	¯é {»ñýyæþ$z ™èþ$°W…¨.		నేను నీ గురించి రమతో మాట్లాడాను.
3	430.8	¯óþ¯èþ$ ± Væü$Ç…_ ÆæÿÐèþ$™ø Ðèþ*sêÏyé¯èþ$.		నేను నీ గురించి రమతో మాట్లాడాను.
3	445.7	ÆæÿÑ {»ñýyæþ$z¯èþ$ ™èþ$…_ X™èþMæü$ C^éayæþ$.		నేను నీ గురించి రమతో మాట్లాడేశాను.
3	445.7	¯óþ¯èþ$ ± Væü$Ç…_ ÆæÿÐèþ$™ø Ðèþ*sêÏyóþÔé¯èþ$.		నేను నీ గురించి రమతో మాట్లాడేశాను.
3	463.8	Mæü$MæüP M>Ë$ ÑÇW…¨.		నువ్వు లైట్లు పావు.
3	463.8	¯èþ$Ðèþ#Ó ÌñýOr$Ï ÐóþÔéÐèþ#.		నువ్వు లైట్లు పావు.
3	478.6	Vøí³ MöÐèþ$Ã¯èþ$ ÑÇ^éyæþ$.		నువ్వు లైట్లు వేసావు.
3	478.6	¯èþ$Ðèþ#Ó ÌñýOr$Ï ÐóþõÜÔéÐèþ#.		నువ్వు లైట్లు వేసావు.
3	496.7	D ^öM>P ™èþyìþíÜ…¨.		రవి ఆ పని చేశాడు.
3	496.7	ÆæÿÑ B ç³° ^óþÔéyæþ$.		రవి ఆ పని చేశాడు.
3	511.5	D ^öM>P¯èþ$ GÐèþÆæÿ$ ™èþyìþ´ëÆæÿ$?		రవి ఆ పని చేసేడు.
3	511.5	ÆæÿÑ B ç³° ^óþõÜÔéyæþ$.		రవి ఆ పని చేసేడు.
3	529.9	Ë™é X™é çÜ…Ðèþ™èþÞÆæÿ… ™èþÆ>Ó™èþ MæüÍÔéÆæÿ$. Ðéâæý$å ºçÜ$Þ ¨V>Ææÿ$.		లతా గీతా సంవత్సరం తర్వాత కలిశారు. _ వాళ్ళు బస్సు దిగారు.
3	544.7	¯óþ¯óþ Ðéâæýå¯èþ$ MæüÍ´ë¯èþ$.		వాళ్ళు బస్సు దిగేశారు.
3	544.7	Ðéâæý$å ºçÜ$Þ ¨VóüÔéÆæÿ$.		వాళ్ళు బస్సు దిగేశారు.
