page	y	legacy	rom	te
0	382.6	¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!		నమస్కారమండీ!
0	465.5	WÇ : ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!	giri : namaskāramaṁḍī.	గిరి :. నమస్కారమండీ!
0	526.4	Æ>Ðèþ# : ¯èþÐèþ$ÝëPÆæÿ…. Ò$Ææÿ$ GÐèþÆæÿ$?	rāvu : namaskāraṁ. mīru evaru?	రావు : నమస్కారం. మీరు ఎవరు?
0	584.0	WÇ : ¯óþ¯èþ$ Mæü¯èþ²yæþ Ñ§éÅÇ¦°.	giri : nēnu kannaḍa vidyārthini.	గిరి: నేను కన్నడ విద్యార్థిని.
1	179.2	C™èþ¯èþ$ ™ðþË$Væü$ Ñ§éÅÇ¦.	itanu telugu vidyārthi.	ఇతను తెలుగు విద్యార్థి.
1	236.8	A™èþ¯èþ$ ™èþÑ$âæý Ñ§éÅÇ¦.	atanu tamiḷa vidyārthi.	అతను తమిళ విద్యార్థి.
1	294.2	BÐðþ$ ™ðþË$Væü$ Ñ§éÅÇ¦°.	āme telugu vidyārthini.	ఆమె తెలుగు విద్యార్థిని.
1	351.7	DÐðþ$ Ðèþ$ËÄæý*âæý Ñ§éÅÇ¦°.	īme malayāḷa vidyārthini.	ఈమె మలయాళ విద్యార్థిని.
1	409.3	Æ>Ðèþ# : ¯éõ³Ææÿ$ Æ>Ðèþ*Æ>Ðèþ#.	ravu : nā pēru rāmārāvu.	రావు : నాపేరు రామారావు.
1	466.7	DÄæý$¯èþ õ³Ææÿ$ ÔèýÆæÿÃV>Ææÿ$.	īyana pēru śarmagāru.	ఈయన పేరు శర్మగారు.
1	524.2	BÄæý$¯èþ õ³Ææÿ$ Æ>gêÆ>ÐŒþ$.	āyana pēru rājārām.	ఆయన పేరు రాజారామ్‌.
1	581.8	VúÇ : ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ! ¯é õ³Ææÿ$ VúÇ.	gauri : namaskāramaṁḍī. nā pēru gauri.	గౌరి : నమస్కారమండీ! నా పేరు గౌరి.
2	180.0	¯óþ¯èþ$ íßý…© Ñ§éÅÇ¦°°.	nēnu hiṁdī vidyārthinini.	నేను హిందీ విద్యార్షినిని.
2	240.8	DÐðþ$ õ³Ææÿ$ çÜÆæÿâæý. BÐðþ$ õ³Ææÿ$ WÇf.	īme pēru saraḷa. āme pēru girija.	ఈమె పేరు సరళ. ఆమె పేరు గిరిజ.
2	301.7	Æ>Ðèþ# : GÐèþÇ õ³Ææÿ$ WÇf?	rāvu : evari pēru girija?	రావు : ఎవరి పేరు గిరిజ?
