page	y	legacy	rom	te
0	469.4	çÜÆæÿâæý : ÑfÄæý*! CÑ HÑ$sìý?	saraḷa : vijayā! ivi ēmiṭi?	సరళ : విజయా! ఇవి ఏమిటి?
0	528.6	ÑfÄæý$ : CÑ ºËÏË$.		విజయ. : ఇవి బల్లలు.
0	543.4	¯èþ$Ðèþ#Ó D Mæü$ÈaÌZ Mæü*Æøa.		నువ్వు ఈ కుర్చీలో కూర్చో
1	180.0	çÜÆæÿâæý : CÑ G°² ºËÏË$?	saraḷa : ivi enni ballalu?	సరళ : ఇవి ఎన్ని బల్లలు?
1	242.7	ÑfÄæý$ : CÑ Æðÿ…yæþ$ ºËÏË$.	vijaya : ivi reṁḍu ballalu.	విజయ: ఇవి రెండు బల్లలు.
1	305.2	çÜÆæÿâæý : CÑ Æðÿ…yæþ$ ºËÏË$. A¨ JMæü ºËÏ.		సరళ: ఇవి రెండు బల్లలు. అది ఒక బల్ల.
1	320.8	Ððþ$$™èþ¢… G°² ºËÏË$?		మొత్తం ఎన్ని బల్లలు?
1	414.8	ÑfÄæý$ : Ððþ$$™èþ¢… Ðèþ$*yæþ$ ºËÏË$.	vijaya : mottaṁ mūḍu ballalu.	విజయ. : మొత్తం మూడు బల్లలు.
1	477.3	çÜÆæÿâæý : D ºËÏË$ GMæüPyæþ E¯é²Æÿ$$?	saraḷa : ī ballalu ekkaḍa unnāyi?	సరళ : ఈ బల్లలు ఎక్కడ ఉన్నాయి?
1	539.8	ÑfÄæý$ : Væü¨ÌZ E¯é²Æÿ$$.		విజయ. : గదిలో ఉన్నాయి.
1	555.4	AÑ G°² Mæü$ÈaË$?		అవి ఎన్ని పర్చీలు?
2	179.2	çÜÆæÿâæý : AÑ Ðèþ$*yæþ$ Mæü$ÈaË$.	saraḷa : avi mūḍu kurcīlu.	సరళ : అవి మూడు కుర్చీలు.
2	236.8	ÑfÄæý$ : B Mæü$ÈaË$ GMæüPyæþ E¯é²Æÿ$$?	vijaya : ā kurcīlu ekkaḍa unnāyi?	విజయ. : ఆ కుర్శీలు ఎక్కడ ఉన్నాయి?
2	294.2	çÜÆæÿâæý : B Mæü$ÈaË$ Vøyæþ §æþVæüYÆæÿ E¯é²Æÿ$$.	saraḷa : ā kurcīlu gōḍa daggara unnāyi.	సరళ: ఆ కుర్చీలు గోడ దగ్గర ఉన్నాయి.
2	351.7	ÑfÄæý$ : AÑ HÑ$sìý?	vijaya : avi ēmiṭi?	విజయ. : అవి ఏమిటి?
2	409.3	çÜÆæÿâæý : HÑ?	saraḷa : ēvi?	సరళ : ఏవి?
2	466.7	ÑfÄæý$ : B Mæü$ÈaÌZ E¯é²Æÿ$$, ^èþ*yæþ$.	vijaya : ā kurcīlō unnāyi. cūḍu.	విజయ. : ఆ కుర్మీలో ఉన్నాయి, చూడు.
2	524.2	çÜÆæÿâæý : AÑ MæüÌêË$.	saraḷa : avi kalālu.	సరళ : అవి కలాలు.
2	581.8	ÑfÄæý$ : AÑ G°² MæüÌêË$?	vijaya : avi enni kalālu?	విజయ. : అవి ఎన్ని కలాలు?
3	179.6	çÜÆæÿâæý : AÑ ¯éË$Væü$ MæüÌêË$.	saraḷa : avi nālugu kalālu.	సరళ. : అవి నాలుగు కలాలు.
3	238.6	ÑfÄæý$ : B ò³sñýt Ò$§æþ C…MöMæü MæüË… E…¨.	vijaya : ā peṭṭe mīda iṁkoka kalaṁ	విజయ. : ఆ పెట్టె మీద ఇంకొక కలం ఉంది.
3	312.7	çÜÆæÿâæý : H ò³sñýt Ò$§æþ?	saraḷa : ē peṭṭe mīda?	సరళ. : ఏ పెట్టి మీద?
3	371.7	ÑfÄæý$ : D ò³sñýt Ò$§æþ.	vijaya : ī peṭṭe mīda.	విజయ. : ఈ పెట్టి మీద.
3	431.0	çÜÆæÿâæý : AÐèþ#¯èþ$. B ò³sñýt Ò$§æþ C…MöMæü		సరళ: అవును. ఆ పెట్టి మీద ఇంకొక
3	445.8	MæüË… E…¨.		కలం ఉంది.
3	519.9	ÑfÄæý$ : AÑ Ððþ$$™èþ¢… G°² MæüÌêË$?	vijaya : avi mottaṁ enni kalālu?	విజయ. : అవి మొత్తం ఎన్ని కలాలు?
3	579.0	çÜÆæÿâæý : AÑ Ððþ$$™èþ¢… I§æþ$ MæüÌêË$.	saraḷa : avi mottaṁ aidu kalālu.	సరళ : అవి మొత్తం ఐదు కలాలు.
4	178.9	ÑfÄæý$ : AÑ HÑ$sìý?	vijaya : avi ēmiṭi?	విజయ. : అవి ఏమిటి?
4	234.8	çÜÆæÿâæý : AÑ ç³#çÜ¢M>Ë$.	saraḷa : avi pustakālu.	సరళ : అవి పుస్తూలు.
4	290.6	ÑfÄæý$ : B ç³#çÜ¢M>Ë$ ºËÏÒ$§æþ E¯é²Äæý*?	vijaya : ā pustakālu ballamīda	విజయ: ఆ పుస్తకాలు బల్లమీద ఉన్నాయా?
4	360.4	çÜÆæÿâæý : B ç³#çÜ¢M>Ë$ A±² ºËÏÒ$§æþ ÌôýÐèþ#.		సరళ : ఆ ప్రస్తూలు అన్నీ బల్లమీద లేవు.
4	374.2	Mö°² ºËÏ Ò$§æþ E¯é²Æÿ$$.		కొన్ని బల్ల మీద ఉన్నాయి.
4	388.2	Mö°² ºËÏ Mìü…§æþ E¯é²Æÿ$$.		కొన్ని బల్ల కింద ఉన్నాయి.
4	499.8	ÑfÄæý$ : B ç³#çÜ¢M>Ë$ ÌñýMæüP ò³r$t.	vijaya : ā pustakālu lekkapeṭṭu.	విజయ : ఆ పుస్తకాలు లెక్క పెట్టు.
4	555.6	çÜÆæÿâæý : JMæüsìý, Æðÿ…yæþ$, Ðèþ$*yæþ$, ¯éË$Væü$,		సరళ. : ఒకటి, రెండు మూడు, నాలుగు,
4	569.6	I§æþ$, BÆæÿ$, Hyæþ$, G°Ñ$¨,		ఐదు, ఆరు, ఏడు, ఎనిమిది,
4	583.6	™öÑ$Ã¨, ç³¨, ç³§æþMö…yæþ$, ç³¯ðþ²…yæþ$,		తొమ్మిది, పది, పదకొండు, పన్నెండు,
4	597.4	ç³§æþÐèþ$*yæþ$, ç³«§é²Ë$Væü$, ç³¨õßý¯èþ$.		పదమూడు, పధ్నాలుగు, పదిహేను.
4	612.0	CÑ ç³¨õßý¯èþ$ ç³#çÜ¢M>Ë$.		ఇవి పదిహేను పుస్తలు.
5	327.5	ÑfÄæý$ : ± MæüË… ç³#çÜ¢Mæü… Ò$§æþ E…§é?	vijaya : nī kalaṁ pustakaṁ	విజయ : న్నీ కలం పుస్తకం మీద ఉందా?
5	401.4	çÜÆæÿâæý : ¯é MæüË… ç³#çÜ¢Mæü… Ò$§æþ Ìôý§æþ$.		సరళ: నా కలం పుస్తకం మీద లేదు.
5	416.2	ç³#çÜ¢Mæü… ç³MæüP¯èþ E…¨.		పుస్తకం పక్కన ఉంది.
5	519.9	ÑfÄæý$ : D ç³#çÜ¢M>Ë$ G°²?		విజయ : ఈ పుస్తకాలు ఎన్ని?
5	534.5	B ç³#çÜ¢M>Ë$ G°²?		ఆ పుస్తూలు ఎన్ని?
6	180.2	çÜÆæÿâæý : CÑ Æðÿ…yæþ$; AÑ Ðèþ$*yæþ$.	saraḷa : ivi reṁḍu; avi mūḍu.	సరళ: ఇవి రెండు; అవి మూడు.
6	236.6	ÑfÄæý$ : Ððþ$$™èþ¢… G°²?	vijaya : mottaṁ enni?	విజయ. : మొత్తం ఎన్ని?
6	295.8	çÜÆæÿâæý : I§æþ$.	saraḷa : aīdu.	సరళ : ఐదు.
6	391.4	CÑ VøyæþË$ (Æðÿ…yæþ$)		ఇవి గోడలు (రెండు).
6	406.2	CÑ Æðÿ…yæþ$ VøyæþË$		ఇవి రెండు గోడలు
6	423.5	1. AÑ Mæü$MæüPË$. (G°²?)		1 అవి కుక్కలు. (ఎన్ని?)
6	438.3	2. CÑ ™èþË$ç³#Ë$. (ç³¯ðþ²…yæþ$)		2. ఇవి తలుపులు. (పన్నెండు)
6	453.1	3. C¨ ç³#çÜ¢Mæü…. (JMæü)		౩. ఇది పుస్తకం. (ఒక)
6	472.8	C¨ VæüyìþÄæý*Ææÿ…. (BÆæÿ$)		ఇవి ఆరు గడియారాలు
6	472.8	CÑ BÆæÿ$ VæüyìþÄæý*Æ>Ë$		ఇవి ఆరు గడియారాలు
6	517.1	1. A¨ M>Æÿ$$™èþ…. (™öÑ$Ã¨)		1. అది కాయితం. (కమ్మిది)
6	531.9	2. A¨ MæüË…. (ç³¨)		2. అది కలం. (పది
6	546.7	3. A¨ ç³#çÜ¢Mæü…. (Hyæþ$)		3. అది పుస్తకం. (ఏడు)
6	583.6	CÑ G°² Mæü$ÈaË$? (Ðèþ$*yæþ$)		ఇవి మూడు కుర్చీలు.
6	583.6	CÑ Ðèþ$*yæþ$ Mæü$ÈaË$.		ఇవి మూడు కుర్చీలు.
7	179.8	1. CÑ G°² Mæü$MæüPË$? (ç³§æþMö…yæþ$)	ivi enni kukkalu? (padakoṁḍu)	1 ఇవి ఎన్ని కుక్కలు? (పదకొండు)
7	215.1	2. AÑ G°² M>Æÿ$$™éË$? (ç³§æþÐèþ$*yæþ$)	avi enni kāyitālu (padamūdu)	2. అవి ఎన్ని కాయితాలు? (పదమూడు)
7	250.4	3. CÑ G°² MæüÌêË$? (ç³¨õßý¯èþ$)	ivi enni kalālu? (padihēnu)	౩. ఇవి ఎన్ని కలాలు? (పదిహేను)
7	289.3	Mæü$Èa GMæüPyæþ E…¨? (Væü¨ÌZ)		కుర్చీ గదిలో ఉంది.
7	289.3	Mæü$Èa Væü¨ÌZ E…¨.		కుర్చీ గదిలో ఉంది.
7	342.1	1. ç³#çÜ¢M>Ë$ GMæüPyæþ E¯é²Æÿ$$?	pustakālu ekkaḍa unnāyi?	1. పుస్తాలు ఎక్కడ ఉన్నాయి?
7	377.4	2. Mæü$MæüP GMæüPyæþ E…¨? (ºËÏ ç³MæüP¯èþ)	kukka ekkaḍa uṁdi? (balla pakkana)	2. కుక్క ఎక్కడ ఉంది? (బల్ల పక్కన)
7	412.7	3. ºËÏ GMæüPyæþ E…¨? (Vøyæþ §æþVæüYÆæÿ)	balla ekkaḍa uṁdi? (gōḍa daggara)	౩. బల్ల ఎక్కడ ఉంది? (గోడ దగ్గర)
7	451.7	A¨ JMæü Mæü$Èa. AÑ Æðÿ…yæþ$ Mæü$ÈaË$. Ððþ$$™èþ¢… G°² Mæü$ÈaË$?	adi oka kurcī. avi reṁḍu kurcīlu. mottaṁ enni kurcīlu?	అది ఒక కుర్చీ. అవి రెండు కుర్చీలు. మొత్తం ఎన్ని కుర్చీలు?
7	504.5	Ððþ$$™èþ¢… Ðèþ$*yæþ$ Mæü$ÈaË$.	mottaṁ mūḍu kurcīlu.	మొత్తం మూడు కుర్చీలు.
7	534.9	1. A¨ JMæü MæüË…. CÑ ç³¨ MæüÌêË$. Ððþ$$™èþ¢… G°² MæüÌêË$?	adi oka kalaṁ. ivi padi kalālu. mottaṁ enni kalālu?	1 అది ఒక కలం. ఇవి పది కలాలు. మొత్తం ఎన్ని కలాలు?
7	585.4	2. CÑ I§æþ$ M>Æÿ$$™éË$. AÑ Hyæþ$ M>Æÿ$$™éË$. Ððþ$$™èþ¢… G°² M>Æÿ$$™éË$?	ivi aidu kāyitālu. avi ēḍu kāyitālu. mottaṁ enni kāyitālu?	2. ఇవి ఐదు కాయితాలు. అవి ఏడు కాయితాలు. మొత్తం ఎన్ని కాయితాలు?
8	179.8	3. CÑ ¯éË$Væü$ ò³sñýtË$. CÑ ç³¨ ò³sñýtË$. Ððþ$$™èþ¢… G°² ò³sñýtË$?	ivi nālugu peṭṭelu. ivi padi peṭṭelu. mottaṁ enni peṭṭelu?	౩. ఇవి నాలుగు పెట్టెలు, ఇవి పది పెట్టెలు. మొత్తం ఎన్ని పెట్టెలు?
8	230.3	A¨ Mæü$Èa. (Vøyæþ ç³MæüP¯èþ)		ఆ కుర్శీ గోడ పక్కన ఉంది.
8	230.3	B Mæü$Èa Vøyæþ ç³MæüP¯èþ E…¨.		ఆ కుర్శీ గోడ పక్కన ఉంది.
8	276.0	1.A¨ ºËÏ.(Vøyæþ §æþVæüYÆæÿ)		1.అది బల్ల.(గోడ దగ్గర)
8	291.2	2.A¨ ç³#çÜ¢Mæü….(ò³sñýtÒ$§æþ)		'2.అది పుస్తకం. (పెట్టెమిద).
8	321.6	3.A¨ MæüË….(M>Æÿ$$™èþ… Mìü…§æþ)		3.అది కలం.(కాయితం కింద)
8	352.1	AÑ Mæü$ÈaË$. (Væü¨ÌZ)		ఆ కుర్నీలు గదిలో ఉన్నాయి.
8	352.1	B Mæü$ÈaË$ Væü¨ÌZ E¯é²Æÿ$$.		ఆ కుర్నీలు గదిలో ఉన్నాయి.
8	397.5	1. AÑ ºËÏË$. (Vøyæþ §æþVæüYÆæÿ)	avi ballalu (gōḍa daggara)	1 అవి బల్లలు. (గోడ దగ్గర)
8	430.4	2. AÑ ç³#çÜ¢M>Ë$. (ºËÏ ç³MæüP¯èþ)	avi pustakālu. (balla pakkana)	2. అవి పుస్తూలు. (బల్ల పక్కన)
8	463.3	3. AÑ M>Æÿ$$™éË$. (ç³#çÜ¢Mæü… Mìü…§æþ)	avi kāyitālu. (pustakaṁ kiṁda)	3. అవి కాయితాలు. (పుస్తకం కింద)
8	498.6	C¨ ºËÏ. (Væü¨ÌZ)		ఈ బల్ల గదిలో ఉంది.
8	498.6	D ºËÏ Væü¨ÌZ E…¨.		ఈ బల్ల గదిలో ఉంది.
8	544.2	1. CÑ ç³#çÜ¢M>Ë$. (ò³sñýtÒ$§æþ)	ivi pustakālu (peṭṭemīda)	1 ఇవి పుస్తూలు. (పెట్టిమీద)
8	577.1	2. C¨ MæüË…. (M>Æÿ$$™èþ… Mìü…§æþ)	idi kalaṁ. (kāyitaṁ kiṁda)	2. ఇది కలం. (కాయితం కింద)
