page	y	legacy	rom	te
0	439.0	ÔèýÆæÿÃ : ÆæÿÒ! ¯óþ¯èþ$ AÆæÿj…r$V> Ðèþ*ÆðÿPr$tMæü$		శర్మ: రవీ! నేను అర్జంటుగా మార్కెట్టుకు
0	455.6	ÐðþâêåÍ.  ± çÜ*PrÆæÿ$ Æÿ$$Ðèþ#Ó.		వెళ్ళాలి. నీ స్కూటరు యివ్వు.
0	488.7	ÆæÿÑ : ¯é çÜ*PrÆæÿ$ àÆæÿ¯èþ$ Mö…^ðþ…		రవి: నా స్కూటరు హారను కొంచెం
0	505.3	{rº$Ë$ C_a…¨.  °¯èþ²		ట్రబులు ఇచ్చింది. నిన్న
0	521.9	»êVæü$^óþÄæý$yé°Mìü C^éa¯èþ$.		'బాగుచేయడానికి ఇచ్చాను.
0	538.4	C…§éMæü Mæü°í³…^éyæþ$.  Æóÿç³#		ఇందాక కనిపించాడు. రేపు
0	555.0	CÝë¢¯èþ$ A¯é²yæþ$.		ఇస్తాను అన్నాడు.
0	588.2	ÔèýÆæÿÃ : AÆÿ$$™óþ ± òÜOMìüË$ Æÿ$$Ðèþ#Ó.		శర్మ: అయితే నీ సైకిలు యివ్వు.
0	621.3	ÆæÿÑ : ¡çÜ$Mø.  Mö…^ðþ… õÜç³# BVæü$.  Ðé¯èþ		రవి: తీసుకో. కొంచెం సేపు ఆగు. వాన
0	637.9	Mæü$Ææÿ$çÜ$¢¯èþ²¨.		కురుస్తున్నది.
2	160.6	ÆæÿÑ : ç³ÆæÿÐéÌôý§æþ$.  Æóÿç³# ç³…í³…^èþ$.		రవి: పరవాలేదు. రేపు పంపించు.
2	193.7	ÔèýÆæÿÃ : Æóÿç³# E§æþÄæý$… ç³…í³Ýë¢¯èþ$.		శర్మ: రేపు ఉదయం పంపిస్తాను.
2	281.9	ÆæÿÑÐé¯èþÌZ ™èþyìþÔéyæþ$.		ఈ వాన ఇప్పుడు వెలవదు.
2	281.9	D Ðé¯èþ Cç³šyæþ$ ÐðþËÐèþ§æþ$.		ఈ వాన ఇప్పుడు వెలవదు.
2	298.4	¯é ç³#çÜ¢Mæü… ™èþyìþíÜ…¨.		వానలు కురిస్తే మంచిది.
2	298.4	Ðé¯èþË$ Mæü$ÇõÜ¢ Ðèþ$…_¨.		వానలు కురిస్తే మంచిది.
2	315.0	Ðéâæý$å Ðé¯èþÌZ ™èþyæþ$çÜ$¢¯é²Ææÿ$.		వానలు కురవాలి.
2	315.0	Ðé¯èþË$ Mæü$ÆæÿÐéÍ.		వానలు కురవాలి.
2	331.6	¯èþ$Ðèþ#Ó Ðé¯èþÌZ ™èþyæþ$!		ఇప్పుడు వాన కురుస్తుంది.
2	331.6	Cç³šyæþ$ Ðé¯èþ Mæü$Ææÿ$çÜ$¢…¨.		ఇప్పుడు వాన కురుస్తుంది.
2	348.2	Ðèþ$¯èþ… Ðé¯èþÌZ ™èþyæþ$§éª….		నిన్న గూడా వాన కురిసింది.
2	348.2	°¯èþ² Væü*yé Ðé¯èþ Mæü$ÇíÜ…¨.		నిన్న గూడా వాన కురిసింది.
2	381.3	¯éMæü$ ±ç³#çÜ¢Mæü… CÐèþ#Ó.		ఎప్పుడూ రాకు.
2	381.3	¯óþ¯èþ$ ÆæÿÑ° MæüÍÔé¯èþ$.		ఎప్పుడూ రాకు.
2	381.3	Gç³šyæþ* Æ>Mæü$.		ఎప్పుడూ రాకు.
2	397.9	±Mæü$ ¯óþ¯èþ$ yæþº$¾ CÝë¢¯èþ$.		ఎప్పుడూ ఇవ్వకు.
2	397.9	¯èþ$Ðèþ#Ó Ðèþ*çÙtÆæÿ$V>Ç° MæüË$!		ఎప్పుడూ ఇవ్వకు.
2	397.9	Gç³šyæþ* CÐèþÓMæü$.		ఎప్పుడూ ఇవ్వకు.
2	414.5	ÆæÿÑMìü ÔèýÆæÿÃ ÆóÿyìþÄñý* C^éayæþ$.		తుంగభద్ర కృష్ణలో కలుస్తుంది. _ ఎప్పుడూ వానలో
2	414.5	™èþ$…Væü¿æý{§æþ Mæü–çÙ~ÌZ MæüË$çÜ$¢…¨. Gç³šyæþ* Ðé¯èþÌZ		తుంగభద్ర కృష్ణలో కలుస్తుంది. _ ఎప్పుడూ వానలో
2	431.0	Ðèþ$¯èþ… BÄæý$¯èþMæü$ ç³#çÜ¢Mæü… C§éª…. Äæý$Ðèþ$$¯èþ Vø§éÐèþÇÌZ MæüËÐèþ§æþ$.      ™èþyæþÐèþMæü$.		మనం ఆయనకు పుస్తక ఇద్దాం. యమున గోదావరిలో కలవదు. _ తడవకు.
2	476.1	E¯é²Æÿ$$.		ఉంటుంది.
2	476.1	E…r$…¨.		ఉంటుంది.
2	492.7	^éÌê Ðèþ#¯é²Æÿ$$.		కురుస్తూ వుంటుంది.
2	492.7	Mæü$Ææÿ$çÜ*¢ Ðèþ#…r$…¨.		కురుస్తూ వుంటుంది.
2	509.2	ç³¯èþ$Ë$ ^éÌê Ðèþ#¯é²Æÿ$$.		ఇట్లానే కురుస్తూ వుంటుంది.
2	509.2	CsêÏ¯óþ Mæü$Ææÿ$çÜ*¢ Ðèþ#…r$…¨.		ఇట్లానే కురుస్తూ వుంటుంది.
