page	y	legacy	rom	te
0	378.5	^èþ*yæþ$ ÒÆæÿ$ GÐèþÆø!		చూడు వీరు ఎవరో!
0	435.5	ÔóýÚë{¨ : Ææÿ…yìþ Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*!		శేషాద్రి : రండి రామారావుగారూ!
0	450.7	Mæü*Æøa…yìþ!		కూర్చోండి!
0	481.1	Æ>Ðèþ*Æ>Ðèþ# : Ò$ CË$Ï ^éÌê »êVæü$…§æþ…yîþ!		రామారావు : మీ ఇల్లు చాలా బాగుందండీ!
0	496.4	A§ðþª G…™èþ?		అద్దె ఎంత?
0	526.8	ÔóýÚë{¨ : A§ðþª CË$Ï M>§æþ…yîþ!  Ý÷…™èþ		శేషాద్రి : అద్దె ఇల్లు కాదండీ! సొంత
0	542.0	CÌôýÏ!		ఇల్లే!
0	572.5	Æ>Ðèþ*Æ>Ðèþ# : A…§æþ$Móü C…™èþ »êVæü$…¨.		రామారావు : అందుకే ఇంత బాగుంది.
0	602.9	ÔóýÚë{¨ : ÔéÆæÿ§é!  CÌêÆ>!  ^èþ*yæþ$ ÒÆæÿ$		శేషాద్రి : శారదా! ఇలారా! చూడు వీరు
0	618.2	GÐèþÆø?		ఎవరో?
1	179.8	ÔéÆæÿ§æþ : K!  Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ$ Mæü§æþ*!		శారద: ఓ రామారావుగారు కదూ!
1	195.0	¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!  C…sZÏ A…§æþÆæÿ*		నమస్కారమండీ! ఇంట్లో అందరూ
1	210.2	»êVæü$¯é²Æ>?		“బాగున్నారా?
1	240.7	Æ>Ðèþ*Æ>Ðèþ# : B!  Ò$ ´ëç³ H¨?		రామారావు : ఆ! మీ పాప ఏది?
1	271.1	ÔéÆæÿ§æþ : Væü¨ÌZ E…¨.  ´ë´ë CÌêÆ>!		శారద. : గదిలో ఉంది. పాపా ఇలారా!
1	301.5	ÔóýÚë{¨ : ÔéÆæÿ§é!  ÐéÇMìü M>ïœ CÐèþ#Ó.		శేషాద్రి: శారదా! వారికి కాఫీ ఇవ్వు.
1	332.0	ÔéÆæÿ§æþ : Ðèþ$$…© ¼òÜPr$Ï ¡çÜ$Mø…yìþ.		శారద: ముందీ బిస్కెట్లు తీసుకోండి.
1	362.4	Æ>Ðèþ*Æ>Ðèþ# : H… ´ë´ë!  ± õ³ÆóÿÑ$sìý?		రామారావు : ఏం పాపా! నీ పేరేమిటి?
1	392.9	ÔóýÚë{¨ : Ðèþ*Ðèþ$Äæý$ÅV>ÇMìü ± õ³ÆóÿÑ$sZ ^ðþç³š!		శేషాద్రి : మామయ్యగారికి నీ పేరేమిటో చెప్పు!
1	423.3	´ëç³ : Ë™èþ.		పాప : లత.
1	453.8	Æ>Ðèþ* : ¯èþ$Ðèþ#Ó Ðèþ$…_´ëç³Ñ.  Mö…^ðþ…		రామా : నువ్వు మంచిపాపవి. కొంచెం
1	469.0	§æþVæüYÇMìü Æ>Ðèþ*Ã!  CMæüPyìþMìü Æ>!  D		దగ్గరికి రామ్మా! ఇక్కడికి ర! ఈ
1	484.2	^éMðüÏr$Ï ¡çÜ$Mø!  ¯é §æþVæüYÆæÿ Mæü*Æøa.		చాక్లెట్లు తీసుకో! నా దగ్గర కూర్చో.
1	499.5	D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$.		ఈ పెట్టెలో ఏముందో చూడు.
1	529.9	ÔóýÚë{¨ : ÐðþâæýåÐèþ*Ã!  Ðèþ*Ðèþ$Äæý$ÅV>Ç §æþVæüYÇMìü		శేషాద్రి : వెళ్ళమ్మా! మామయ్యగారి దగ్గరికి
1	545.1	Ððþâæý$å.		వెళ్ళు.
1	575.6	Æ>Ðèþ* : Ë™é!  D »ŸÐèþ$Ã ^èþ*yæþ$!		రామా : అకా! ఈ బొమ్మ చూడు!
1	590.8	»êVæü$…§é?		బాగుందా?
1	621.2	Ë™èþ : ^éÌê »êVæü$…¨.  C¨ GÐèþÇMìü?		లత: చాలా బాగుంది. ఇది ఎవరికి?
2	179.8	Æ>Ðèþ* : ±Móü!  ¡çÜ$Mø!  C§æþ$Vø, D ¼òÜPr$t		రామా : నీకే! తీసుకో, ఇదుగో, ఈ బిస్మెట్టు
2	194.2	Mæü*yé ±Móü!  †¯èþ$.		కూడా నీకే! తిను.
2	222.2	´ëç³ : ¯éMæü$ ¼òÜPr$t J§æþ$ª.  »ŸÐèþ$Ã M>ÐéÍ.		పాప. : నాకు బిస్కెట్టు ఒద్దు. బొమ్మకావాలి.
2	236.4	¼òÜPr$t Ò$Æóÿ †¯èþ…yìþ!		'బిస్మెట్టు మీరే తినండి!
2	264.4	Æ>Ðèþ* : ±Mæü$ ¼òÜPr$t G…§æþ$Mö§æþ$ª?		రామా : నీకు బిస్మెట్టు ఎందుకొద్దు?
2	292.4	´ëç³ : ¯éMæü$ Cç³šyæþ$ BMæüÍ Ìôý§æþ$, A…§æþ$Mæü$.		పాప: నావ ఇప్పుడు ఆకలి లేదు, అందుకు.
2	320.6	ÔéÆæÿ§æþ : M>ïœ ¡çÜ$Mø…yìþ.		శారద 2. కాఫీ తీసుకోండి.
2	348.6	Æ>Ðèþ* : ¯éMæü$ C…™èþ M>ïœ Ðèþ§æþ$ª.  Mö…^ðþ…		రామా 2 నాకు ఇంత కాఫీ వద్దు. కొంచెం
2	362.6	†Äæý$Å…yìþ.  ç³…^èþ§éÆæÿ Mö…^ðþ… M>ÐéÍ.		తియ్యండి పంచదార కొంచెం కావాలి.
2	376.6	A…™èþÐðþÄæý$ÅMæü…yìþ.  Mö…^ðþ… ^éË$.		అంతవెయ్యకుడి.. కొంచెం చాలు.
2	404.6	ÔóýÚë{¨ : Ò$ ÆæÿÑ A{yæþçÜ$ ^ðþç³µ…yìþ.  ÔéÆæÿ§é!		శేషాద్రి : మీ రవి అడ్రసు చెప్పండి. శారదా!
2	418.8	yðþOÈÌZ ÆæÿÑ A{yæþçÜ$ Æ>Æÿ$$!		డైరీలో రవి అడ్రసు రాయి!
2	446.8	ÔéÆæÿ§æþ : H© Ò$ yðþOÈ?  CMæüPyæþ Ìôý§æþ$.		శారద : ఏదీ మీ డైరీ? ఇక్కడ లేదు.
2	474.8	ÔóýÚë{¨ : Ý÷Ææÿ$Væü$ÌZ E…§óþÐðþ* ^èþ*yæþ$.		శేషాద్రి: సారుగులో ఉందేమో చూడు.
2	503.0	ÔéÆæÿ§æþ : E…¨.  ^ðþç³µ…yìþ Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*!		శారద: ఉంది. చెప్పండి రామారావుగారూ!
2	531.0	Æ>Ðèþ* : 28, ´ùÎçÜ$ õÜtçÙ¯èþ$ Ò¤,		రామా : 28, పోలీసు స్టేషను వీథి
2	545.0	Mö™èþ¢õ³r, Væü$…r*Ææÿ$.		కొత్తపేట, గుంటూరు.
2	573.0	ÔóýÚë{¨ : ÔéÆæÿ§é!  B A{yæþçÜ$ Mìü…§æþ X™èþWÆÿ$$Å.		శేషాద్రి : శారదా! ఆ అడ్రసు కింద గీతగియ్యి.
2	587.4	ËMîü‡!  CMæüP×ìý~…_ M>ïœ Mæüç³š †Æÿ$$Å.		లక్ష్మీ! ఇకృజ్ణించి కాఫీ కప్పు తియ్యి.
2	601.8	B ºËÏÒ$§æþ ò³r$t.		ఆ బల్లమీద పెట్టు.
3	179.8	ÔéÆæÿ§æþ : ËMîü‡!  GMæüPyæþ$¯é²Ðèþ#.  ™ö…§æþÆæÿV>		శారద : లక్ష్మీ! ఎక్కడున్నావు. తొందరగా
3	195.0	Æ>!  Cç³šyæþ$ ç³NË$ MöÄæý$ÅMæü$.		ర. ఇప్పుడు పూలు కొయ్యకు.
3	210.2	Ðèþ$$…§æþ$ Væü$Ìê½ Ððþ$$MæüPËMæü$ ±âæý$Ï		ముందు గులాబీ మొక్కలకు నీళ్లు
3	225.4	´÷Æÿ$$Å. ™èþÆ>Ó™è  ç³NË$ MöÆÿ$$Å.		'పాయ్యి. తర్వాత పూలు కొయ్యి.
3	255.9	´ëç³ : BÆæÿ$¯èþ²ÆæÿMæü$ ¯érMæü… E…¨ Mæü§é,		పాప: ఆరున్నరకు నాటకం ఉంది కదా
3	271.1	¯é¯èþ²V>Ææÿ*!  ºÄæý$ÌôýªÆæÿ…yìþ.		నాన్నగారూ! బయల్దేరండి.
3	301.5	ÔóýÚë{¨ : ™ö…§æþÆæÿ G…§æþ$Mæü$?  Cç³šyæþ$		శేషాద్రి: తొందర ఎందుకు? ఇప్పుడు
3	316.8	I§æþ$¯èþ²Æóÿ!  ÔéÆæÿ§é!  ¯èþ$Ðèþ#Ó Væü*yé		ఐదున్నరే! శారదా! నువ్వు గూడా
3	332.0	ºÄæý$ÌôýªÆæÿ$!  Æ>Ðèþ*Æ>Ðèþ#V>Ææÿ*!  Ò$Ææÿ$		'బయల్లేరు! రామారావ్రగారూ! మీరు.
3	346.1	Mæü*yé Ææÿ…yìþ;  Ðèþ$…_ ¯érMæü….		కూడా రండి; మంచి నాటకం.
3	419.8	gôýº$ÌZ HÐèþ$$…§ø †Æÿ$$Å!		జేబులో వముందో తియ్యి!
3	423.7	Mö…^ðþ… §æþVæüYÆæÿMæü$ Ææÿ…yìþ!		కొంచెం దగ్గరకు రండి!
4	220.3	^èþ*yæþ$ ÒÆðÿÐèþÆø!		'సొరుగులో ఉందేమో చూడు. ఇదుగో
4	220.3	Ý÷Ææÿ$Væü$ÌZ E…§óþÐðþ* ^èþ*yæþ$.C§æþ$Vø		'సొరుగులో ఉందేమో చూడు. ఇదుగో
4	235.6	D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$! D ¼òÜPr$t ±Móü!		ఈ పెట్టెలో ఏముందో చూడు! ఈ బిస్కెట్టు నీకే!
4	250.8	gôýº$ÌZ HÐèþ$$…§ø †Æÿ$$Å!		నాకు ఇప్పుడు ఆకలి లేదు.
4	250.8	¯éMæü$ Cç³šyæþ$ BMæüÍ Ìôý§æþ$.		నాకు ఇప్పుడు ఆకలి లేదు.
4	266.0	ò³sñýtÌZ E…§óþÐðþ* ^èþ*yæþ$.		మొక్కలకు నీళ్లుపాయ్యి.
4	266.0	Ððþ$$MæüPËMæü$ ±âæý$Ï´÷Æÿ$$Å.		మొక్కలకు నీళ్లుపాయ్యి.
4	321.4	D ò³sñýtÌZ HÐèþ$$…§ø ^èþ*yæþ$. D ¼òÜPr$t Mæü*yé ±Móü!		ఈ పెట్టెలో ఏముందో చూడు. ఈ బిస్కెట్టు కూడా నీకే!
4	336.6	Væü¨		రవి
4	336.6	ÆæÿÑ		రవి
