page	y	legacy	rom	te
0	434.3	™é™èþÄæý$Å: í³ËÏË*!  A…§æþÆæÿ* CÌê Ææÿ…yìþ.		తాతయ్య: పిల్లలూ! అందరూ ఇలా రండి.
0	449.5	Ò$Ææÿ…§æþÆæÿ* °¯èþ² ÝëÄæý$…{™èþ… BÆæÿ$		మీరందరూ నిన్నసాయంత్రం ఆరు
0	464.7	Væü…rËMæü$ C…sZÏ E¯é²Æ>?		గంటలకు ఇంట్లో ఉన్నారా?
0	495.1	Vøí³ : ÌôýÐèþ$$ ™é™èþÄæý*Å!  ºÝët…yæþ$		గోపి... లేము తాతయ్యా! బస్టాండు
0	510.4	§æþVæüYÆæÿ JMæü Væü$yìþ E…¨ Mæü§é!		'దగ్గర ఒక గుడి ఉంది కదా!
0	523.8	B Væü$âZå °¯èþ² ¯érMæü… E…¨.		ఆ గుళ్ళో నిన్న నాటకం ఉంది.
0	540.8	Ðóþ$… A…§æþÆæÿ… °¯èþ² AMæüPyæþ		మేం అందరం నిన్న అక్కడ
0	556.0	E¯é²….		ఉన్నాం.
0	586.5	™é™èþÄæý$Å: ºÝët…yæþ$ §æþVæüYÆæÿ Æðÿ…yæþ$ Væü$âæý$å		తాతయ్య: బస్టాండు దగ్గర రెండు గుళ్ళు
0	601.7	E¯é²Æÿ$$.  ¯érMæü… H Væü$âZÏ?		ఉన్నాయి... నాటకం ఏ గుళ్లో?
1	179.8	Vøí³ : ò³§æþª Væü$âZå.		గోపి 2 పెద్ద గుళ్ళ.
1	210.2	™é™èþÄæý$Å: ¯érMæü… G°² Væü…rËMæü$?		తాతయ్య: నాటకం ఎన్ని గంటలకు?
1	240.7	Vøí³ : BÆæÿ$ Væü…rË Ðèþ$$ò³Oü¹ °Ñ$ÚëËMæü$.		గోపి: ఆరు గంటల ముప్ఫై నిమిషాలకు.
1	271.1	™é™èþÄæý$Å: AÆÿ$$™óþ Ò$Ææÿ…§æþÆæÿ* °¯èþ² ÝëÄæý$…{™èþ…		తాతయ్య: అయితే మీరందరూ నిన్న సాయంత్రం
1	286.3	C…sZÏ ÌôýÆæÿ¯èþ²Ðèþ*r.		ఇంట్లో లేరన్నమాట.
1	316.8	Vøí³ : AÐèþ#¯èþ$.		గోపి: అవును.
1	347.2	™é™èþÄæý$Å: AÆÿ$$™óþ Æ>Ðèþ$$ GMæüPyæþ$¯é²yæþ$?		తాతయ్య: అయితే రాము ఎక్కడున్నాడు?
1	377.7	Vøí³ : HÐðþ*!  GMæüPyæþ$¯é²yø!  íÜ°Ðèþ*àÌZÏ		గోపి: ఏమో! ఎక్కడున్నాడో! సినిమాహాల్లో
1	392.9	E¯é²yóþÐðþ*!		ఉన్నాడేమో!
1	423.3	Æ>Ðèþ$$ : Aº§æþ®… Vøï³!  ¯óþ¯èþ$ °¯èþ² E§æþÄæý$…		రాము. : అబద్ధం గోప! నేను నిన్న ఉదయం
1	438.6	C…sZÏ¯óþ E¯é²¯èþ$.  °¯èþ² Ðèþ$«§éÅçßý²…		ఇంట్లోనే ఉన్నాను. నిన్న మధ్యాహ్నం
1	453.8	Mæü*yé C…sZÏ¯óþ E¯é²¯èþ$.		కూడా. ఇంట్లోనే. ఉన్నాను.
1	469.0	ÝëÄæý$…{™èþ… Ðèþ*{™èþÐóþ$ Ìôý¯èþ$.		సాయంత్రం మాత్రమే లేను.
1	499.5	™é™èþÄæý$Å: çÜÆóÿ!  ¯é ç³#çÜ¢Mæü… Ò$ AËÐèþ$ÆæÿÌZ		తాతయ్య: సరే! నా పుస్తకం మీ అలమరలో
1	514.7	E…§é?		ఉందా?
1	545.1	Vøí³ : Ìôý§æþ$.		గోపి : లేదు.
1	575.6	™é™èþÄæý$Å: Ðèþ$Ç GMæüPyæþ$¯èþ²¨?		తాతయ్య: మరి ఎక్కడున్నది?
1	606.0	Vøí³ : HÐðþ*!  GMæüPyæþ$¯èþ²§ø!		గోపి : ఏమో! ఎక్కడున్నదో!
2	179.8	™é™èþÄæý$Å: Æ>Ðèþ$*!  ¯é ç³#çÜ¢Mæü… Ððþ™èþ$Mæü$.  D		తాతయ్య: రామూ! నా పుస్తకం వెతుకు. ఈ
2	194.8	´ëç³ çÜ$»ê¾Æ>Ðèþ# Mæü*™èþ$Ææÿ$ Mæü§æþ*!		పాప సుబ్బారావు కూతురు కదూ!
2	210.0	´ë´ë!  ¯èþ$ÑÓMæüPyæþ$¯é²Ðé?		పాపా! నువ్విక్కడున్నావా?.
2	240.0	Æ>Ðèþ$$ : C§æþ$Vø ™é™èþÄæý*Å! ± ç³#çÜ¢Mæü…		రాము : ఇదుగో తాతయ్యా! నీ పుస్తకం
2	255.1	CMæüPyæþ$…¨.		ఇక్కడుంది.
2	285.1	™é™èþÄæý$Å: GMæüPyæþ?		తాతయ్య: ఎక్కడ?
2	315.3	Æ>Ðèþ$$ : D çÜ…` ç³MæüP¯èþ.		రాము: ఈ సంచీ పక్కన.
2	345.4	ÑfÄæý$: C¨ ™é™èþÄæý$Å ç³#çÜ¢Mæü… M>§æþ$.		విజయ: ఇది తాతయ్య పుస్తకం కాదు.
2	360.4	CMæüPyæþ ™é™èþÄæý$Å ç³#çÜ¢Mæü… Ìôý§æþ$.		ఇక్కడ తాతయ్య పుస్తకం లేదు.
2	390.4	™é™èþÄæý$Å: AÆÿ$$™óþ Ò$Ç§æþªÆæÿ* Ððþ™èþMæü…yìþ.  »êV>		తాతయ్య: అయితే మీరిద్దరూ వెతకండి. బాగా
2	405.6	Ððþ™èþMæü…yìþ.		వెతకండి.
2	435.7	Æ>Ðèþ$$ : B ò³sñýtÌZ E…§óþÐðþ*!		రాము : ఆ పెట్టెలో ఉందేమో!
2	465.7	Vøí³ : AÐèþ#¯èþ$.  ™é™èþÄæý$Å ÐèþçÜ$¢Ðèþ#Ë$ A±²		గోపి. : అవును. తాతయ్య వస్తువులు అన్నీ
2	480.7	B ò³sñýtÌZ¯óþ E¯é²Æÿ$$.		ఆ పెట్టెలోనీ ఉన్నాయి.
2	511.0	Æ>Ðèþ$$ : Vøï³!  ¯èþ$Ðèþ#Ó Mö…^ðþ… ç³MæüPMæü$ fÆæÿ$Væü$.		రాము : గోపీ! నువ్వు కొంచెం పక్కక్షు జరుగు.
2	526.0	C§æþ$Vø ™é™èþÄæý*Å!  ± ç³#çÜ¢Mæü….  D		ఇదుగో తాతయ్యా! నీ పుస్తకం. ఈ
2	541.0	ò³sñýtÌZ¯óþ E…¨.  ¡çÜ$Mø!		పెట్టెలోనే ఉంది. తీసుకో!
2	571.0	Vøí³ : ™é™èþÄæý*Å!  ± ç³#sìýt¯èþÆøk Gç³šyæþ$		గోపి. : తాతయ్యా! నీ పుట్టినరోజు ఎప్పుడు
2	586.3	™é™èþÄæý*Å?		తాతయ్యా?
2	616.5	™é™èþÄæý$Å: ¯èþÐèþ…ºÆæÿ$ BÆø ™éÈMæü$¯èþ.		తాతయ్య: నవంబరు ఆరో తారీకున.
3	179.8	Æ>Ðèþ$$ : B Æøk¯èþ ©´ëÐèþã Mæü§é!		రాము : ఆ రోజున దీపావళి కదా!
3	210.0	™é™èþÄæý$Å: AÐèþ#¯èþ$ ©´ëÐèþã Æøk¯èþ ¯é		తాతయ్య: అవును దీపావళి రోజున నా
3	225.2	ç³#sìýt¯èþÆøk.		పుట్టినరోజు.
3	255.5	Æ>Ðèþ$$ : B ç³#çÜ¢Mæü…ÌZ H… E…¨ ™é™èþÄæý*Å!		రాము : ఆ పుస్తకంలో ఏం ఉంది తాతయ్యా!
