page	y	legacy	rom	te
0	382.4	Ñ§æþ$Å^èþeMìü¢° Ðèþ–£é		విద్యుచ్భక్తిని వృథా
0	406.8	^ðþÄæý$ÅMæü*yæþ§æþ$		చెయ్యకూడదు
0	444.4	Ðèþ*çÙtÆæÿ$ : A…§æþÆæÿ* M>ÏçÜ$Mæü$ Ðèþ^éaÆ>?		'మాష్టరు : అందరూ క్లాసుకు వచ్చారా?
0	474.8	Vøí³ : çÜ$»ê¾Æ>Ðèþ# Æ>Ìôý§æþ…yìþ; ÆæÿÑ Mæü*yé		గోపి. : సుబ్బారావు రాలేదండి; రవి కూడా
0	490.1	Æ>Ìôý§æþ$.  Ðéâæý$å C§æþªÆæÿ* Æ>Ìôý§æþ$.		రాలేదు. వాళ్ళు ఇద్దరూ రాలేదు.
0	520.5	ÑfÄæý$ : Ðèþ*çÙtÆæÿ$V>Ææÿ*!  B M>ÏçÜ$ÌZ ¸ë¯èþ$Ï		విజయ : మాష్టరుగారూ! ఆ క్లాసులో ఫాన్లు
0	535.7	†Ææÿ$Væü$™èþ$¯é²Æÿ$$; ÌñýOr$Ï ÐðþË$Væü$		తిరుగుతున్నాయి; లైట్లు వెలుగు
0	551.0	™èþ$¯é²Æÿ$$.		తున్నాయి.
0	581.4	Ðèþ*çÙtÆæÿ$ : AMæüPyæþ GÐèþÆæÿ$¯é²Ææÿ$?		'మాష్టరు : అక్కడ ఎవరున్నారు?
0	611.9	ÑfÄæý$: GÐèþÆæÿ*ÌôýÆæÿ$.		విజయ: ఎవరూలేరు.
1	179.4	Ðèþ*çÙtÆæÿ$ : AÆÿ$$™óþ B ÌñýOr$Ï, B ¸ë¯èþ$Ï		'మాష్టరు : అయితే ఆ లైట్లు, ఆ ఫాన్లు
1	194.0	†Æÿ$$Å.  Ðèþ$¯èþ… Ñ§æþ$Å^èþeMìü¢°		తియ్యి. మనం విద్యుచ్భక్తిని
1	208.6	Ðèþ–£é ^ðþÄæý$ÅMæü*yæþ§æþ$.		వృథా చెయ్యకూడదు.
1	237.8	ÆæÿÑ : Ðèþ*çÙtÆæÿ$V>Ææÿ*!  ¯óþ¯èþ$ ÌZç³ÍMìü		రవి. : మాష్టరుగారూ! నేను లోపలికి
1	252.6	Æ>Ðèþ^éa?		రావచ్చా?
1	281.8	Ðèþ*çÙtÆæÿ$ : Æ>!  AMæüPyæþ Ððþ*çßý¯Œþ H…		'మాష్టరు : రా! అక్కడ మోహన్‌ ఏం
1	296.4	^óþçÜ$¢¯é²yæþ$?		చేస్తున్నాడు?
1	325.7	ÆæÿÑ : MìüsìýMîüÌZ°…_ Æøyæþ$z ÐðþOç³#		రవి. : కిటికీలోనించి రోడ్డు వైపు
1	340.3	^èþ*çÜ$¢¯é²yæþ$.		చూస్తున్నాడు.
1	369.5	Ðèþ*çÙtÆæÿ$ : Æøyæþ$zÒ$§æþ HÐèþ$$¯èþ²¨?		'మాష్టరు : రోడ్డుమీద ఏమున్నది?
1	398.7	ÆæÿÑ : Æøyæþ$z Ò$§æþ f¯èþ… Væü$Ñ$Væü*yæþ$™èþ$¯é²Ææÿ$.		రవి. : రోడ్డు మీద జనం గుమిగూడుతున్నారు.
1	427.9	Ðèþ*çÙtÆæÿ$ : G…§æþ$Mæü$?		'మాష్టరు : ఎందుకు?
1	457.4	ÆæÿÑ : AMæüPyæþ H§ø Ñ…™èþ fÆæÿ$Væü$™ø…¨.  JMæü		రవి. : అకడ ఏదో వింత జరుగుతోంది. ఒక
1	472.0	A»ê¾Æÿ$$ M>Æÿ$$™éË™ø ÆæÿMæüÆæÿM>Ë		అబ్బాయి కాయితాలతో రకరకాల
1	486.6	ç³NË$ ™èþÄæý*Ææÿ$ ^óþçÜ$¢¯é²yæþ$.		పూలు తయారు చేస్తున్నాడు.
1	515.8	Ðèþ*çÙtÆæÿ$ : Ððþ*çßý¯Œþ!  Ñ…™èþ ™èþÆ>Ó™èþ ^èþ*yæþ-&		'మాష్టరు : మోహన్‌! వింత తర్వాత చూడ-
1	530.4	Ðèþ^èþ$a. Ðèþ$$…§æþ$ ´ëuæÿ… Ñ¯èþ$.		వచ్చు. ముందు పాఠం విను.
1	545.0	í³ËÏË*!  Ò$Ææÿ…§æþÆæÿ* sìýç³š çÜ$Ìê¢¯Œþ		పిల్లలూ! మీరందరూ టిప్పు సుల్తాన్‌
1	559.6	íÜ°Ðèþ* ^èþ*ÔéÆ>?		సినిమా చూశారా?
1	588.8	í³ËÏË$: ^èþ*Ôé… ÝëÆŠÿ.		పిల్లలు: చూశాం సార్‌.
1	618.3	ÑfÄæý$: ¯óþ¯èþ$ ^èþ*yæþÌôý§æþ…yìþ.		విజయ: నేను చూడలేదండి.
2	179.8	Ðèþ*çÙtÆæÿ$ : ^éÌê Ðèþ$…_ íÜ°Ðèþ*.  ^èþ*yæþ$.		'మాష్టరు : చాలా మంచి సినిమా. చూడు.
2	195.0	A…§æþÆæÿ* çßZÐŒþ$ÐèþÆŠÿP ^óþÔéÆ>?  BÆø		అందరూ హోమ్‌వర్క్‌ చరా? ఆరో
2	210.2	´ëuæÿ… ^èþ¨ÐéÆ>?		పాఠం చదివారా?
2	240.7	Vøí³ : ¯óþ¯èþ$ çßZÐŒþ$ÐèþÆŠÿP ^ðþÄæý$ÅÌôý§æþ$ ÝëÆŠÿ.		గోపి : నేను హోమ్‌వర్క్‌ చెయ్యలేదు సార్‌.
2	255.9	´ëuæÿ… ^èþ¨Ðé¯èþ$.		పాఠం చదివాను.
2	286.3	ÑfÄæý$: ¯óþ¯èþ$ ´ëuæÿ… ^èþ§æþÐèþÌôý§æþ$ Ðèþ*çÙtÆæÿ$		విజయ: నేను పాఠం చదవలేదు మాష్టరు
2	301.5	V>Ææÿ*!  Ðèþ* ¯é¯èþ²V>Ææÿ$ ç³#çÜ¢Mæü…		గారూ! మా నాన్నగారు పుస్తకం
2	316.8	Mö¯èþÌôý§æþ$.  Cç³šyæþ$ B ç³#çÜ¢M>Ë$		కొనలేదు. ఇప్పుడు ఆ పుస్తకాలు
2	332.0	§öÆæÿMæür… Ìôý§æþ…yìþ.		దొరకటం లేదండి.
2	362.4	Ðèþ*çÙtÆæÿ$ : AÌêV>!  ò³§æþªºgêÆæÿ$ÌZ JMæü ç³#çÜ¢M>Ë		మాస్టరు : అలాగా! పెద్దబజారులో ఒక పుస్తూల
2	377.7	Mör$t…¨.  AMæüPyæþ AyìþV>Æ>?þ		కొట్టుంది. అక్కడ అడిగారా?
2	408.1	ÑfÄæý$: AMæüPyìþMìü ÐðþâæýåÌôý§æþ…yìþ.		విజయ: అక్కడికి వెళ్ళలేదండి.
2	438.6	ÆæÿÑ : B ç³#çÜ¢M>Ë$ C…M> Ðèþ*ÆðÿPr$tÌZMìü		రవి: ఆ ప్రస్తకాలు ఇంకా మార్కెట్టులోకి
2	453.8	Æ>Ìôý§æþ$ ÝëÆŠÿ.		రాలేదు సార్‌.
2	484.2	Ðèþ*çÙtÆæÿ$ : çÜÆóÿ!  Ò$Mæü$ ¯óþ¯èþ$ C…™èþMæü$ Ðèþ$$…§æþ$		'మాష్టరు : సరే! మీకు నేను ఇంతకు ముందు
2	499.5	}Ææÿ…Væüç³r²… Væü$Ç…_ ^ðþ´ëµ¯é?		శ్రీరంగపట్నం గురించి చెప్పానా?
2	529.9	ÆæÿÑ : Ò$Ææÿ$ ^ðþç³µÌôý§æþ$ ÝëÆŠÿ!  ^èþÇ{™èþ		రవి: మీరు చెప్పలేదు సార్‌! చరిత్ర
2	545.1	Ðèþ*çÙtÆæÿ$V>Ææÿ$ ^ðþ´ëµÆæÿ$.		'మాష్టరుగారు చెప్పారు.
2	575.6	Ðèþ* : Ò$Ææÿ$ }Ææÿ…Væüç³r²… ^èþ*ÔéÆ>?		మా 2 మీరు శ్రీరంగపట్నం చూశారా?
2	606.0	ÆæÿÑ : ^èþ*yæþÌôý§æþ$ ÝëÆŠÿ.		రవి. : చూడలేదు సార్‌.
3	179.8	Ðèþ* : GË$Ï…yìþ B¨ÐéÆæÿ… Ðèþ$¯èþ… A…§æþÆæÿ…		మా. : ఎల్లుండి ఆదివారం మనం అందరం
3	195.0	}Ææÿ…Væüç³r²… Ððþâêª….		శ్రీరంగపట్నం వెళ్టాం.
3	252.8	ÔèýÆæÿÃ : ÆæÿÒ!  Cç³šyé çÜ*PrÆæÿ$ MæüyæþVæür…?		శర్మ 2 రవీ! ఇప్పుడా స్కూటరు కడగటం?
3	283.3	ÆæÿÑ : CÐóþÓâæý B¨ÐéÆæÿ… Væü§é?		రవి. : ఇవ్వేళ ఆదివారం గదా?
3	313.7	ÔèýÆæÿÃ : ¯óþ°ÐóþÓâæý }Ææÿ…Væüç³r²… Ððþâêª…		శర్మ: నేనివ్వేళ శ్రీరంగపట్నం వెళ్దాం
3	328.9	A¯èþ$Mæü$…r$¯é²¯èþ$.  ¯èþ$Ðèþ#Ó Væü*yé		అనుకుంటున్నాను. నువ్వు గూడా
3	344.2	Æ>Æ>§æþ*!		'రారాదూ!
3	374.6	ÆæÿÑ : çÜ*PrÆæÿ$ Ò$§é?		రవి: స్కూటరు మీదా?
3	405.1	ÔèýÆæÿÃ : AÐèþ#¯èþ$.		శర్మ: అవును.
3	435.5	ÆæÿÑ : ¯éMæü$ Mæü*yé }Ææÿ…Væüç³r²… ^èþ*§éª…		రవి. : నాకు కూడా శ్రీరంగపట్నం చూద్దాం
3	450.7	A° E…¨.  M>° D B¨ÐéÆæÿ…		అని ఉంది. కాని ఈ ఆదివారం
3	465.9	àÆÿ$$V> C…sZÏ E…§é… A¯èþ$&		హాయిగా ఇంట్లో ఉందాం అను-
3	481.2	Mæü$…r$¯é²¯èþ$.  ¯óþ¯èþ$ C…™èþÐèþÆæÿMæü*		కుంటున్నాను. నేను ఇంతవరకూ.
3	496.4	}Ææÿ…Væüç³r²… ^èþ*yæþÌôý§æþ$.		శ్రీరంగపట్నం చూడలేదు.
3	526.8	ÔèýÆæÿÃ : ¯èþ$ÑÓ…™èþÐèþÆæÿMæü* }Ææÿ…Væüç³r²…		శర్మ: నువ్వింతవరకూ శ్రీరంగపట్నం
3	542.1	^èþ*yæþÌôý§é? AÆÿ$$™óþ ºÄæý$ÌôýªÆæÿ$.		చూడలేదా? అయితే బయల్లేరు.
3	572.5	ÆæÿÑ : M>§æþ$.  CÐóþÓâæý Ðèþ$¯èþ… }Ææÿ…Væüç³r²…		రవి. : కాదు. ఇవ్వేళ మనం శ్రీరంగపట్నం
3	587.7	ÐðþâæýåÐèþ§æþ$ª.  lMæü$ Ððþâêª….		వెళ్ళవద్దు. జూకు వెళ్దాం.
3	618.2	ÔèýÆæÿÃ : H…?		శర్మ ఏం?
4	179.4	ÆæÿÑ : CÐóþÓâæý }Ææÿ…Væüç³r²…ÌZ H§ø		రవి: ఇవ్వేళ శ్రీరంగపట్నంలో ఏదో
4	194.2	E™èþÞÐèþ… fÆæÿ$Væü$™ø…¨.  f¯èþ…		ఉత్సవం జరుగుతోంది. జనం
4	208.8	^éÌê Ðèþ$…¨ ÐèþÝë¢Ææÿ$.  B f¯èþ…ÌZ		చాలా మంది వస్తారు. ఆ జనంలో
4	223.6	Ððþâæýår… MæüçÙt….		వెళ్ళటం కష్టం.
4	253.0	ÔèýÆæÿÃ : çÜÆóÿ!  CÐóþÓâæý l ^èþ*§éª….  Ðèþ*		శర్మ ౨ సరే ఇవ్వేళజూచూద్దా. మా
4	267.6	BÑyæþ Væü*yé ÐèþçÜ$¢¯èþ²¨.  Ò$ BÑyæþ¯èþ$		ఆవిడ గూడా స్తున్నది. మీ ఆవిడను
4	282.5	Mæü*yé ¡çÜ$Mæü$ Æ>Æ>§æþ*!		కూడా తీసుకు రారాదూ!
