page	y	legacy	rom	te
0	434.9	MæüÐèþ$Ë : ÆæÿÒ! B Mø†° ^èþ*yæþ$.  B MöÐèþ$Ã		కమల : రవీ! ఆ కోతిని చూడు. అఆ కొమ్మ
0	449.7	Ò$¨ °…_ D MöÐèþ$ÃÒ$¨Mìü D		మీది నించి ఈ కొమ్మమీదికి ఈ
0	464.5	MöÐèþ$ÃÒ$¨°…_ B MöÐèþ$ÃÒ$¨Mìü		కొమ్మమీదినించి ఆ కొమ్మమీదికి
0	479.3	§æþ*Mæü$™ø…¨.  D Ðèþ*Ñ$yìþ ™ør		'దూకుతోంది. ఈ మామిడి తోట
0	494.1	GÐèþ-Ç-¨?		ఎవరిది?
0	523.8	ÆæÿÑ : Ðèþ*§óþ.  Ò$Mæü$ Ðèþ*Ñ$yìþ M>Äæý$Ë$		రవి. మాదే. మీకు మామిడి కాయలు
0	538.6	M>ÐéÌê?		కావాలా?
0	568.2	ÑÐèþ$Ë : ¯éMæü$ JMæü M>Äæý$ ^éË$.		విమల : నాకు ఒక కాయ చాలు.
0	597.8	MæüÐèþ$Ë : ¯èþ$Ðèþ#Ó ^ðþr$t GMæü$P ÆæÿÒ!		కమల : నువ్వు చెట్టు ఎక్కు రవీ!
0	612.5	M>Äæý$Ë$ MöÆÿ$$Å.		కాయలు కొయ్యి.
1	179.6	Ððþ*çßý¯Œþ : ¯óþ¯èþ$ GMæü$P™èþ$¯é²¯èþ$.		మోహన్‌ : నేను ఎక్కుతున్నాను.
1	209.0	ÆæÿÑ : gê{Væü™èþ¢!  Ððþ$ËÏV> GMæü$P.  B MöÐèþ$Ã¯èþ$		రవి. : జాగ్రత్త మెల్లగా ఎక్కు ఆ కొమ్మను
1	223.8	Fç³#.		ఊపు.
1	253.4	Ððþ*çßý¯Œþ : Fç³#™èþ$¯é²¯èþ$.		మోహన్‌ : ఊపుతున్నాను.
1	283.1	ÆæÿÑ : H MöÐèþ$Ã¯èþ$ Fç³#™èþ$¯é²Ðèþ#?  B		రవి : ఏ కొమ్మను ఊపుతున్నావు ఆ
1	297.9	_¯èþ² MöÐèþ$ÃMæü$ Ðèþ*Ñ$yìþ M>Äæý$Ë$		చిన్న కొమ్మకు మామిడి కాయలు,
1	312.7	ÌôýÐèþ#.  B ò³§æþª MöÐèþ$Ã¯èþ$ Fç³#.		లేవు. ఆ పెద్ద కొమ్మను ఊపు.
1	342.3	Ððþ*çßý¯Œþ : çÜÆóÿ, M>Äæý$Ë$ Æ>Ë$™èþ$¯é²Äæý*?		మోహన్‌ : సర్కే కాయలు రాలుతున్నాయా?.
1	371.8	ÑÐèþ$Ë : B! Æ>Ë$™èþ$¯é²Æÿ$$.		విమల : ఆ! రాలుతున్నాయి.
1	401.4	Ððþ*çßý¯Œþ : M>Äæý$Ë±² Ò$Ææÿ$ HÆæÿ$™èþ$¯é²Æ>?		మోహన్‌ : కాయలన్నీ మీరు ఏరుతున్నారా?
1	431.0	MæüÐèþ$Ë : B HÆæÿ$™èþ$¯é²….		కమల : ఆ ఏరుతున్నాం.
1	460.6	Ððþ*çßý¯Œþ : GÐèþÆæÿ$ HÆæÿ$™èþ$¯é²Ææÿ$?		మోహన్‌ : ఎవరు ఏరుతున్నారు?
