page	y	legacy	rom	te
0	380.8	Ò$ ™èþÐèþ$$Ãyæþ$ ç³È„æü		మీ తమ్ముడు పరీక్ష
0	407.3	´ëçÜ-Äæý*Å-yé?		పాసయ్యాడా?
0	448.0	ÑÐèþ$Ë : MæüÐèþ$Ìê! ± §æþVæüYÆæÿ òÜO¯èþ$Þ ç³#çÜ¢Mæü…		విమల. : కమలా! నీ దగ్గర సైన్సు పుస్తకం
0	463.9	E…§é?		ఉందా?
0	496.2	MæüÐèþ$Ë : E…¨. A¨ ÌñýO{ºÈ¨. G…§æþ$Mæü$?		కమల. : ఉంది. అది లైబ్రరీది. ఎందుకు?
0	528.5	ÑÐèþ$Ë : ¯é ç³#çÜ¢Mæü… GÐèþÆø ¡çÜ$Mæü$¯é²Ææÿ$.		విమల. : నా పుస్తకం ఎవరో తీసుకున్నారు.
0	544.6	GÐèþÇMìü C^éa¯ø Væü$Ææÿ$¢Æ>Ðèþr…		ఎవరికి ఇచ్చానో గుర్తురావటం
0	560.7	Ìôý§æþ$. JMæüÝëÇ B ç³#çÜ¢Mæü…		లేదు. ఒకసారి ఆ పుస్తకం
0	576.9	CÝë¢Ðé?		ఇస్తావా?
0	609.1	MæüÐèþ$Ë : C…M> ¯óþ¯èþ$ ^èþ§æþÐèþr… ç³NÇ¢		కమల. : ఇంకా నేను చదవటం పూర్తి
0	625.3	M>Ìôý§æþ$. çÜVæü… AÆÿ$$…¨. CÐéÓâæý		కాలేదు. సగం అయింది. ఇవ్వాళ
0	641.6	Mö…™èþ AÐèþ#™èþ$…¨.		కొంత అవుతుంది.
1	160.6	ÑÐèþ$Ë : ÆøkMæü$ G°² õ³iË$ ^èþ§æþ$Ðèþ#™èþ$&		విమల. : రోజుకు ఎన్ని పేజీలు చదువుతు-
1	177.1	¯é²Ðèþ#?		న్నావు?
1	210.3	MæüÐèþ$Ë : ç³¨. A…™èþMæü…sôý GMæü$PÐèþ M>Ðèþr…		కమల. : పది. అంతకంటే ఎక్కువ కావటం
1	226.9	Ìôý§æþ$.		లేదు.
