page	y	legacy	rom	te
0	388.0	ÔèýÆ>Ã!  ±Mæü$ ÐðþÄôý$Åâæýå		శర్మా! నీకు వెయ్యేళ్ళ
0	414.6	BÄæý$$çÙ$Û!		ఆయుష్షు!
0	455.5	MæüÐèþ$Ë : A¯èþ²Äæý*Å!  AÌêÆæÿ… Ððþ*Væü$™èþ$&		కమల : అన్నయ్యా! అలారం మోగుతు-
0	472.1	¯èþ²¨.  Ñ°í³…^èþr… Ìôý§é, Æÿ$$…M>		న్నది. వినిపించటం లేదా, యింకా
0	488.7	ÌôýÐèþÌôý§æþ$?  ™ö…§æþÆæÿV> Ìôý!  ÆðÿOË$Mæü$		లేవలేదు? తొందరగా లే! రైలుకు
0	505.3	sñýOÐèþ$$ AÐèþ#™èþ$¯èþ²¨.		టైము అవుతున్నది.
0	538.4	ÆæÿÑ : sñýOÐèþ$$ AÆÿ$$™óþ ÔèýÆæÿÃ í³Ë$Ýë¢¯èþ¯é²yæþ$.		రవి. : టైము అయితే శర్మ పిలుస్తానన్నాడు.
0	555.0	C…M> í³ËÐèþÌôý§æþ$.		ఇంకా పిలవలేదు.
0	588.1	MæüÐèþ$Ë : A™èþ¯èþ$ Ðèþ$Ça´ùÄæý*yóþÐðþ*!		కమల :_ అతను మర్చిపోయాడేమో!
0	604.7	¯èþ$Ðèþ#Ó Ìôý!  ç³âæý$å™øÐèþ$$Mø!		నువ్వు లే! పళ్ళుతోముకో!
0	621.3	C§æþ$Vø {ºçÙ$Û ¯éÍMæüº§æþª!		ఇదుగో బ్రష్హు నాలికబద్ద!
1	160.6	ÆæÿÑ : JMæü ç³¯èþ$²  ¯ðþí³µV> E…¨.  {ºçÙ$Û		రవి. : ఒకపన్ను నెప్పిగా ఉంది. బ్ర
1	177.1	Ðèþ§æþ$ª.  ç³âæýå´÷yìþ CÐèþ#Ó.		వద్దు. పళ్ళపాడి ఇవ్వు.
1	210.3	MæüÐèþ$Ë : C§æþ$Vø!  rÐèþË$ B §æþ…yðþ… Ò$§æþ		కమల : ఇదుగో! టవలు ఆ దండెం మీద
1	226.9	E…¨.  ¡çÜ$Mø.		ఉంది... తీసుకో.
1	260.0	ÆæÿÑ : D rÐèþË$ ™èþyìþV> E…¨.  ´÷yìþ		రవి : ఈ టవలు తడిగా ఉంది. పొడి
1	276.6	rÐèþË$ ¡çÜ$Mæü$Æ>!		టవలు తీసుకురా!
1	309.7	MæüÐèþ$Ë : ™èþyìþíÜ…§é?  Ìôý§æþ$.  GMæü$PÐèþ		కమల : తడిసిందా? లేదు. ఎక్కువ
1	326.3	™èþyæþÐèþÌôý§æþ$.  ¡çÜ$Mø!		తడవలేదు. తీసుకో!
1	359.5	ÆæÿÑ : D ç³âæýå´÷yìþ GMæüPyìþ¨?		రవి: ఈ పళ్ళపాొడి ఎక్కడిది?
1	392.6	MæüÐèþ$Ë : °¯èþ² C…sìý Ðèþ$$…§æþ$Mæü$ ÐèþõÜ¢ AÐèþ$Ã		కమల : నిన్న ఇంటి ముందుకు వస్తే అమ్మ
1	409.2	Mö¯èþ²¨.  ç³…sìý ¯ðþí³µMìü Ðèþ$…_¨		కొన్నది. పంటి నెప్పికి మంచిది
1	425.8	A¯é²yæþ$.		అన్నాడు.
1	458.9	ÆæÿÑ : ÔèýÆæÿÃ Æÿ$$…M> Æ>Ìôý§æþ$.  ¯óþ¯èþ$ Cç³šyæþ$		రవి: శర్మయింకా రాలేదు. నేను ఇప్పుడు
1	475.5	Ððþâæýår… GsêÏ?		వెళ్ళటం ఎట్లా?
1	508.6	MæüÐèþ$Ë : A™èþ¯èþ$ ÐèþõÜ¢V>° ¯èþ$Ðèþ#Ó ÐðþâæýåÐé?		కమల : అతను వస్తేగాని నువ్వు వెళ్ళవా?
1	541.8	ÆæÿÑ : Ðéyæþ$ ÐèþõÜ¢¯óþ Ððþâê¢¯èþ$.  Æ>Mæü´ù™óþ		రవి: వాడు వస్తేనే వెళ్తాను. రాకపోతే
1	558.4	Ððþâæýår… A¯èþÐèþçÜÆæÿ….  Ðéyæþ$		వెళ్ళటం అనవసరం. వాడు
1	574.9	ÐèþõÜ¢V>° ¯é ç³° fÆæÿVæü§æþ$.		వస్తేగాని నా పని జరగదు.
1	608.1	MæüÐèþ$Ë : Ayæþ$Vø ÔèýÆæÿÃ Ðèþ^éayæþ$.  ÔèýÆ>Ã ±Mæü$		కమల : అడుగో శర్మ వచ్చాడు. శర్మా నీకు
1	624.7	ÐðþÄôý$Åâæýå BÄæý$$çÙ$Û.		వెయ్యేళ్ళ ఆయుష్షు.
2	205.6	ÆæÿÑ í³ËÐèþÌôý§æþ$; ÔèýÆæÿÃ í³Í^éyæþ$.		నువ్వు అడిగితేగాని నేను చెప్పను.
2	205.6	¯èþ$Ðèþ#Ó AyìþW™óþV>° ¯óþ¯èþ$ ^ðþç³µ¯èþ$.		నువ్వు అడిగితేగాని నేను చెప్పను.
2	222.2	Æ>Ðèþ# ™èþyæþÐèþÌôý§æþ$; Ððþ*çßý¯Œþ ™èþyìþÔéyæþ$.		నువ్వు అడిగితేనే నేను చెప్తాను.
2	222.2	¯èþ$Ðèþ#Ó AyìþW™óþ¯óþ ¯óþ¯èþ$ ^ðþ´ë¢¯èþ$.		నువ్వు అడిగితేనే నేను చెప్తాను.
