page	y	legacy	rom	te
0	441.8	´ëç³ : C¨ fÐèþçßýÆŠÿÌêÌŒý ¯ðþ{çßý* ¸ùsZ.		పాప : ఇది జవహర్‌లాల్‌ నెహ్రూ ఫోటో
0	493.5	DÄæý$¯èþ ™èþ…{yìþ õ³Ææÿ$ Ððþ*¡ÌêÌŒý.	īyana taṁḍri pēru mōtīlāl.	ఈయన తండ్రి పేరు మోతీలాల్‌:
0	545.3	™èþÍÏ õ³Ææÿ$ çÜÓÆæÿ*ç³Æ>×ìý.	talli pēru svarūparāṇī.	తల్లి పేరు స్వరూపరాణి.
0	595.8	MæüÐèþ$Ë fÐèþçßýÆŠÿÌêÌŒý ¯ðþ[çßý* ¿êÆæÿÅ.	kamala javaharlāl nehrū bhārya.	కమల జవహర్‌లాల్‌ నెహ్రూ భార్య.
1	180.0	C…¨Ææÿ fÐèþçßýÆŠÿÌêÌŒý¯ðþ{çßý* Mæü*™èþ$Ææÿ$.	iṁdira javaharlāl nehrū kūturu.	ఇందిర జవహర్‌లాల్‌నెహ్రూ కూతురు.
1	232.7	BÐðþ$ Ððþ*¡ÌêÌŒý Ðèþ$¯èþÐèþÆ>Ë$.	āme mōtilāl manavarālu.	ఆమె మోతీలాల్‌ మనవరాలు.
1	285.5	BÐðþ$ ¿æýÆæÿ¢ õ³Ææÿ$ íœÆøgŒýV>…«©.	āme bharta pēru firōz gāṁdhi.	ఆమె భర్త పేరు ఫిరోజ్‌గాంధీ.
1	338.3	Æ>iÐŒþ C…¨Æ>V>…«© Möyæþ$Mæü$.	rājīv iṁdirāgāṁdhī koḍuku.	రాజీవ్‌ ఇందిరాగాంధీ కొడుకు.
1	391.0	BÄæý$¯èþ ¯ðþ{çßý* Ðèþ$¯èþÐèþyæþ$.	āyana nehrū manavaḍu.	ఆయన నెహ్రా మనవడు.
1	442.6	Æ>Ðèþ$Ðèþ$*Ç¢ : Æ> Ñ¯ø§Šþ! C§óþ ¯é		రామమూర్తి : రా వినోద్‌! ఇదేనా
1	458.2	õÜ²íßý™èþ$yìþ CË$Ï.		స్నేహితుడి ఇల్లు.
1	551.6	Ñ¯ø§Šþ : D ´ëç³ GÐèþÆæÿ$? ± õÜ²íßý™èþ$yìþ		వినోద్‌ : ఈ పాప ఎవరు? నీ స్నేహితుడి
1	567.0	Mæü*™èþ$Æ>?	vinōd : ī pāpa evaru? nī snēhituḍi	కూతురా?
2	178.7	Æ>Ðèþ$ : AÐèþ#¯èþ$. Mæü*Æøa!	rāma : avunu. kūrcō.	రామ : అవును. కూర్చో!
2	233.5	Ñ¯ø§Šþ : ´ë´ë! A¨ H… ç³#çÜ¢Mæü…?	vinōd : pāpā! adi ēṁ pustakaṁ?	వినోద్‌ : పాపా! అది ఏం పుస్తకం?
2	288.3	´ëç³ : C¨ ¯é ™ðþË$Væü$ ç³#çÜ¢MæüÐèþ$…yîþ!		పాప: ఇది నా తెలుగు పుస్తకమండీ!
2	301.9	A¨ C…XÏçÙ$ ç³#çÜ¢Mæü….	pāpa : idi nā telugu pustakamaṁḍī.	అధి ఇంగ్లీషు పుస్తకం,
2	384.1	Ñ¯ø§Šþ : §é° õ³ÆóÿÑ$sìý?	vinōd : dāni pērēmiṭi?	వినోద్‌ : దాని పేరేమిటి?
2	438.9	´ëç³ : §óþ° õ³Ææÿ…yîþ?	pāpa : dēni pēraṁḍī?	పాప : దేన్ని పేరండీ?
2	493.7	Ñ¯ø§Šþ : ©° õ³Ææÿ$.	vinōd : dīni pēru.	వినోద్‌ : దిన్ని పేరు.
2	548.5	´ëç³ : ™ðþË$Væü$ ç³#çÜ¢Mæü… õ³Æ>?		పాప : తెలుగు పుస్తకం పేరా?
2	562.3	©° õ³Ææÿ$  fÐèþçßýÆŠÿ  A…yîþ!	pāpa : telugu pustakaṁ pērā?	దీని పేరు “జవహర్‌' అండీ!
3	179.8	Ñ¯ø§Šþ : AÌêV>! C¨ GÐèþÇ ç³#çÜ¢Mæü…?	vinōd :alāgā! idi evari pustakaṁ?	వినోద్‌ : అలాగా! ఇది ఎవరి పుస్తకం?
3	240.6	´ëç³ : C¨ ¯é ç³#çÜ¢Mæü… M>§æþ…yîþ!		పాప: ఇది నా పుస్తకం కాదండీ!
3	255.9	C¨ ¯é õÜ²íßý™èþ$Æ>Í ç³#çÜ¢Mæü….		ఇది నా స్నేహితురాలి పుస్తకం.
3	347.2	Ñ¯ø§Šþ : ± õÜ²íßý™èþ$Æ>Í õ³ÆóÿÑ$sìý?	vinōd :nī snēhiturāli pērēmiṭi?	వినోద్‌ : నీ స్నేహితురాలి పేరేమిటి?
