page	y	legacy	rom	te
0	374.5	Ò$Ææÿ$ ÑÐéçßý…		మీరు వివాహం
0	401.0	^óþçÜ$MøMæü´ùÐèþsê°Mìü M>Ææÿ×ý…?		చేసుకోకపోవటానికి కారణం?
0	465.4	¯óþ¯èþ$ Æ>íÜ¯èþ Mæü£æþ §óþ°Mîü A¯èþ$Ðé§æþÐèþ$* A¯èþ$MæüÆæÿ×ê M>§æþ° àÒ$ ç³{™èþ… Æ>íÜ_a¯é		నేను రాపైన కథ దేనికీ అనువాదమూ అనుకరణా కాదని హామీ పత్రం రాప్రిచ్చినా
0	477.3	Ò$Ææÿ$ ¯èþÐèþ$ÃMæü´ù™óþ GÌêVæü…yîþÿ!		మీరు నమ్మకపోతే ఎలాగండీ !
1	165.3	gôýº$ÌZ I§æþ$ Ðèþ…§æþË Ææÿ*´ëÄæý$Ë ¯ør$		జేబులో ఐదు వందల రూపాయల నోటు.
1	176.8	CÐéÓâæýVæü*yé K Äæý*¿ñýO QÆæÿ$a ò³rt°ÐèþÓ…yìþ. Ðèþ*ÆæÿaMæü$…yé Ðèþ$*yæþ$ ÆøkË¯èþ$…` ± ^óþ™èþ		
1	188.7	B ¯ør$ AÌêVóü C§æþ$ªÆæÿ$V>°! QÆæÿ$a ò³sìýtçÜ$¢¯é²¯èþ$ ´ëç³…! G…™èþ AÆÿ$$…¨?		
1	397.8	C§æþ$Vø! B VæüyìþÄæý*Æ>°Mìü		ఇదుగో! ఆ గడెయారానికి
1	409.9	B¨ÐéÆæÿ… Mîü CÐéÓÍ. Ðé_Mìü		ఆదివారం క్షీ ఇవ్వాలి. వాచికి
1	421.9	Æ>{†ç³Nr Mîü CÐéÓÍ.		రాత్రిపూట కీ ఇవ్వాలి.
1	433.8	™ðþÍíÜ…§é!		తెలిసిందా!
1	488.1	"""""Ò$Ç…™èþ ÐèþÆæÿMæü* ÑÐéçßý… ^óþçÜ$MøMæü"		“మీరింత వరకూ వివాహం చేసుకోక
1	500.1	´ùÐèþsê°Mìü M>Ææÿ×ý…?''		'పోవటొనికి కారణం?”
1	515.3	"""""¯é ¯èþr iÑ™èþ…ÌZ Æðÿ…yö…§æþË _{™éËÌZ"		“వా నట జీవితంలో రెండొందల చిత్రాలలో
