page	y	legacy	rom	te
0	434.7	Vøí³ : ÆæÿÒ! CMæüPyóþ… ^óþçÜ$¢¯é²Ðèþ#?		గోపి : రవీ! ఇక్కడేం చేస్తున్నావు?
0	463.5	ÆæÿÑ : Ðèþ*Ñ$yìþ ç³âæý$Ï MøçÜ$¢¯é²¯èþ$. HÑ$sìý		రవి. మామిడి పళ్లు కోస్తున్నాను. ఏమిటి
0	477.9	B çÜ…`? A…§æþ$ÌZ HÐèþ$$…¨?		ఆ సంచీ? అందులో ఏముంది?
0	506.7	Vøí³ : HÒ$Ìôý§æþ$.  Rêä çÜ…`.  ¯éMæü$		గోపి : ఏమీలేదు. ఖాళి సంచీ. నాకు
0	520.9	Væü*yé JMæü ç³…yæþ$ CÐèþ#Ó.		గూడా ఒక పండు ఇవ్వు.
0	549.7	ÆæÿÑ : ¡çÜ$Mø!  ¯èþ$Ðèþ#Ó »ñýOsìýMìü Ððþâæý$¢¯é²Ðé?		రవి. : తీసుకో! నువ్వు బైటికి వెళ్తున్నావా?
0	578.6	Vøí³ : Ìôý§æþ$.  A§æþ$Vø ^èþ*yæþ$!  B ç³…yæþ$		గోపి : లేదు. అదుగోచూడు! ఆపండు
0	593.0	^éÌê »êVæü$…¨.  A¨ MöÆÿ$$Å.		చాలా బాగుంది. అది కొయ్యి.
0	607.2	HÑ$sìý »ôýÏyæþ$™ø MøçÜ$¢¯é²Ðé?  Mæü†¢		ఏమిటి బ్లేడుతో కోస్తున్నావా? కత్తి
0	621.6	E…¨ Mæü§é!		ఉంది కదా!
1	179.4	ÆæÿÑ : Mæü†¢Mìü ç³§æþ$¯èþ$ Ìôý§æþ$.		రవి. : కత్తికి పదును లేదు.
1	208.8	Vøí³ : Ò$ ™èþÐèþ$$Ãyæþ$ ÌZç³Ë H… ^óþçÜ$¢¯é²yæþ$?		గోపి : మీతమ్ముడు లోపల ఏం చేస్తున్నాడు?
1	238.2	ÆæÿÑ : çßýÇMìü E™èþ¢Ææÿ… Æ>çÜ$¢¯é²yæþ$.  ™èþË$ç³#		రవి. : హరికి ఉత్తరం రాస్తున్నాడు. తలుపు
1	253.0	Mör$t.  Ðéyæþ$ ± MøçÜÐóþ$ G§æþ$Ææÿ$		కొట్టు... వాడు నీ కోసమే ఎదురు
1	267.6	^èþ*çÜ$¢¯é²yæþ$.  Ðéyìþ §æþVæüYÆæÿ çßýÇ		చూస్తున్నాడు... వాడి దగ్గర హరి
1	282.5	A{yæþçÜ$ Ìôý§æþ$.		అడ్రసు లేదు.
1	311.9	»êË$ : Vøí³!  ÌZç³ÍMìü Æ>!  D E™èþ¢Ææÿ…		బాలు : గోపి! లోపలికి ర! ఈ ఉత్తరం
1	326.5	Ò$§æþ çßýÇ A{yæþçÜ$ Æ>Æÿ$$.		మీద హరి అడ్రసు రాయి.
1	355.9	Vøí³ : çßýÇ A{yæþçÜ$ yðþOÈÌZ E…¨.		గోపి : హరి అడ్రసు డ్జెరీలో ఉంది.
