page	y	legacy	rom	te
0	380.9	A¯èþ²… †…r* ^èþ§æþÐèþMæü$		అన్నం తింటూ చదవకు
0	436.8	ÆæÿÑ : Vøï³! ¯èþ$Ðèþ#Ó ^èþ§æþ$Ðèþ#™èþ$¯èþ² ç³#çÜ¢Mæü…		రవి: గోపీ! నువ్వు చదువుతున్న పుస్తకం
0	452.4	HÑ$sìý?		ఏమిటి?
0	484.0	Vøí³ : .......................................		.
0	515.4	ÆæÿÑ : Ñ°í³…^èþr…Ìôý§é?  A¯èþ²…		రవి: వినిపెంచటంలేదా? అన్నం
0	531.1	†…r* HÑ$sìý ^èþ§æþ$Ðèþ#™èþ$¯é²Ðèþ#?		తింటూ ఏమిటి చదువుతున్నావు?
0	562.7	Vøí³ : A¯èþ²… †…r* ^èþ§æþÐèþr…Ìôý§æþ$;		గోపి. : అన్నం తింటూ చదవటంలేదు;
0	578.4	^èþ§æþ$Ðèþ#™èþ* A¯èþ²… †…r$¯é²¯èþ$.		చదువుతూ అన్నం తింటున్నాను.
0	610.0	ÆæÿÑ : Æðÿ…yæþ* JMæüsôý!  AsêÏ A¯èþ²…		రవి: రెండూ ఒకటే! అట్లా అన్నం
0	625.7	†…r* ¯èþÐèþË ^èþ§æþÐèþMæü$.		తింటూ నవల చదవకు.
1	160.8	Vøí³ : H…?		గోపి : ఏం?
1	193.5	ÆæÿÑ : A¯èþ²… †…r* ¯èþÐèþË ^èþ§æþÐèþr…		రవి: అన్నం తింటూ నవల చదవటం
1	210.1	Ðèþ$…_¨ M>§æþ$.		మంచిది కాదు.
1	243.2	Vøí³ : C¨ ¯èþÐèþË M>§æþ$.  ±Mæü$ çÜÇV>Y		గోపి : ఇది నవల కాదు. నీకు సరిగ్గా
1	256.9	Mæü°í³…^èþr…Ìôý§é?		కనిపించటంలేదా?
1	294.0	ÆæÿÑ : Mæü°í³çÜ$¢¯èþ²¨.  A¨ ¯èþÐèþÌôý!		రవి: కనిపిస్తున్నది. అది నవలే!
1	310.6	Aº§æþ®Ðèþ*yæþ$™èþ$¯é²Ðèþ#.		అబద్ధమాడుతున్నావు.
