page	y	legacy	rom	te
0	383.8	±Mæü$ ç³…^èþ§éÆæÿ AMæüPÆóÿÏ§æþ$		నీకు పంచదార అక్కర్లేదు
0	436.7	çÜÆæÿÓÆŠÿ : H… M>ÐéË…yîþ?		సర్వర్‌: ఏం కావాలండీ?
0	467.1	Ðèþ$à´ë{™èþ :  ¯éMæü$ Ðèþ$*yæþ$ Ñ$¯èþç³r$Ï M>ÐéÍ.		మహాపాత్ర : నాకు మూడు మినపట్లు కావాలి.
0	497.6	Ææÿ†Æ>ÐŒþ$ : Ðèþ$*yæþ$ Ñ$¯èþç³sêÏ?		రతిరామ్‌.. : మూడు మినపట్లా?
0	528.0	Ðèþ$à. : AÐèþ#¯èþ$.  D çßZrÌZÏ Ñ$¯èþç³r$t		మహా. : అవును. ఈ హోటల్లో మినపట్టు
0	543.3	^éÌê _¯èþ²¨.  ¯éMæü$ JMæüsîý Æðÿ…yæþ*		చాలా చిన్నది. నాకు ఒకటీ రెండూ
0	558.5	^éËÐèþ#.		చాలవు.
0	588.9	A…fÄæý$Å : çÜÆóÿ!  BÄæý$¯èþMæü$ Ðèþ$*yæþ$ Ñ$¯èþç³r$Ï		అంజయ్య : సరే] ఆయనకు మూడు మినపట్లు
0	604.1	¡çÜ$Mæü$Æ>!  Ðèþ*Mæü$ M>ïœ; ´ëç³Mæü$		తీసుకురా! మాకు కాఫీ; పాపకు
0	619.4	´ëË$.		పాలు.
1	179.8	Ææÿ†Æ>ÐŒþ$ : D ´ëç³ Ò$ AÐèþ*ÃÄæý*?		రతిరామ్‌. : ఈ పాప మీ అమ్మాయా?
1	209.4	A…fÄæý$Å :  AÐèþ#¯èþ$.		అంజయ్య : అవును.
1	239.0	Ææÿ†Æ>ÐŒþ$ :  ´ë´ë!  ± õ³ÆóÿÑ$rÐèþ*Ã?		రతిరామ్‌. : పాపా నీ పేరేమిటమ్మా?
1	268.6	´ëç³ : gZÅ†.		పాప: జ్యోతి.
1	298.3	Ææÿ†Æ>ÐŒþ$ :  Ðèþ$…_ õ³Ææÿ$.		రతిరామ్‌ : మంచి పేరు.
1	327.9	A…fÄæý$Å : Ææÿ†Æ>ÐŒþ$V>Ææÿ*!  Ò$¨ çßýÆ>Å¯é		అంజయ్య : రతిరామ్‌గారూ! మీది హర్యానా
1	342.7	Mæü§æþ*!  Ò$ FÇ°…_ CMæüPyìþMìü G°²		కదూ! మీ ఊరినించి ఇక్కడికి ఎన్ని
1	357.5	ÆøkË {ç³Äæý*×ý…?		రోజుల ప్రయాణం?
1	387.0	Ææÿ†Æ>ÐŒþ$ :  Æðÿ…yæþ$ Æ>{†âæý$å Ðèþ$*yæþ$ ç³Væüâæýå		రతిరామ్‌ : రెండు రాత్రిళ్ళు మూడు పగళ్ళ
1	401.8	{ç³Äæý*×ýÐèþ$…yîþ!		'ప్రయాణమండీ!
1	431.4	A…fÄæý$Å : AÆÿ$$™óþ Ò$ FÆæÿ$ CMæüP×ìý~…_		అంజయ్య : అయితే మీ ఊరు ఇకృజ్ణించి
1	446.2	^éÌê §æþ*ÆæÿÐèþ$¯èþ²Ðèþ*r!		చాలా దూరమన్నమాట!
1	475.9	Ææÿ†Æ>ÐŒþ$ :  AÐèþ#¯èþ…yîþ!  §é§éç³# ÐðþÆÿ$$Å Ððþ$Oâæý$å.		'రతిరామ్‌ : అవునండీ! దాదాపు వెయ్యి మైళ్ళు.
1	490.7	çÜ$Ðèþ*Ææÿ$ G°Ñ$¨ Ðèþ…§æþË G¯èþ¿ñýO		సుమారు ఎనిమిది వందల ఎనభై
1	505.5	Ððþ$Oâæý$å ÆðÿOË$ {ç³Äæý*×ý….		వెళ్ళు ర్షెలు ప్రయాణం.
1	520.3	AMæüP×ìý~…_ ¯èþ*r CÆæÿÐðþO Ððþ$Oâæý$å		అక్కణ్ణించి నూట ఇరవై మైళ్ళు
1	535.1	ºçÜ$Þ {ç³Äæý*×ý….		బస్సు ప్రయాణం.
1	564.6	A…fÄæý$Å : Ðèþ$à´ë{™èþ V>Ææÿ*!  Ò$ FÆæÿ$		అంజయ్య : మహాపాత్ర గారూ! మీ ఊరు
1	579.4	JÇÝëÞÌZ E…¨ Mæü§æþ*!		ఒరిస్సాలో ఉంది కదూ!
1	609.4	Ðèþ$à´ë{™èþ : AÐèþ#¯èþ…yîþ.		మహాపాత్ర : అవునండీ.
2	178.9	A…fÄæý$Å : Ò$ FÇMìü CMæüP×ìý~…_ G…™èþ		అంజయ్య : మీ ఊరికి ఇక్కణ్ణించి ఎంత
2	192.9	§æþ*Ææÿ…?		దూరం?
2	220.8	çÐèþ$à´ë{™èþ : ¯éË$Væü$ Ðèþ…§æþË ™ö…¿ñýO JMæüP		మహాపాత్ర : నాలుగు వందల తొంభై ఒక్క
2	234.8	Ððþ$Oâæý$å.		మైళ్ళు.
2	262.6	A…fÄæý$Å : Æðÿ…yæþ$ ÆøkË {ç³Äæý*×ýÐèþ*?		అంజయ్య : రెండు రోజుల ప్రయాణమా?
2	290.6	Ðèþ$à´ë{™èþ : Æðÿ…yæþ$ ÆøkË$ AMæüPÆóÿÏ§æþ…yîþ!  JMæü		మహాపాత్ర : రెండు రోజులు అక్షర్లేదండీ! ఒక
2	304.6	Æ>{¡ JMæü ç³VæüË* ^éË$.  çßýÈ!		రాత్రీ ఒక పగలూ చాలు. హరీ!
2	318.4	Ò$ FÇMìü CMæüP×ìý~…_ G…™èþ		మీ ఊరికి ఇక్కణ్జించి ఎంత
2	332.4	§æþ*Ææÿ…?		దూరం?
2	360.4	çßýÇ : çÜ$Ðèþ*Ææÿ$ Ðèþ$*yæþ$ Ðèþ…§æþË MìüÌZÒ$rÆæÿ$Ï.		హరి : సుమారు మూడు వందల కిలోమీటర్లు.
2	374.2	ÆðÿOÌŒýõÜtçÙ¯Œþ °…_ C…sìýMìü JMæü		రైలొస్టేషన్‌ నించి ఇంటికి ఒక
2	388.2	MìüÌZÒ$rÆæÿ$.		కిలోమీటరు.
2	416.2	Ðèþ$à´ë{™èþ : sìýMðüPr$t G…™èþ?		మహాపాత్ర : ట్కొట్టు ఎంత?
2	444.0	Ðèþ$*Ç¢ : çÜ$Ðèþ*Ææÿ$ ¯èþ*rÄæý*¿ñýO Ææÿ*´ëÄæý$Ë$.		మూర్తి : సుమారు నూటయాభై రూపాయలు.
2	472.0	Ææÿ†Æ>ÐŒþ$ :  A…fÄæý$ÅV>Ææÿ*! Ò$ FÇMìü G°²		'రతిరామ్‌ : అంజయ్యగారూ! మీ ఊరికి ఎన్ని
2	485.8	ÆøkË {ç³Äæý*×ý…?		రోజుల ప్రయాణం?
2	513.8	A…fÄæý$Å : Ðèþ* FÆæÿ$ C§óþ!		అంజయ్య : మా ఊరు ఇదే!
2	541.6	Ææÿ†Æ>ÐŒþ$ :  AÌêV>!  AÆÿ$$™óþ, Ò$ C…sìýMìü		'రతిరామ్‌ :_అలాగా! అయితే, మీ ఇంటికి
2	555.6	G…™èþ §æþ*Ææÿ…?		ఎంత దూరం?
2	583.6	A…fÄæý$Å : GMæüP×ìý~…^èþ…yîþ!		అంజయ్య : ఎక్కణ్ణించండీ!
2	612.2	Ææÿ†Æ>ÐŒþ$ :  CMæüP×ìý~…^óþ¯èþ…yîþ!		'రతిరామ్‌ : ఇకృజ్ణించేనండీ!
3	179.8	A…fÄæý$Å : ^éÌê §æþVæüYÆæÿ.  çÜ$Ðèþ*Ææÿ$ JMæü		అంజయ్య : చాలా దగ్గర. సుమారు ఒక
3	194.8	çœÆ>Ï…Væü$.		ఫ్రర్గాంగు.
3	209.4	çÜÆæÿÓÆŠÿ : C§æþ$Vø¯èþ…yîþ M>ïœ.  ´ë´ë, CÑVø		సర్వర్‌: ఇదుగోనండీ కాఫీ. పాపా, ఇవిగో
3	224.2	±Mæü$ ´ëË$.		నీకు పాలు.
3	253.8	Ðèþ$à´ë{™èþ : Ææÿ†Æ>ÐŒþ$!  M>ïœ GÌê E…¨?		మహాపాత్ర : రతిరామ్‌! కాఫీ ఎలా ఉంది?
3	268.7	»êVæü$¯èþ²§é?		బాగున్నదా?
3	298.3	Ææÿ†Æ>ÐŒþ$ :  »êV> Ìôý§æþ$.  ^óþ§æþ$V> E¯èþ²¨.		రతిరామ్‌ : బాగా లేదు. చేదుగా ఉన్నది.
3	313.1	HÐèþ$Ðèþ*Ã!  ´ëË$ »êVæü$¯é²Äæý*?		ఏమమ్మా! పాలు బాగున్నాయా?
3	342.7	´ëç³ : †Äæý$ÅV> ÌôýÐèþ…yîþ!  ^èþç³µV>		పాప : తియ్యగా లేవండీ! చప్పగా
3	357.6	E¯é²Æÿ$$.		ఉన్నాయి.
3	387.0	A…fÄæý$Å : HÐèþ$Äæý*Å!  C¨ M>ïœ¯é?		అంజయ్య. : ఏమయ్యా! ఇది కాఫీనా?
3	401.8	MæüÚëÄæý$Ðèþ*?		'కషాయమా?
3	431.4	çÜÆæÿÓÆŠÿ : H§æþ…yîþ?		సర్వర్‌: ఏదండీ?
3	461.1	A…fÄæý$Å : C§óþ¯èþÄæý*Å!  C…™èþ ^óþ§æþ$V>		అంజయ్య : ఇదేనయ్యా! _ ఇంత చేదుగా
3	475.9	E…§óþ…?  ç³…^èþ§éÆæÿ Ìôý§é Ò$		ఉందేం? పంచదార లేదా మీ
3	490.7	çßZrÌZÏ?		హోటల్లో?
3	520.3	°…VæüÄæý$Å : ¯éMæü$ »êV>¯óþ E…¨.		నింగయ్య : నాకు బాగానే ఉంది.
3	549.8	A…fÄæý$Å : ±Mæü$ ^óþ§æþ$ M>ïœ AËÐér$.		అంజయ్య : నీకు చేదు కాఫీ అలవాటు.
3	564.6	±Mæü$ ç³…^èþ§éÆæÿ AMæüPÆóÿÏ§æþ$.  ¯éMæü$		నీకు పంచదార అక్షర్లేదు... నాకు
3	579.4	M>ÐéÍ.		కావాలి.
3	609.4	°…VæüÄæý$Å : ¯éMæü$ ¡í³ AËÐér$ Ìôý§æþ$.		నింగయ్య : నాకు తీపి అలవాటు లేదు.
