page	y	legacy	rom	te
0	381.6	^ðþí³µ, ^ðþç³µMæü$…yé...		చెప్పి, చెప్పకుండా...
0	446.0	Ðèþ*çÙtÆæÿ$ : ÔèýÆ>Ã!  °¯èþ² A…§æþÆæÿ* M>ÏçÜ$Mæü$		మాస్టరు : శర్మా! నిన్న అందరూ క్లాసుకు
0	462.2	Ðèþ^éaÆ>?		వచ్చారా?
0	494.4	ÔèýÆæÿÃ : ÆæÿÑ ™èþç³µ A…§æþÆæÿ… Ðèþ^éaÐèþ$…yîþ!		శర్మ... : రవి తప్ప అందరం వచ్చామండీ!
0	526.7	Ðèþ*çÙtÆæÿ$ : ÆæÿÑ G…§æþ$Mæü$ Æ>Ìôý§æþ$?		మాస్టరు : రవి ఎందుకు రాలేదు?
0	558.7	ÔèýÆæÿÃ : C¯ŒþíÜtr*ÅsŒýMæü$ Ðèþ^éayæþ…yîþ.		శర్మ : ఇన్‌స్టిట్యూట్‌కు వచ్చాడండీ.
0	574.9	M>ÏçÜ$Mæü$ Æ>Ìôý§æþ$.  ÎÐèþ#ÌñýrÆæÿ$ C_a		క్లాసుకు రాలేదు. లీవులెటరు ఇచ్చి
0	591.0	ÐðþâêÏyæþ$.		వెళ్లాడు.
0	623.3	Ðèþ*çÙtÆæÿ$ : C¯ŒþíÜtr*ÅsŒýMæü$ Ðèþ_a M>ÏçÜ$Mæü$		మాస్టరు : ఇన్‌స్టిట్యూట్‌కు వచ్చి క్లాసుకు
0	639.6	Æ>Ìôý§é?		రాలేదా?
1	160.6	ÔèýÆæÿÃ : AÐèþ#¯èþ…yîþ!  A™èþ°Mìü J…sZÏ »êV>		శర్మ. : అవునండీ! అతనికి ఒంట్లో బాగా
1	177.1	Ìôý§æþ…yîþ.  BçÜµ{†Mìü Ððþãå Ðèþ$…§æþ$		లేదండీ. ఆస్పత్రికి వెళ్ళి మందు
1	193.7	¡çÜ$Mæü$° Ððþâê¢¯èþ¯é²yæþ$.  D		తీసుకుని వెళ్తానన్నాడు. ఈ
1	210.3	Ðé™éÐèþÆæÿ×ý… A™èþ° J…sìýMìü		వాతావరణం అతని ఒంటికి
1	226.9	ç³yæþÌôý§æþ$.		పడలేదు.
1	260.0	Ðèþ*çÙtÆæÿ$ : AÌêV>!		మాస్టరు : అలాగా!
1	293.2	ÔèýÆæÿÃ : A™èþ° Jâæý$Ï Ðèþ$…_¨ M>§æþ…yîþ!		శర్మ. : అతని ఒళ్లు మంచిది కాదండీ!
1	309.7	Ðé™éÐèþÆæÿ×ý…ÌZ Mö…^ðþ… Ðèþ*Ææÿ$µ		వాతావరణంలో కొంచెం మార్పు
1	326.3	ÐèþõÜ¢ A™èþ°Mìü fÓÆæÿ… ÐèþçÜ$¢…¨.		వస్తే అతనికి జ్వరం వస్తుంది.
1	342.9	°¯èþ² Ò$™ø ^ðþí³µ ÐðþâæýåÐèþ$¯é²¯èþ$.		నిన్న మీతో చెప్పి వెళ్ళమన్నాను.
1	359.5	^ðþç³µMæü$…yé ÐðþâêåyóþÐðþ*!		చెప్పకుండా వెళ్ళాడేమో!
1	392.6	Ðèþ*çÙtÆæÿ$ : ç³ÆæÿÐéÌôý§æþ$.  Ðèþ* Ò¤ÌZ JMæü		మాస్టరు : పరవాలేదు. మా వీథిలో ఒక
1	409.2	Ðèþ$…_ yéMæütÆæÿ$ E¯é²yæþ$. A™èþ¯èþ$		మంచి డాక్టరు ఉన్నాడు. అతను
1	425.8	¯é õÜ²íßý™èþ$yæþ$ Væü*yé.  Vøï³!		నా స్నేహితుడు గూడా... గోపీ!
1	442.3	±Mæü$ Ðèþ* Æÿ$$Ë$Ï ™ðþË$çÜ$ Væü§é!		నీకు మా యిల్లు తెలుసు గదా!
1	458.9	ÆæÿÑ° ÝëÄæý$…{™èþ… Ðèþ* Æÿ$$…sìýMìü		రవిని సాయంత్రం మా యింటికి
1	475.5	¡çÜ$Mæü$Æ>, A™èþ°Mìü ^èþ*í³§éª….		తీసుకురా, అతనికి చూపిద్దాం.
1	508.6	ÔèýÆæÿÃ : D Ðèþ$«§æþÅ ÆæÿÑMîü Vøï³Mîü ç³yæþr…		శర్మ ఈ మధ్య రవికీ గోపీకీ పడటం
1	525.2	Ìôý§æþ…yîþ.		లేదండీ.
1	558.4	Vøí³ : A§óþ… Ìôý§æþ…yîþ!  ¡ÝùPÝë¢¯èþ$.		గోపి... : అదేం లేదండీ! తీస్ఫోస్తాను.
1	591.5	Ðèþ*çÙtÆæÿ$ : CÐóþÓâæý Væü*yé fÓÆæÿ… E…§é?		మాస్టరు : ఇవ్వేళ గూడా జ్వరం ఉందా?
1	624.7	Vøí³ : E…§æþ…yîþ!  Æ>{† GMæü$PÐèþV> E…¨.		గోపి. : ఉందండీ! రాత్రి ఎక్కువగా ఉంది.
1	641.2	¯óþ¯èþ$ ¿Zf¯èþ… ^óþíÜ Ðé×ìý~ ^èþ*yæþsê°Mìü		నేను భోజనం చేసి వాజ్ణి చూడటానికి
2	157.4	ÐðþâêÏ¯èþ$. Ðèþ$*Ë$Væü$™èþ* ç³yæþ$-&		వెళ్లాను. మూలుగుతూ పడు-
2	178.2	Mæü$¯é²yæþ$.		కున్నాడు.
2	211.4	ÔèýÆæÿÃ : Ðèþ$*ËVæür… Ðèþ*{™èþÐóþ$ M>§æþ…yîþ!		శర్మ. : మూలగటం మాత్రమే కాదండీ!
2	228.0	fÓÆæÿ… ÐèþõÜ¢ Hyæþ$çÜ*¢ ç³yæþ$Mæü$…sêyæþ$.		జ్వరం వస్తే ఏడుస్తూ పడుకుంటాడు.
2	244.5	HyæþÐèþMæü$…yé ç³yæþ$MøÐèþ$…sôý Ñ¯èþyæþ$.		ఏడవకుండా పడుకోమంటే వినడు.
2	277.7	Ðèþ*çÙtÆæÿ$ : Ðèþ$«§éÅçßý²… Ðèþ$¯èþ… ´ùÆÿ$$ ÆæÿÑ°		మాస్టరు : మధ్యాహ్నం మనం పోయి రవిని
2	294.3	^èþ*íÜ Ðèþ§éª….		చూసి వద్దాం.
2	369.9	ç³°Ðèþ*¯óþíÜ		'పనిమానేపై
2	381.6	BÄæý$¯èþV>ÇMìü BïœçÜ$ÌZ A…§æþÆæÿ*		
2	393.6	°{§æþÌZ ¯èþyìþ^óþ °{§æþ´ù™èþ$…sôý B		
2	405.7	òßýyŠþ Væü$Ðèþ$Ýë¢		అలవాటుంది.
2	405.7	AËÐér$…¨		అలవాటుంది.
2	417.2	^èþ*yæþMæü$…yé¯óþ RêäË$ ÌôýÐèþ…sôý GÌê ÝëÆŠÿ! GMæüPyìþ MðüâêÏyæþÄæý*Å! ÝëÆŠÿ!		చూడకుండానే ఖాళీలు లేవంటే ఎలా సార్‌! ఎక్కడి కెళ్ళాడయ్యా! సార్‌!
2	429.1	Mö…^ðþ… ^èþ*íÜ ^ðþç³µ…yìþ!		కొంచెం చూసి చెప్పండి!
3	201.9	¯é §æþVæüYÆæÿ C…XÏçÙ$ ç³#çÜ¢M>Ë$ ™èþç³µ		మీరు మూలుగుతూ పడుకున్నారు.
3	201.9	Ò$Ææÿ$ Ðèþ$*Ë$Væü$™èþ* ç³yæþ$Mæü$¯é²Ææÿ$.		మీరు మూలుగుతూ పడుకున్నారు.
3	217.6	A°² ç³#çÜ¢M>Ë$ E¯é²Æÿ$$.		మీరు మూలగకుండా పడుకోండి.
3	217.6	Ò$Ææÿ$ Ðèþ$*ËVæüMæü$…yé ç³yæþ$Mø…yìþ.		మీరు మూలగకుండా పడుకోండి.
3	233.2	Ðèþ$¯èþ M>ÏçÜ$ÌZ ™ðþË$Væü$Ðéâæý$å		రమ చదువుతూ వింటున్నది.
3	233.2	ÆæÿÐèþ$ ^èþ§æþ$Ðèþ#™èþ* Ñ…r$¯èþ²¨.		రమ చదువుతూ వింటున్నది.
3	248.7	™èþç³µ A°² ¿êçÙËÐéâæý$å E¯é²Ææÿ$. ç³§æþÃ ^èþ§æþÐèþMæü$…yé Ñ…r$¯èþ²¨.		తప్ప అన్ని భాషలవాళ్ళు ఉన్నారు. పద్మ చదవకుండా వింటున్నది.
3	269.7	ÔèýÆæÿÃ Æÿ$$…sìýMìü Ðèþ_a A¯èþ²… †…sêyæþ$.		పాలు ఒంటికి మంచివి.
3	269.7	´ëË$ J…sìýMìü Ðèþ$…_Ñ.		పాలు ఒంటికి మంచివి.
3	285.4	ÆæÿÑ ¯é §æþVæüYÆæÿMìü Æ>Mæü$…yé Ððþâêåyæþ$.		పాలు తాగటం ఒంటికి మంచిది.
3	285.4	´ëË$ ™éVæür… J…sìýMìü Ðèþ$…_¨.		పాలు తాగటం ఒంటికి మంచిది.
3	301.1	Vøí³ C…sìýMìü Ððþãå ç³yæþ$Mæü$¯é²yæþ$.		అతని ఒళ్ళు మంచిది కాదు.
3	301.1	A™èþ° Jâæý$å Ðèþ$…_¨ M>§æþ$.		అతని ఒళ్ళు మంచిది కాదు.
3	316.7	çÜ$Væü$×ý MæüÐèþ$ËÐéâæýå Æÿ$$…sìýMìü		రవికి ఒంట్లో బాగా లేదు.
3	316.7	ÆæÿÑMìü J…sZÏ »êV> Ìôý§æþ$.		రవికి ఒంట్లో బాగా లేదు.
3	332.2	ÐðþâæýåMæü$…yé Ðèþ_a…¨.		ఈ వాతావరణం నా ఒంటికి పడదు.
3	332.2	D Ðé™éÐèþÆæÿ×ý… ¯é J…sìýMìü ç³yæþ§æþ$.		ఈ వాతావరణం నా ఒంటికి పడదు.
3	347.9	ÔèýÆæÿÃMæü* ÆæÿÑMîü ç³yæþ§æþ$.		శర్మకూ రవికీ పడదు.
3	410.9	ÔèýÆæÿÃ ™èþç³µ A…§æþÆæÿ* Ðèþ^éaÆæÿ$.		రవి పుస్తకం చదివి వెళ్ళాడు.
3	410.9	ÆæÿÑ ç³#çÜ¢Mæü… ^èþ¨Ñ Ððþâêåyæþ$.		రవి పుస్తకం చదివి వెళ్ళాడు.
3	426.4	çÜÆæÿâæý		కొను
3	426.4	Mö¯èþ$		కొను
3	442.1	çÜÆæÿâæý ™èþç³µ A…§æþÆæÿ* Ðèþ^éaÆæÿ$.		రవి పుస్తకం కొని వెళ్ళాడు.
3	442.1	ÆæÿÑ ç³#çÜ¢Mæü… Mö° Ððþâêåyæþ$.		రవి పుస్తకం కొని వెళ్ళాడు.
3	457.7	ÑÐèþ$Ë		చూడు
3	457.7	^èþ*yæþ$		చూడు
3	473.4	ÆæÿÑ		తీసుకో
3	473.4	¡çÜ$Mø		తీసుకో
3	489.1	{Ö«§æþÆŠÿ		అడుగు
3	489.1	Ayæþ$Væü$		అడుగు
3	504.8	Æ>Æÿ$$		రాయి
3	546.6	MæüÐèþ$Ë MæüË… CÐèþÓMæü$…yé Ððþãå…¨.		శర్మ చదవమంటే చదవడు.
3	546.6	ÔèýÆæÿÃ ^èþ§æþÐèþÐèþ$…sôý ^èþ§æþÐèþyæþ$.		శర్మ చదవమంటే చదవడు.
3	562.3	Ayæþ$Væü$		రాయి
3	562.3	Æ>Æÿ$$		రాయి
3	578.0	MæüÐèþ$Ë MæüË… AyæþVæüMæü$…yé Ððþãå…¨.		శర్మ రాయమంటే రాయడు.
3	578.0	ÔèýÆæÿÃ Æ>Äæý$Ðèþ$…sôý Æ>Äæý$yæþ$.		శర్మ రాయమంటే రాయడు.
3	593.6	CÐèþ#Ó		వెళ్ళు
3	593.6	Ððþâæý$å		వెళ్ళు
3	609.3	¡çÜ$Mø		తిను
3	609.3	†¯èþ$		తిను
3	624.8	^èþ*yæþ$		తీసుకో
