page	y	legacy	rom	te
0	474.6	Vøí³		న ర్శా సుబ్బారావు! కూర్చో.
0	474.6	: Æ>, çÜ$»ê¾Æ>Ðèþ#! Mæü*Æøa.		న ర్శా సుబ్బారావు! కూర్చో.
0	532.3	çÜ$»ê¾Æ>Ðèþ# : ± §æþVæüYÆæÿ Mæü¯éÅÔèý$ËP… E…§é?	subbārāvu: nī daggara kanyāśulkaṁ	సుబ్బారావు: న్నీ దగ్గర కన్యాశుల్కం ఉందా?
1	180.2	Vøí³		వ ఉంది. ఆ బల్లమీద ఉంది, చూడు.
1	180.2	: E…¨. B ºËÏÒ$§æþ E…¨, ^èþ*yæþ$.		వ ఉంది. ఆ బల్లమీద ఉంది, చూడు.
1	241.0	çÜ$»ê¾ : C¨ Mæü¯éÅÔèý$ËP… M>§æþ$, Vøï³!	subbā : idi kanyāśulkaṁ kādu, gōpī!	సుబ్బా. : ఇది కన్యాపల్యం కాదు, గోపీ!
1	301.9	Vøí³		ఆ అలమరలో చూడు;
1	301.9	: B AËÐèþ$ÆæÿÌZ ^èþ*yæþ$;		ఆ అలమరలో చూడు;
1	317.2	VæüyìþÄæý*Ææÿ… ç³MæüP¯èþ.		గడియారం పక్కన.
1	393.3	çÜ$»ê¾ : C¨ Mæü¯éÅÔèý$ËPÐóþ$.	subbā : idi kanyāśulkamē.	సుబ్బా. : ఇది కన్యాపల్బమే.
1	454.1	Vøçí³		న తీసుకో.
1	454.1	: ¡çÜ$Mø.		న తీసుకో.
1	515.0	çÜ$»ê¾ : C¨ GÐèþÇ ç³#çÜ¢Mæü…?	subbā : idi evari pustakaṁ?	సుబ్బా. : ఇది ఎవరి పుస్తకం?
1	575.9	Vøí³		నా స్నేహితుడి పుస్తకం.
1	575.9	: ¯é õÜ²íßý™èþ$yìþ ç³#çÜ¢Mæü….		నా స్నేహితుడి పుస్తకం.
2	179.2	çÜ$»ê¾ : GÐèþÇ ç³#çÜ¢Mæü…? {ç³Ýë§Šþ ç³#çÜ¢MæüÐèþ*?	subbā : evari pustakaṁ? prasād	సుబ్బా. : ఎవరి పుస్తకం? ప్రసాద్‌ పుస్తకమా?
2	250.2	Vøí³		వ ప్రసాద్‌ పుస్తకం కాదు. రవి పుస్తకం.
2	250.2	: {ç³Ýë§Šþ ç³#çÜ¢Mæü… M>§æþ$. ÆæÿÑ ç³#çÜ¢Mæü….		వ ప్రసాద్‌ పుస్తకం కాదు. రవి పుస్తకం.
2	321.2	çÜ$»ê¾ : AÌêV>! ÒÆæÿ$ GÐèþÆæÿ$?	subbā : alāgā! vīru evaru?	సుబ్బా. : అలాగా! వీరు ఎవరు?
2	378.0	Vøí³		వ మా నాన్నగారు.
2	378.0	: Ðèþ* ¯é¯èþ²V>Ææÿ$.		వ మా నాన్నగారు.
2	434.9	çÜ$»ê¾ : ¯èþÐèþ$ÝëPÆæÿÐèþ$…yîþ!	subbā : namaskāramaṁḍī!	సుబ్బా. : నమస్కారమండీ!
2	491.7	Æ>Ðèþ$Äæý$Å : ± õ³ÆóÿÑ$sìý »êº*!	rāmayya : nī pērēmiṭi bābū!	రామయ్య : నీ పేర్రేమిటి బాబూ!
2	548.5	çÜ$»ê¾ : ¯éõ³Ææÿ$ çÜ$»ê¾Æ>Ðèþ…yîþ! Ðèþ*		సుబ్బా. : నాపేరు సుబ్బారావండీ! మా
2	562.7	¯é¯èþ²V>Ç õ³Ææÿ$ ÑÔèýÓ¯é£æþ…V>Ææÿ$.		నాన్నగారి పేరు విశ్వనాథంగారు.
3	179.2	Æ>Ðèþ$Äæý$Å : AÌêV>! Ò$Ææÿ$ G…™èþÐèþ$…¨	rāmayya : alāgā! mīru eṁtamaṁdi	రామయ్య : అలాగా! మీరు ఎంతమంది
3	193.4	A¯èþ²§æþÐèþ$$ÃË$?	annadammulu?	అన్నదమ్ములు?
3	264.4	çÜ$»ê¾ : Ðóþ$… Ðèþ$$Væü$YÆæÿÐèþ$…yîþ! Ðèþ* A¯èþ²Äæý*Å,		సుబ్బా. : మేం ముగ్గురమండీ! మా అన్నయ్యా,
3	278.6	¯óþ¯èþ*, Ðèþ* ™èþÐèþ$$Ãyæþ*.		నేనూ, మాతమ్ముడూ.
3	363.8	Æ>Ðèþ$Äæý$Å : Ò$ A¯èþ²Äæý$Å õ³ÆóÿÑ$sìý?	rāmayya : mī annayya pērēmiṭi?	రామయ్య : మీ అన్నయ్య పేరేమిటి?
3	420.7	çÜ$»ê¾ : Ððþ…MæüsôýÔèýÓÆæÿ$Ï.	subbā : venkaṭēśvarlu.	సుబ్బా. : వెంకటేశ్వర్లు.
3	477.5	Æ>Ðèþ$Äæý$Å : Ò$ ™èþÐèþ$$Ãyìþ õ³Ææÿ$?	rāmayya : mī tammuḍi pēru?	రామయ్య : మీ తమ్ముడి పేరు?
3	534.3	çÜ$»ê¾ : VøÑ…§æþ$.	subbā : gōviṁdu.	సుబ్బా. = గోవిందు.
