page	y	legacy	rom	te
0	384.2	íÜ°Ðèþ*Mæü$ ´ù§é…;		సినిమాకు పోదాం;
0	408.6	ÐèþÝë¢Ðé?		వస్తావా?
0	446.6	ÆæÿÑ : Ððþ…MæüsôýÔèýÓÆæÿ*Ï! çÜ$»ê¾Æ>Ðèþ#! Mæü–çÙ~Ðèþ$*Ç¢		రవి. : వెంకటేశ్వర్లు! సుబ్బారావు! కృష్ణమూర్తి
0	461.9	Ðèþ$¯èþÍ² ^èþ*yéÍ A…r$¯é²yæþ$.		మనల్ని చూడాలి అంటున్నాడు.
0	492.3	çÜ$»ê¾ : Ðèþ$Ðèþ$ÃÍ² Mæü*yé ^èþ*yéÍ		సుబ్బా : మమ్మల్ని కూడా చూడాలి,
0	507.5	A…r$¯é²yé?		అంటున్నాడా?
0	538.0	ÆæÿÑ : B!  °¯èþ$², Ðé×ìý~ & C§æþªÈ² ^èþ*yéÍ		రవి. : ఆ నిన్ను వాణ్ణి - ఇద్దర్నీ చూడాలి
0	553.2	A…r$¯é²yæþ$.  Ò$Ææÿ$ Cç³šyæþ$		అంటున్నాడు... మీరు ఇప్పుడు
0	568.4	Ððþâæýå…yìþ.  ¯óþ¯èþ$ ÝëÄæý$…{™èþ… ÐèþÝë¢¯èþ$.		వెళ్ళండి. నేను సాయంత్రం వస్తాను.
0	598.9	çÜ$»ê¾ : Ðóþ$… Mæü*yé ÝëÄæý$…{™èþÐóþ$ ÐèþÝë¢….		సుబ్బా : మేం కూడా సాయంత్రమే వస్తాం.
1	179.8	ÆæÿÑ : Ò$Ææÿ$ Ðéâæýå ¯é¯èþ²V>Ç™ø Ðèþ*sêÏyéÍ		రవి. : మీరు వాళ్ళ నాన్నగారితో మాట్లాడాలి.
1	195.0	Væü§é!		గదా!
1	225.4	çÜ$»ê¾ : AÐèþ#¯èþ$.		సుబ్బా: అవును.
1	255.9	ÆæÿÑ : BÄæý$¯èþ D sñýOÐèþ$$ÌZ Æøl C…sìý		రవి. ఆయన ఈ టైములో రోజూ ఇంటి
1	271.1	§æþVæüYÆóÿ E…sêÆæÿ$. Cç³šyóþ Ððþâæýå…yìþ.		దగ్గరే ఉంటారు. ఇప్పుడే వెళ్ళండి.
1	301.5	çÜ$»ê¾ : çÜÆóÿ!  ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… ÐèþÝë¢Ðé?		సుబ్బా : సరే! నువ్వు సాయంత్రం వస్తావా?
1	332.0	ÆæÿÑ : B!  ÝëÄæý$…{™èþ… ¯é™ø ÔéÆæÿ§æþ Mæü*yé		రవి. : అ! సాయంత్రం నాతో శారద కూడా
1	347.2	ÐèþçÜ$¢…¨.		వస్తుంది.
1	377.7	çÜ$»ê¾ : Cç³šyæþ$ Ððþâæýåsê°Mìü Ðèþ*Mæü$ ºçÜ$Þ		సుబ్బా : ఇప్పుడు వెళ్ళటానికి మాకు బస్సు
1	392.9	§öÆæÿ$Mæü$™èþ$…§é?		దొరుకుతుందా?
1	423.3	ÆæÿÑ : B!  ^éÌê §öÆæÿ$Mæü$™éÆÿ$$.  AMæüPyæþ		రవి. : ఆ|| చాలా దొరుకుతాయి. అక్కడ
1	438.6	°ÌZa…yìþ. ç³§æþÐèþ$*yø ¯ðþ…ºÆæÿ$		నిల్పోండి. పదమూడో నెంబరు
1	453.8	ºçÜ$Þ ÐèþçÜ$¢…¨.		బస్సు వస్తుంది.
1	484.2	çÜ$»ê¾ : sìýMðüPr$t G…™èþ?		సుబ్బా: ట్కొట్టు ఎంత?
1	514.7	ÆæÿÑ : ¯éË$Væü$ Ææÿ*´ëÄæý$Ë Äæý*¿ñýO ò³OçÜË$		రవి... 2 నాలుగు రూపాయల యాభై పైసలు
1	529.9	¡çÜ$Mæü$…sêyæþ$.		తీసుకుంటాడు.
1	560.3	çÜ$»ê¾ : çÜÆóÿ!  Ðóþ$… Ððþâæý$¢¯é²….		సుబ్బా: సరే! మేం వెళ్తున్నాం.
1	590.8	ÆæÿÑ : Mö…^ðþ…õÜç³# Mæü*Æøa.  ºçÜ$ÞMæü$		రవి. : కొంచెంసేపు కూర్చో... బస్సుకు
1	606.0	sñýOÐèþ$$ E…¨.		టైము ఉంది.
2	179.6	çÜ$»ê¾ : ¯èþ$Ðèþ#Ó MóüÆæÿ…»ZÆæÿ$z Byæþ$™èþ$¯é²Ðèþ# Mæü§é!		సుబ్బా : నువ్వు కేరంబోర్డు ఆడుతున్నావ్ర కదా!
2	194.6	Ðóþ$… Ððþâê¢…. º‹ÜÝëtç³#ÌZ¯óþ		వేం. వెళ్తాం. బస్‌స్ట్రాపులోనే
2	209.6	°Ë$a…sê….  Ayæþ$Vø, ± MøçÜ…		నిల్చుంటాం. అడుగో, నీ కోసం
2	224.4	Vøí³ ÐèþçÜ$¢¯é²yæþ$.  Ðóþ$… Ððþâê¢…. Ðéyæþ$		'గోపి వస్తున్నాడు. మేం వెళ్తాం. వాడు,
2	239.4	Ðèþ*rË™ø sñýOÐèþ$$ Ðóþ‹Üt ^óþÝë¢yæþ$.		మాటలతో టైము వేస్ట్‌ చేస్తాడు.
2	281.4	Vøí³ : ÆæÿÒ!  Cç³µsìý §éM> H… ^óþçÜ$¢¯é²Ðèþ#?		గోపి. : రవీ! ఇప్పటి దాకా ఏం చేస్తున్నావు?
2	311.1	ÆæÿÑ : MóüÆæÿ…»ZÆæÿ$z Byæþ$™èþ$¯é²¯èþ$.		రవి... : కేరంబోర్డు ఆడుకున్నాను.
2	340.7	Vøí³ : íÜ°Ðèþ*Mæü$ ´ù§é… ÐèþÝë¢Ðé?		గోపి. : సినిమాకు పోదాం వస్తావా?
2	370.3	ÆæÿÑ : Æóÿç³# ´ù§é….  CÐóþÓâæý ¯érMæü…		రవి. 2 రేపు పోదాం. ఇవ్వేళ నాటకం
2	384.9	^èþ*§éª….		చూద్దాం.
2	414.6	Vøí³ : ÔèýÆæÿÃ íÜ°Ðèþ*Móü Ððþâêª… A…r$¯é²yæþ$.		గోపి. : శర్మ సినిమాకే వెళ్ళాం అంటున్నాడు.
2	444.2	ÆæÿÑ : CÐóþÓâæý ÝëÄæý$…{™èþ… Mæü–çÙ~Ðèþ$*Ç¢°		రవి. : ఇవ్వేళ సాయంత్రం కృష్ణమూర్తిని
2	459.0	^èþ*yéÍ.  ¯èþ$Ðèþ#Ó Mæü*yé Æ>;		చూడాలి. నువ్వు కూడా రా;
2	473.8	Mæü–çÙ~Ðèþ$*Ç¢ C…sìýMìü Ððþâêª….  AMæüPyìþ		కృష్ణమూర్తి ఇంటికి వెళ్ళాం. అక్కడి
2	488.6	°…_ ¯érM>°Mìü Ððþâêª….  Ðèþ$¯èþ™ø		నించి నాటకానికి వెళ్దాం. మనతో
2	503.5	ÔéÆæÿ§æþ Mæü*yé ÐèþçÜ$¢…¨.  íÜ°Ðèþ*Mæü$		శారద కూడా వస్తుంది. సినిమాకు,
2	518.3	Æóÿç³# ´ù§é….  D íÜ°Ðèþ* Gç³µsìý		రేపు పోదాం. ఈ సినిమా ఎప్పటి
2	533.1	§éM> E…r$…¨?		దాకా ఉంటుంది?
2	562.5	Vøí³ : C…M> ¯éË$Væü$ ÆøkË §éM>		గోపి. ఇంకా నాలుగు రోజుల దాకా
2	577.4	E…r$…¨.		ఉంటుంది.
2	607.0	ÆæÿÑ : AÆÿ$$™óþ ç³ÆæÿÐéÌôý§æþ$; íÜ°Ðèþ* Æóÿç³#		రవి. : అయితే పరవాలేదు; సినిమా రేపు
2	621.8	^èþ*§éª….		చూద్దాం.
3	179.8	Vøí³ : ¯érMæü… G°Ñ$¨ Væü…rËMæü$.		గోపి. : నాటకం ఎనిమిది గంటలకు.
3	195.0	Aç³µsìý §éM> CMæüPyóþ E…§éÐèþ*?		అప్పటి దాకా ఇక్కడే ఉందామా?
3	225.4	ÆæÿÑ : CMæüPyóþ Mæü*Ææÿ$a…§é….  ¯èþ$Ðèþ#Ó ^èþ§æþÆæÿ…Væü…		రవి. : ఇక్యడేకూర్చుందాం. నువ్వు చదరంగం
3	240.7	Byé¢Ðèþ# Mæü§é!  M>õÜç³# Byéª….		ఆడ్డావు కదా! కాసేపు ఆడ్డాం.
3	255.9	™èþÆæÿÐé™èþ AÌê Æøyæþ$z Ò$§æþ M>õÜç³#		తరవాత అలా రోడ్డు మీద కాసేపు
3	271.1	†Ææÿ$Væü$§é….  §éÇÌZ Mæü–çÙ~Ðèþ$*Ç¢		'తిరుగుదాం... దారిలో కృష్ణమూర్తి
3	286.3	C…sZÏ ç³¨ °Ñ$ÚëË$ BVæü$§é….		ఇంట్లో పది నిమిషాలు ఆగుదాం.
3	301.5	AMæüP×ìý~…_ ¯érM>°Mìü Ððþâêª….		అక్కణ్ణించి నాటకానికి వెళ్దాం.
3	332.0	Vøí³ : WÇ Mæü*yé ¯érM>°Mìü ÐèþÝë¢yóþÐðþ*!		గోపి. : గిరి కూడా నాటకానికి వస్తాడేమో!
3	362.4	ÆæÿÑ : ç³§æþ!  Ðéãå…sìý §éM> Ððþâêª….  Ðéyæþ$		రవి. : పద! వాళ్ళింటి దాకా వెళ్ళాం. వాడు
3	377.7	Mæü*yé ÐèþÝë¢yóþÐðþ* Ayæþ$Væü$§é….		కూడా వస్తాడేమో అడుగుదాం.
3	408.1	Vøí³ : ¯éMæü$ BMæüÍV> E…¨.		గోపి : నాకు ఆకలిగా ఉంది.
3	438.6	ÆæÿÑ : §éÇÌZ ÐèþçÜ…™èþ ÑàÆŠÿÌZ ÐóþyìþÐóþyìþ		రవి. : దారిలో వసంత విహార్‌లో వేడివేడి
3	453.8	CyîþÏ E…r$…¨; †…§é….		ఇడ్లీ ఉంటుంది; తిందాం.
3	484.2	Vøí³ : òÜOMìüË$ ¡çÜ$Mæü$´ù§éÐèþ*?		గోపి. : సైకిలు తీసుకుపోదామా?
3	514.7	ÆæÿÑ : ÔéÆæÿ§æþ Mæü*yé ÐèþçÜ$¢…¨ Mæü§é!  òÜOMìüË$		రవి. : శారద కూడా వస్తుంది కదా! సైకిలు
3	529.9	Ðèþ§æþ$ª.  §é°² CMæüPyóþ ò³yéª….  ±		వద్దు. దాన్ని ఇక్కడే పెడ్డా. నీ
3	545.1	çÜ…` Mæü*yé CMæüPyóþ ò³r$t.  A§æþ$Vø		సంచీ కూడా ఇక్కడే పెట్టు. అదుగో
3	560.3	ÔéÆæÿ§æþ Mæü*yé ÐèþÝù¢…¨; CMæü Ðèþ$¯èþ…		శారద కూడా వస్తోంది; ఇక మనం
3	575.6	ºÄæý$ÌôýªÆæÿ$§é….		'బయళ్దేరుదాం.
3	606.0	Vøí³ : çÜÆóÿ!		గోపి : సరే!
4	219.9	§öÆæÿ$Mæü$™èþ$…§é?		దొరుకుతుందా?
4	235.0	ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?		బస్సు దొరుకుతుందా?
4	250.0	Ðèþ*Mæü$ ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?		మాకు బస్సు దొరుకుతుందా?
4	265.0	Ððþâæýåsê°Mìü Ðèþ*Mæü$ ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?		వెళ్ళటానికి మాకు బస్సు దొరుకుతుందా?
4	280.0	Cç³šyæþ$ Ððþâæýåsê°Mìü Ðèþ*Mæü$ ºçÜ$Þ §öÆæÿ$Mæü$™èþ$…§é?		ఇప్పుడు వెళ్ళటానికి మాకు బస్సు దొరుకుతుందా?
4	309.5	E…r$…¨.		ఉంటుంది.
4	324.7	Gç³µsìý §éM> E…r$…¨?		ఎప్పటి దాకా ఉంటుంది?
4	339.7	C…M> Gç³µsìý §éM> E…r$…¨?		ఇంకా ఎప్పటి దాకా ఉంటుంది?
4	354.7	D íÜ°Ðèþ* C…M> Gç³µsìý §éM> E…r$…¨.		ఈ సినిమా ఇంకా ఎప్పటి దాకా ఉంటుంది.
4	402.4	FâZÏ¯óþ ±âæý$ÏÌôýÐèþ#. Möº¾ÇM>Äæý$ÌZ Ðèþ*{™èþ… GÌê E…sêÄæý$…yîþ!		ఊళ్లోనే నీళ్లులేవు. కొబ్బరికాయలో మాశ్రం ఎలా ఉంబాయండీ!,
5	215.1	ÆæÿÑ J…sìýVæü…rMæü$ ÐèþÝë¢yæþ$.		నేను ఇంటికి వెళ్తాను.
5	215.1	¯óþ¯èþ$ C…sìýMìü Ððþâê¢¯èþ$.		నేను ఇంటికి వెళ్తాను.
5	230.3	†¯èþ$		నువ్వు
5	230.3	¯èþ$Ðèþ#Ó		నువ్వు
5	245.5	ÆæÿÑ J…sìýVæü…rMæü$ †…sêyæþ$.		నువ్వు ఇంటికి వెళ్తావు.
5	245.5	¯èþ$Ðèþ#Ó C…sìýMìü Ððþâê¢Ðèþ#.		నువ్వు ఇంటికి వెళ్తావు.
5	260.7	^èþ§æþ$Ðèþ#		మేం
5	260.7	Ðóþ$…		మేం
5	276.0	¡çÜ$Mø		మనం
5	276.0	Ðèþ$¯èþ…		మనం
5	291.2	Ððþâæý$å		వాడు
5	291.2	Ðéyæþ$		వాడు
5	306.4	Mö¯èþ$		వాళ్ళు
5	306.4	Ðéâæý$å		వాళ్ళు
5	321.6	Æ>Æÿ$$		మీరు
5	321.6	Ò$Ææÿ$		మీరు
5	336.9	´ù		ఆయన
5	336.9	BÄæý$¯èþ		ఆయన
5	352.1	E…yæþ$		సరళ
5	352.1	çÜÆæÿâæý		సరళ
5	367.3	^èþ*yæþ$		అది
5	367.3	A¨		అది
