page	y	legacy	rom	te
0	380.4	¯é MøçÜ… GÐèþÆðÿO¯é Ðèþ^éaÆ>?		నా కోసం ఎవరైనా వచ్చారా?
0	448.0	Ðèþ$$Ææÿã : Ððþ*çßý¯Œþ! ¯é MøçÜ… GÐèþÆðÿO¯é		మురళి : మోహన్‌! నా కోసం ఎవరైనా
0	463.5	Ðèþ^éaÆ>?		వచ్చారా?
0	494.9	Ððþ*çßý¯Œþ : GÐèþÆæÿ* Æ>Ìôý§æþ$. ¯èþ$Ðèþ#Ó GÐèþÇMøçÜÐðþ$O¯é		మోహన్‌ : ఎవరూ రాలేదు. నువ్వు ఎవరికోసమైనా
0	510.6	G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²Ðé?		ఎదురు చూస్తున్నావా?
0	541.9	Ðèþ$$Ææÿã : Ðóþ×ý$ MøçÜ… G§æþ$Ææÿ$^èþ*çÜ$¢¯é²¯èþ$.		మురళి : వేణు కోసం ఎదురుచూస్తున్నాను.
0	557.4	¯èþ$Ðèþ#Ó Gç³šyðþO¯é Ðóþ×ý$™ø		నువ్వు ఎప్పుడ్డెనా వేణుతో
0	573.1	Ðèþ*sêÏyéÐé?		మాట్లాడావా?
0	604.5	Ððþ*çßý¯Œþ : ¯óþ¯èþ$ A™èþ°™ø Gç³šyæþ* Ðèþ*sêÏyæþÌôý§æþ$.		మోహన్‌ : నేను అతనితో ఎప్పుడూ మాట్లాడలేదు.
1	159.9	Ðèþ$$Ææÿã : A™èþ¯èþ$ Ðèþ$¯èþMæü$ HÐðþ$O¯é çÜàÄæý$…		మురళి : అతను మనకు ఏమైనా సహాయం
1	175.6	^óþÝë¢yé?		చేస్తాడా?
1	191.3	Ððþ*çßý¯Œþ : ¯èþ$Ðèþ#Ó AyìþW™óþ ^óþÝë¢yæþ$. ¯èþ$Ðèþ#Ó		మోహన్‌ : నువ్వు అడిగితే చేస్తాడు. నువ్వు
1	206.9	GÐèþÇ¯ðþO¯é Ayæþ$Væü$; A™èþ° Væü$Ç…_		ఎవరినైనా అడుగు; అతని గురించి
1	222.6	Ðèþ$…_V>¯óþ ^ðþ´ë¢Ææÿ$.		మంచిగానే చెప్తారు.
1	253.8	Ðèþ$$Ææÿã : ¯èþ$Ðèþ#Ó Cç³šyæþ$ ºgêÆæÿ$Mæü$ Ððþâæý$¢&		మురళి : నువ్వు ఇప్పుడు బజారుకు వెళ్తు-
1	269.5	¯é²Ðèþ# Mæü§é! ±Mæü$ Ðóþ×ý$ GMæüPyðþO¯é		న్నావ్రు కదా! నీకు వేణు ఎక్కడైనా
1	285.2	Mæü°í³õÜ¢ ¯èþ¯èþ$² MæüËÐèþÐèþ$¯èþ$.		కనిపిస్తే నన్ను కలవమను.
1	316.5	Ððþ*çßý¯Œþ : AsêÏVóü! A™èþ°™ø gê{Væü™èþ¢V> Ðèþ*sêÏyæþ$.		మోహన్‌ : అట్లాగే! అతనితో జాగ్రత్తగా మాట్లాడు.
1	332.0	A™èþ° õÜ²íßý™èþ$ËÌZ GÐèþÇ Væü$Ç…^ðþO¯é		అతని స్నేహితులలో ఎవరి గురించైనా
1	347.7	^ðþyæþzV> Ðèþ*sêÏyóþ¢ A™èþ°Mìü Møç³…		చెడ్డగా మాట్లాడ్తే అతనికి కోపం
1	363.4	ÐèþçÜ$¢…¨.		వస్తుంది.
1	394.7	Ðèþ$$Ææÿã : ¯óþ¯èþ$ GÐèþÇ Væü$Ç…` ^ðþyæþzV> Ðèþ*sê&		మురళి : నేను ఎవరి గురించీ చెడ్డగా మాటా-
1	410.4	yæþ¯èþ$. ¯èþ$Ðèþ#Ó ÝëÄæý$…{™èþ… C…sZÏ		డను. నువ్వు సాయంత్రం ఇంట్లో
1	425.9	E…sêÐé?  GMæüPyìþMðüO¯é Ððþâê¢Ðé?		ఉంటావా? _ ఎక్కడికైనా వెళ్తావా?
1	457.3	Ððþ*çßý¯Œþ : GMæüPyìþMîü ÐðþâæýÏ¯èþ$. C…sZÏ¯óþ E…sê¯èþ$.		మోహన్‌ : ఎక్కడికీ వెళ్లను. ఇంట్లోనే ఉంటాను.
1	488.7	Ðèþ$$Ææÿã : D ÑçÙÄæý$… GÐèþÇ™ø¯èþ* HÒ$		మురళి : ఈ విషయం ఎవరితోనూ ఏమీ
1	504.3	^ðþç³µMæü$.		చెప్పకు.
1	535.5	Ððþ*çßý¯Œþ : GÐèþÇ™ø¯ðþO¯é G…§æþ$Mæü$ ^ðþ´ë¢¯èþ$? ¯éMæü$		మోహన్‌ : ఎవరితోనైనా ఎందుకు చెప్తాను? నాకు
1	551.2	™ðþË$çÜ$ Mæü§é!		తెలుసు కదా!
1	582.6	Ðèþ$$Ææÿã : Ayæþ$Vø Ðóþ×ý$ ÐèþçÜ$¢¯é²yæþ$.		మురళి : అడుగో వేణు వస్తున్నాడు.
1	613.7	Ðóþ×ý$ : HÑ$sìý, C§æþªÆæÿ* CMæüPyæþ$¯é²Ææÿ$?		వేణు. : ఏమిటి, ఇద్దరూ ఇక్కడున్నారు?
1	629.4	GÐèþÇMøçÜÐðþ$O¯é G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²Æ>?		'ఎవరికోసమైనా ఎదురు చూస్తున్నారా?
2	159.9	Ðèþ$$Ææÿã : GÐèþÇ MøçÜ… G§æþ$Ææÿ$^èþ*yæþr… Ìôý§æþ$.		'మురలి : ఎవరి కోసం ఎదురుచూడటం లేదు.
2	175.6	±MøçÜÐóþ$ G§æþ$Ææÿ$ ^èþ*çÜ$¢¯é²….		నీకోసవే. ఎదురు చూస్తున్నాం.
2	191.3	GÌêVðüO¯é ¯èþ$Ðèþ#Ó ¯éM> çÜàÄæý$…		ఎలాగైనా నువ్వు నాకా సహాయం
2	206.9	^ðþÄæý*ÅÍ.		చెయ్యాలి.
2	238.1	Ðóþ×ý$ : ±Mæü$ ¯óþ¯èþ$ E™èþ¢Ææÿ… Æ>Ôé¯èþ$;		వేణు. :నీకు నేను ఉత్తరం రాశాను;
2	253.8	A…¨…§é?		అందిందా?
2	285.2	Ðèþ$$Ææÿã : B!		మురళి : ఆ|
2	316.6	Ðóþ×ý$ : B E™èþ¢Ææÿ… JMæüÝëÇ CÌê CÐèþ#Ó.		వేణు. : ఆ ఉత్తరం ఒకసారి ఇలా ఇవ్వు.
2	347.7	Ðèþ$$Ææÿã : A¨ GMæüPyø ò³sêt¯èþ$; Cç³šyæþ$		మురళి : అది ఎక్కడో పెట్టాను; ఇప్పుడు
2	363.4	Mæü°í³…^èþr…Ìôý§æþ$.		కనిపించటంలేదు.
2	394.8	Ðóþ×ý$ : H ç³#çÜ¢Mæü…ÌZ¯ðþO¯é ò³sêtÐóþÐðþ*!		వేణు. : ఏ పుస్తకంలోనైనా పెట్టావేమో!
2	425.9	Ððþ*çßý¯Œþ : H ç³#çÜ¢Mæü…ÌZ¯èþ* ò³rtÌôý§æþ$.		మోహన్‌: ఏ పుస్తకంలోనూ పెట్టలేదు.
2	441.6	¯éMìü^éayæþ$. C§æþ$Vø.		నాకిచ్చాడు. ఇదుగో.
2	473.0	Æ>Ðèþ*Æ>Ðèþ#: ÔèýÆ>Ã! Cç³šyæþ$ sñýOÐèþ$$ G…™èþ		రామారావు: శర్మా! ఇప్పుడు టైము ఎంత
2	488.7	AÆÿ$$…¨?		అయింది?
2	519.9	ÔèýÆæÿÃ : J…sìýVæü…r.		శర్మ. : ఒంటిగంట.
2	551.2	Æ>Ðèþ* : çÜ$»ê¾Æ>Ðèþ# G°² Væü…rËMæü$ ÐèþÝë¢yæþ$?		రామా. : సుబ్బారావ్ర ఎన్ని గంటలకు వస్తాడు?
2	582.6	ÔèýÆæÿÃ : ç³¯ðþ²…yìþ…sìýMìü çÜ$»ê¾Æ>Ðèþ# ÐèþÝë¢&		శర్మ. : పన్నెండింటికి సుబ్బారావు వస్తా-
2	598.3	¯èþ¯é²yæþ$.		నన్నాడు.
