page	y	legacy	rom	te
0	388.3	Ðèþ* ¯é¯èþ²V>Ææÿ$ AÐðþ$ÇM>ÌZ		మా నాన్నగారు అమెరికాలో
0	412.6	E¯é²Ææÿ$		ఉన్నారు
0	447.4	Æ>Ðèþ*Æ>Ðèþ# : Æ>, ç³#Ææÿ$Úù™èþ¢…!  AÌê Mæü*Æøa!		రామారావు : రా, పురుషోత్తం! అలా కూర్చో!
0	462.7	M>ïœ ¡çÜ$Mø!		కాఫీ తీసుకో!
0	493.1	ç³#Ææÿ$Úù™èþ¢… : D A»ê¾Æÿ$$ GÐèþÆæÿ$, Æ>Ðèþ*Æ>Ðèþ#?		పురుషోత్తం : ఈ అబ్బాయి ఎవరు, రామారావు?
0	523.6	Æ>Ðèþ* : Ðéyæþ$ Ðèþ* ™èþÐèþ$$Ãyìþ Möyæþ$Mæü$. Ðéyìþ		రామా : వాడు మా తమ్ముడి కొడుకు. వాడి
0	538.8	õ³Ææÿ$ ÆæÿÑ.		పేరు రవి.
0	569.2	ç³#Ææÿ$ : Ò$ ™èþÐèþ$$Ãyæþ$ GMæüPyæþ$¯é²yæþ$?		పురు : మీ తమ్ముడు ఎక్కడున్నాడు?
0	599.7	Æ>Ðèþ* : Cç³šyæþ$ CMæüPyæþ Ìôýyæþ$. Ðéyæþ$		రామా : ఇప్పుడు ఇక్కడ లేడు. వాడు
0	614.9	AÐðþ$ÇM>ÌZ E¯é²yæþ$.		అమెరికాలో ఉన్నాడు.
1	179.2	ç³#Ææÿ$ : AÌêV>! B A»ê¾Æÿ$$ GÐèþÆæÿ$?		పురు : అలాగా! ఆ అబ్బాయి ఎవరు?
1	207.8	Æ>Ðèþ* : Òyæþ$ Ðèþ* A»ê¾Æÿ$$. Òyìþ õ³Ææÿ$ Æ>Ðèþ$$.		రామా : వీడు మా అబ్బాయి. వీడి పేరు రాము.
1	236.4	ç³#Ææÿ$ : B AÐèþ*ÃÆÿ$$Ë$ GÐèþÆæÿ$?		పురు : ఆ అమ్మాయిలు ఎవరు?
1	264.8	Æ>Ðèþ* : A¨ Ðèþ* ™èþÐèþ$$Ãyìþ Mæü*™èþ$Ææÿ$. §é°		రామా : అది మా తమ్ముడి కూతురు. దాని
1	279.2	õ³Ææÿ$ çÜÆæÿâæý. C¨ Ðèþ* AÐèþ*ÃÆÿ$$.		పేరు సరళ. ఇది మా అమ్మాయి.
1	293.4	©° õ³Ææÿ$ WÇf.		దీని పేరు గిరిజ.
1	322.0	ç³#Ææÿ$ : ´ë´ë! C¨ H… »ŸÐèþ$Ã? A¨ H…		పురు : పాపా! ఇది ఏం బొమ్మ? అది ఏం
1	336.2	»ŸÐèþ$Ã?		బొమ్మ?
1	364.9	WÇf : C¨ H¯èþ$Væü$ »ŸÐèþ$Ã…yìþ! A¨ Mø†		గిరిజ : ఇది ఏనుగు బొమ్మండి! అది కోతి
1	379.3	»ŸÐèþ$Ã!		బొమ్మ!
1	407.7	ç³#Ææÿ$ : »êº*! D »ŸÐèþ$Ã HÑ$sìý?		పురు : బాబూ! ఈ బొమ్మ ఏమిటి?
1	436.3	Æ>Ðèþ$$ : A¨ ç³#Í »ŸÐèþ$Ã…yîþ! çÜÆæÿâê! ±		రాము : అది పులి బొమ్మండీ! సరళా! నీ
1	450.7	íÜ…çßý… »ŸÐèþ$Ã H¨?		సింహం బొమ్మ ఏది?
1	479.3	çÜÆæÿâæý : A§æþ$Vø, ¯é íÜ…çßý… »ŸÐèþ$Ã!		సరళ : అదుగో, నా సింహం బొమ్మ!
1	507.7	ÆæÿÑ : C§æþ$Vø¯èþ…yìþ, Ðèþ* ¯é¯èþ²V>Ç ¸ùsZ! Ðèþ*		రవి : ఇదుగోనండి, మా నాన్నగారి ఫోటో! మా
1	522.1	¯é¯èþ²V>Ææÿ$ AÐðþ$ÇM>ÌZ E¯é²Ææÿ$.		నాన్నగారు అమెరికాలో ఉన్నారు.
1	550.7	ç³#Ææÿ$ : AÌêV>! H¨ CÌê CÐèþ#Ó! D ¸ùsZÌZ		పురు : అలాగా! ఏది ఇలా ఇవ్వు! ఈ ఫోటోలో
1	564.9	GÐèþÆæÿ$¯é²Ææÿ$?		ఎవరున్నారు?
1	593.6	ÆæÿÑ : ¡çÜ$Mø…yìþ. ^èþ*yæþ…yìþ. Ðèþ* ¯é¯èþ²V>Ææÿ*		రవి : తీసుకోండి. చూడండి. మా నాన్నగారూ
1	607.8	Ðèþ* AÐèþ*Ã E¯é²Ææÿ$ B ¸ùsZÌZ.		మా అమ్మా ఉన్నారు ఆ ఫోటోలో.
1	622.2	¯óþ¯èþ$ Ìôý¯èþ$. Ðèþ* ^ðþÌñýÏË$ Mæü*yé Ìôý§æþ$.		నేను లేను. మా చెల్లెలు కూడా లేదు.
2	179.6	çÜÆæÿâæý : B ¸ùsZÌZ ¯óþ¯èþ$¯é²¯èþ$.		సరళ : ఆ ఫోటోలో నేనున్నాను.
