page	y	legacy	rom	te
0	379.2	™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$		తెనాలి రామకృష్ణుడు
0	450.0	ç³NÆæÿÓ… ÑfÄæý$¯èþVæüÆæÿ Ýë{Ðèþ*gêÅ°²		పూర్వం విజయనగర సామ్రాజ్యాన్ని
0	466.6	Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ A¯óþ Æ>k ç³Ç´ëÍçÜ*¢		కృష్ణదేవరాయలు. అనే రాజు పరిపాలిస్తూ
0	483.2	E…yóþÐéyæþ$.  BÄæý$¯èþ BÝë¦¯èþ…ÌZ G°Ñ$¨		ఉండేవాడు. ఆయన ఆస్థానంలో ఎనిమిది
0	499.7	Ðèþ$…¨ MæüÐèþ#Ë$ E…yóþÐéâæý$å.  Ðéâæýå¯èþ$		వుంది కవులు ఉండేవాళ్ళు. వాళ్ళను
0	516.3	"""AçÙt¨VæüYgêË$' A¯óþÐéâæý$å.  ÐéâæýåÌZÏ ™ðþ¯éÍ"		“అష్టదిగ్గజాలు' అనేవాళ్ళు... వాళ్ళల్లో తెనాలి
0	532.9	Æ>Ðèþ$Mæü–çÙ$~yæþ$ JMæüyæþ$.  A™èþ¯èþ$ ™ðþË$Væü$ÌZ Vöç³µ		రామకృష్ణుడు ఒకడు. అతను తెలుగులో గొప్ప
0	549.5	MæüÑ.  Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ ™èþÆæÿ^èþ$V> MæüÐèþ#Ë¯èþ$		కవి. కృష్ణదేవరాయలు తరచుగా కవులను
0	566.0	_Mæü$P {ç³Ôèý²Ë$ Ayæþ$Væü$™èþ* E…yóþÐéyæþ$.  ÐésìýMìü		చిక్కు ప్రశ్నలు అడుగుతూ ఉండేవాడు. వాటికి
0	582.6	™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yóþ çÜÐèþ*«§é¯éË$ ^ðþç³N¢		తెనాలి రామకృష్ణుడే సమాధానాలు చెప్తూ
0	599.2	E…yóþÐéyæþ$.		ఉండేవాడు.
0	632.3	JMæü Æøk Mæü–çÙ~§óþÐèþÆ>Äæý$Ë$ çÜ¿æýÌZ		ఒక రోజు కృష్ణదేవరాయలు సభలో
1	161.0	"""""H ÑçÙÄæý*°² Væü$Ç…_ AÆÿ$$¯é ¯é ^óþ™èþ"		“ఏ విషయాన్ని గురించి అయినా నా చేత
1	177.6	"""AÐèþ#¯èþ$"" A°í³…^èþVæüÍY¯èþÐéÇMìü Ðèþ$…_"		“అవును అనిపించ గల్సినవారికి వుంచి
1	194.2	ºçßý$Ðèþ*¯èþ… CÐèþÓºyæþ$™èþ$…¨'' A¯é²yæþ$.		బహుమానం ఇవ్వబడుతుంది” అన్నాడు.
1	227.3	Aç³šyæþ$ ™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$ Ìôý_		అప్పుడు తెనాలి రామకృష్ణుడు లేచి
1	243.9	"""""Æ>gê!  ¯óþ¯èþ$ Ò$ ^óþ™èþ ""AÐèþ#¯èþ$"" A°í³…^èþ-"		“రాజా! నేను మీ చేత “అవున అనిపించ
1	260.5	VæüË$Y™é¯èþ$.  òÜËÐèþ# Cí³µ…^èþ…yìþ.'' A¯é²yæþ$.		గల్గుతాను. సెలవు ఇప్పించండి.” అన్నాడు.
1	293.6	"""""A°í³…^èþVæüËYr… M>§æþ$.  A°í³…_"		“అనిపించగల్లటం కాదు. అనిపించి
1	310.2	¡Æ>Í.  ÌôýMæü´ù™óþ Õ„æü Ñ«¨…^èþºyæþ$™èþ$…¨,		తీరాలి. లేకపోతే శిక్ష విధించబడుతుంది,
1	326.8	gê{Væü™èþ¢!'' A¯é²yæþ$ Æ>k.  A…§æþ$Mæü$		జాగ్రత్త!” అన్నాడు రాజు. అందుకు
1	343.3	"Jç³šMæü$¯é²yæþ$ ™ðþ¯éÍ Æ>Ðèþ$Mæü–çÙ$~yæþ$.  """"± Æÿ$$çÙt…"		ఒప్పుకున్నాడు తెనాలి రామకృష్ణుడు. “నీ యిష్టం
1	359.9	"Ðèþ_a¯èþ Ðèþ$*yæþ$ ÐéM>ÅË$ ^ðþí³µ ¯é ^óþ™èþ ""AÐèþ#¯èþ$'"		వచ్చిన మూడు వాక్యాలు చెప్పి నా చేత 'అవ్రను”
1	376.5	A°í³…^èþ$.'' A¯é²yæþ$ Æ>Äæý$Ë$.		అనిపించు.” అన్నాడు రాయలు.
1	409.6	"Aç³šyæþ$ Æ>Ðèþ$Mæü–çÙ$~yæþ$, """"Ðèþ$àÆ>gê!"		అప్పుడు రామకృష్ణుడు, “మహారాజా!
1	426.2	™èþÐèþ$Ææÿ$ D Ýë{Ðèþ*gêÅ°Mìü ÝëÆæÿÓ¿oÐèþ$$Ë$.''		తమరు ఈ సామ్రాజ్యానికి సార్వభౌములు.”
1	442.8	A¯é²yæþ$.  Æ>Äæý$Ë$ M>§æþ$ A¯èþÌôýMæü´ùÄæý*yæþ$.		అన్నాడు. రాయలు కాదు అనలేకపోయాడు.
1	459.4	"AÐèþ#¯èþ$ A¯èþÐèþËíÜ Ðèþ_a…¨.  """"C…MöMæü ÐéMæüÅ…"		అవును అనవలసి వచ్చింది. “ఇంకొక వాక్యం
1	475.9	"^ðþç³š!'' A¯é²yæþ$.  """"Æ>gê!  ™èþÐèþ$ ™èþÍÏ Vö{yéË$"		చెప్పు!” అన్నాడు. “రాజు! తమ తల్లి గొడ్రాలు
1	492.5	M>§æþ$.'' A¯é²yæþ$ Æ>Ðèþ$Mæü–çÙ$~yæþ$.  Æ>k D ÝëÇ		కాదు.” అన్నాడు రామకృష్ణుడు. రాజు ఈ సారి
1	509.1	Mæü*yé AÐèþ#¯èþ$ A¯èþMæü$…yé E…yæþÌôýMæüü-´ùÄæý*yæþ$.		కూడా అవును అనకుండా ఉండలేక పోయాడు.
1	525.7	"""""Ðèþ$*yø ÐéMæüÅ… Mæü*yé ^ðþç³š!'' A¯é²yæþ$ Mæü–çÙ~&"		“మూడో వాక్యం కూడా చెప్పు!” అన్నాడు కృష్ణ-
