page	y	legacy	rom	te
0	420.2	JMæü {V>Ðèþ$…ÌZ ÐðþO§æþÅ ÝûMæüÆ>ÅË$		ఒక గ్రామంలో వైద్య సౌకర్యాలు
0	436.8	A…™èþV> ÌôýMæü´ùÐèþr… ÐèþËÏ AMæüPyìþÐéÆæÿ$ G…™ø		అంతగా లేకపోవటం వల్ల అక్కడివారు ఎంతో
0	453.3	Cº¾…¨ ç³yæþ$™èþ* E…yóþÐéÆæÿ$.  JMæü ÝëÇ JMæü		ఇబ్బంది పడుతూ ఉండేవారు. ఒక సారి ఒక
0	469.9	çÜ¯éÅíÜ B {V>Ðèþ*°Mìü Ðèþ_a AMæüPyìþÐéÇ		సన్యాసి ఆ గ్రామానికి వచ్చి అక్కడివారి
0	486.5	ç³ÇíÜ¦† ^èþ*íÜ »ê«§æþç³yìþ JMæü ÐðþO§æþÅÔéË		పరిస్టితి చూసి బాధపడి ఒక వైద్యశాల
0	503.1	Mæüsìýt…^éyæþ$.  ½§æþËMæü$ ÝëÄæý$ç³yóþ E§óþªÔèý…™ø		కట్టించాడు. బీదలకు సాయపడే ఉద్దేశంతో
0	519.6	™èþ¯èþ ÕçÙ$ÅË¯èþ$ E…_ AMæüPyæþ E_™èþ…V> ÐðþO§æþÅ…		తన శిష్యులను ఉంచి అక్కడ ఉచితంగా వైద్యం
0	536.2	^óþõÜ HÆ>µr$Ï ^óþíÜ Ððþãå´ùÄæý*yæþ$.		చేసే ఏర్పాట్లు చేసి వెళ్ళిపోయాడు.
0	569.4	B ÐðþO§æþÅÔéË B {V>Ðèþ$çÜ$¦ËMóü M>Mæü		ఆ వైద్యశాల ఆ గ్రామస్థులకే కాక
0	585.9	CÆæÿ$Væü$&´÷Ææÿ$Væü$ FâæýåÌZ ÐéÇMìü Mæü*yé		ఇరుగు-పారుగు ఊళ్ళలో వారికి కూడా
0	602.5	Eç³Äñý*Væüç³yæþ ÝëW…¨.  »êV> yæþº$¾ E¯èþ²ÐéÆæÿ$		ఉపయోగపడ సాగింది. బాగా డబ్బు ఉన్నవారు
0	619.1	Mæü*yé ™èþÐèþ$ ÐéÅ«§æþ$ËMæü$ AMæüPyìþ E_™èþ ÐðþO§æþÅ…		కూడా తమ వ్యాధులకు అక్కడి ఉచిత వైద్యం
0	635.7	MøçÜ… Æ>Ðèþr…™ø ÐðþO§æþÅÔéË¯èþ$ ¯èþyæþ$ç³#™èþ$¯èþ² B		కోసం రావటంతో వైద్యణాలను నడుపుతున్న ఆ
1	160.6	çÜ¯éÅíÜ ÕçÙ$ÅËMæü$ H… ^ðþÄæý*ÅÌZ ™ø^èþÌôý§æþ$.		సన్యాసి శిష్యులకు ఏం చెయ్యాలో తోచలేదు.
1	193.7	Ðèþ$äå Mö¯é²âæýåMæü$ B çÜ¯éÅíÜ B		మళ్ళీ కొన్నాళ్ళకు ఆ సన్యాసి ఆ
1	210.3	{V>Ðèþ*°Mìü Ðèþ^éayæþ$.  ÐðþO§æþÅÔéË ¯èþyæþ$ç³#™èþ$¯èþ²		గ్రామానికి వచ్చాడు. వైద్యశాల నడుపుతున్న
1	226.9	BÄæý$¯èþ ÕçÙ$ÅË$ «§æþ¯èþÐèþ…™èþ$Ë$ Mæü*yé E_™èþ		ఆయన శిష్యులు ధనవంతులు కూడా ఉచిత
1	243.4	ÐðþO§æþÅ… MøçÜ… GVæüºyæþ$™èþ$¯é²Ææÿ° BÄæý$¯èþMæü$		వైద్యం కోసం ఎగబడుతున్నారని ఆయనకు
1	260.0	^ðþí³µ, A…§æþ$Mæü$ ™éÐèþ$$ H… ^ðþÄæý*ÅË°		చెప్పి, అందుకు తాము ఏం చెయ్యాలని
1	276.6	AyìþV>Ææÿ$.		అడిగారు.
1	309.7	"çÜ¯éÅíÜ ¯èþÑÓ """"Ðèþ$¯èþ ÐðþO§æþÅÔéË"		సన్యాసి నవ్వి “వున వైద్యశాల
1	326.3	½§æþËMæü$ ÝëÄæý$ç³yéË° Ðèþ$¯èþ E§óþªÔèý….  A¨		బీదలకు సాయపడాలని మన ఉద్దేశం. అది
1	342.9	™ðþÍíÜ Mæü*yé CMæüPyìþ ÐðþO§æþÅ… MøçÜ… «§æþ¯èþÐèþ…™èþ$Ë$		తెలిసి కూడా ఇక్కడి వైద్యం కోసం ధనవంతులు
1	359.5	ÐèþõÜ¢ Ðèþ$¯èþ… H… ^ðþÄæý*ÅÍ?  ÐéÇMîü ÐðþO§æþÅ…		వస్తే మనం ఏం చెయ్యాలి? వారికీ వైద్యం
1	376.0	^ðþÄæý*ÅÍÞ…§óþ!  Äæý*_…^óþÐéyæþ$ GÐèþyðþO¯é		చెయ్యాల్సిందే! యాచించేవాడు ఎవడైనా
1	392.6	õ³§æþÐéyóþ'' A¯é²yæþ$.		'పేదవాడే” అన్నాడు.
1	425.8	í³. G‹Ü. Vø´ëËMæü–çÙ~		పి. ఎస్‌. గోపాలకృష్ణ
1	437.7	(^èþ…§æþÐèþ*Ðèþ$, lÌñýO 1976)		(బందు, జూలై 1976)
1	522.3	^ðþÄæý$ÅÐèþËíÜ…§óþ		కావలసిందే
1	522.3	M>ÐèþËíÜ…§óþ		కావలసిందే
1	538.9	Æ>ÐèþËíÜ…§óþ		ఉండవలసిందే
1	538.9	E…yæþÐèþËíÜ…§óþ		ఉండవలసిందే
1	593.9	1. yæþº$¾¯èþ²Ðéâæý$å		4. సాయపడ్డాడు
1	593.9	4. ÝëÄæý$ç³yézyæþ$		4. సాయపడ్డాడు
1	610.4	2. ½§æþÐéyæþ$		5. ఇబ్బంది పడటం
1	610.4	5. Cº¾…¨ ç³yæþr…		5. ఇబ్బంది పడటం
1	627.0	3. ÐðþO§æþÅÔéË		6. కొన్ని రోజులు
1	627.0	6. Mö°² ÆøkË$		6. కొన్ని రోజులు
2	197.0	1. ÔèýÆæÿÃ ................. ç³#çÜ¢Mæü… Mæü°í³…^èþr…Ìôý§æþ° ^ðþ´ëµyæþ$.		1. శర్మ ................. పుస్తకం కనిపించటంలేదని చెప్పాడు.
2	212.9	2. ÔéÆæÿ§é çÜ$ÖÌê ................ Mæü…sñý »êV> ´ëyæþVæüËÐéâæý$å ÌôýÆæÿ¯èþ$Mæü$…r$¯é²Ææÿ$.		2. శారదా సుశీలా ................ కంటె బాగా పాడగలవాళ్ళు లేరనుకుంటున్నారు.
2	228.6	3. Ðéyæþ$ ........... JMæü Vöç³µÐé×ìý~ A¯èþ$Mæü$…r$¯é²yæþ$.		3. వాడు ........... ఒక గొప్పవాణ్ణి అనుకుంటున్నాడు.
2	244.5	4. MæüÐèþ$Ìê ÆæÿÒ ............. Ðèþ$…_Ðéâæýå… A¯èþ$Mør…Ìôý§é?		4 కమలా రవీ ............. మంచివాళ్ళం అనుకోటంలేదా?.
2	297.3	f¯èþ… Æ>Ðèþr… Ððþ$$§æþË$ò³sêtÆæÿ$.		జనం రావటం మొదలుపెట్టారు.
2	313.2	f¯èþ… Æ>ÝëV>Ææÿ$.		జనం రాసాగారు.
2	328.9	1. BÄæý$¯èþ Ðèþ*sêÏyæþ$™èþ$…sôý f¯èþ… AÆæÿÐèþr… Ððþ$$§æþË$ò³sêtÆæÿ$.		1... ఆయన మాట్లాడుతుంటే జనం అరవటం మొదలుపెట్టారు.
2	344.8	2. ÐèþÆæÿÛ… Mæü$ÆæÿÐèþr… Ððþ$$§æþË$ò³sìýt…¨.		2... వర్షం కురవటం మొదలుపెట్టింది.
2	360.7	3. f¯èþ… ¯èþyìþ_´ùÐèþr… Ððþ$$§æþË$ò³sêtÆæÿ$.		3... జనం నడిచిపోవటం మొదలుపెట్టారు.
2	413.6	B ÐðþO§æþÅÔéË B {V>Ðèþ$çÜ$¦ËMæü$ Eç³Äñý*Væüç³yæþÝëW…¨.		ఆ వైద్యశాల ఆ గ్రామస్తులకు ఉపయోగపడసాగింది.
2	429.2	A…™óþ M>§æþ$; CÆæÿ$Væü$&´÷Ææÿ$Væü$ FâæýåÌZÐéÇMìü Mæü*yé.		అంతే కాదు; ఇరుగు-పొరుగు ఊళ్ళలోవారికి కూడా.
2	445.1	B ÐðþO§æþÅÔéË B {V>Ðèþ$çÜ$¦ËMóü M>Mæü$…yé CÆæÿ$Væü$&´÷Ææÿ$Væü$		ఆ వైద్యశాల ఆ గ్రామస్థులకే కాకుండా ఇరుగు-పొరుగు
2	461.1	FâæýåÌZÐéÇMìü Mæü*yé Eç³Äñý*Væüç³yæþÝëW…¨.		ఊళ్ళలోవారికి కూడా ఉపయోగపడసాగింది.
2	476.7	1. çÜ$»ê¾Æ>Ðèþ# »êÅ…Mæü$ °…_ yæþº$¾ Aç³š ¡çÜ$Mæü$¯é²yæþ$.		1. సుబ్బారావు బ్యాంకు నించి డబ్బు అప్పు తీసుకున్నాడు.
2	492.6	A…™óþ M>§æþ$; FâZåÐéâæý…§æþÇ §æþVæüYÆæÿ Mæü*yé!		అంతే కాదు; ఊళ్ళోవాళందరి దగ్గర కూడా!
2	508.5	2. ç³§æþÃ Ðèþ*çÙtÆæÿ$V>Ç™ø ´ùsêÏyìþ…¨.		2. పద్మ మాష్టరుగారితో పోట్లాడింది.
2	524.2	A…™óþ M>§æþ$; M>ÏçÜ$ÌZ°…_ »ñýOsìýMìü Ððþãå´ùÆÿ$$…¨.		అంతే కాదు; క్లాసులోనించి బైటికి వెళ్ళిపోయింది.
2	540.1	3. B çÜ¯éÅíÜ JMæü ÐðþO§æþÅÔéË Mæüsìýt…^éyæþ$.		3. ఆ సన్యాసి ఒక వైదశ్రాల కట్టించాడు.
2	556.0	A…™óþ M>§æþ$; A…§æþ$ÌZ E_™èþ…V> ÐðþO§æþÅ… ^óþõÜ HÆ>µr$Ï Mæü*yé ^óþÔéyæþ$.		అంతే కాదు; అందులో ఉచితంగా వైద్యం చేసే ఏర్పాట్లు కూడా చేశాడు.
2	587.7	f.  Combine the following pairs of sentences using the Ar… forms of		1. ౮020129 16 1010108 04 ౦1 500190063 29108 16 అటం 1008 01
2	624.6	Model (A) ¯óþ¯èþ$ GMæü$PÐèþ Ðèþ*sêÏyé¯èþ$.  A…§æþ$ÐèþËÏ ÔèýÆæÿÃMæü$ Møç³… Ðèþ_a…¨.		406461 (అ) నేను ఎక్కువ మాట్లాడాను. అందువల్ల శర్మకు కోపం వచ్చింది.
2	640.5	¯óþ¯èþ$ GMæü$PÐèþV> Ðèþ*sêÏyæþr… ÐèþËÏ ÔèýÆæÿÃMæü$ Møç³… Ðèþ_a…¨.		నేను ఎక్కువగా మాట్లాడటం వల్ల శర్మకు కోపం వచ్చింది.
3	160.1	1. ¯óþ¯èþ$ GMæü$PÐèþ ¯èþyìþ^é¯èþ$.  A…§æþ$ÐèþËÏ M>âæý$å ¯ðþí³µV> E¯é²Æÿ$$.		1... నేను ఎక్కువ నడిచాను. అందువల్ల కాళ్ళు నెప్పిగా ఉన్నాయి.
3	175.8	2. ÐðþO§óþíßýMìü Ðèþ$…_ Ðèþ*Ææÿ$PË$ Ðèþ^éaÆÿ$$.  A…§æþ$ÐèþËÏ BÐðþ$¯èþ$ òÜËMæü$t^óþÔéÆæÿ$.		2... వైదేహికి మంచి మార్కులు వచ్చాయి. అందువల్ల ఆమెను సెలక్టుచేశారు.
3	191.7	3. ÔèýÆæÿÃ AMæüPyóþ E¯é²yæþ$.  A…§æþ$ÐèþËÏ A±² gê{Væü™èþ¢V> E¯é²Æÿ$$.		3... శర్మ అక్కడే ఉన్నాడు. అందువల్ల అన్నీ జాగ్రత్తగా ఉన్నాయి.
3	207.6	4. Ë™èþ ç³È„æüÌZ  ´ëçÜÆÿ$$…¨.  A…§æþ$ÐèþËÏ BÐðþ$¯èþ$ C…rÆŠÿÐèþNÅMæü$ í³Í^éÆæÿ$.		4. లత పరీక్షలో పాసయింది. అందువల్ల ఆమెను ఇంటర్‌వ్యూకు పిలిచారు.
