page	y	legacy	rom	te
0	378.8	Ðèþ_a¯é Æ>Mæü´ùÆÿ$$¯é		వచ్చినా రాకపోయినా
0	438.8	çÜ$Væü$×ý: çÜÆæÿâê!  D ç³#çÜ¢Mæü… ± §æþVæüYÆæÿ §é^èþ$.		సుగుణ: సరళా! ఈ పుస్తకం నీ దగ్గర దాచు.
0	454.0	™èþÆ>Ó™èþ ¡çÜ$Mæü$…sê¯èþ$.  ±Mæü$ fÓÆæÿ…		తర్వాత తీసుకుంటాను. నీకు జ్వరం
0	469.2	Ðèþ_a…§æþrV>!		వచ్చిందటగా!
0	500.0	çÜÆæÿâæý : AÐèþ#¯èþ$ ±Mæü$ GÌê ™ðþÍíÜ…¨?		సరళ: అవును నీకు ఎలా తెలిసింది?
0	515.2	C§æþ$Vø M>ïœ ¡çÜ$Mø!		ఇదుగో కాఫీ తీసుకో!
0	545.7	çÜ$Væü$×ý: Ò$ ™èþÐèþ$$Ãyæþ$ ^ðþ´ëµyæþ$.  Aº¾!		సుగుణ: మీ తమ్ముడు చెప్పాడు. అబ్బ!
0	560.9	C…™èþ ÐóþyìþV> E…§óþ… M>ïœ!  ¯øÆæÿ$		ఇంత వేడిగా ఉందేం కాఫీ! నోరు
0	576.2	M>Í…¨.  Ðèþ$Ç fÓÆæÿ… Ðèþ_a¯é		కాలింది. మరి జ్వరం వచ్చినా
0	591.6	M>ÏçÜ$Mæü$ Ðèþ^éaÐóþ…?		క్లాసుకు వచ్చావేం?
0	622.1	çÜÆæÿâæý : ¯éMæü$ C…sìý §æþVæüYÆæÿ ™ø^èþ§æþ$.  Ò$		సరళ : నాకు ఇంటి దగ్గర తోచదు. మీ
0	638.3	™èþÐèþ$$Ãyìþ ç³È„æü ÇfË$t ™ðþÍíÜ…§é?		తమ్ముడి పరీక్ష రిజల్టు తెలిసిందా?
1	160.8	çÜ$Væü$×ý: C…M> ™ðþÍÄæý$Ìôý§æþ$. Æóÿç³# ™ðþË$çÜ$¢…¨.		సుగుణ: ఇంకాతెలియలేదు.రేపు తెలుస్తుంది.
1	192.4	çÜÆæÿâæý : ™ðþÍíÜ¯èþ ™èþÆ>Ó™èþ ¯éMæü$ ^ðþç³š.  »êV>		సరళ: తెలిసిన తర్వాత నాకు చెప్పు. బాగా
1	208.3	Æ>Ôéyé?		రాశాడా?
