page	y	legacy	rom	te
0	445.6	Ææÿ†Æ>ÐŒþ$: °…VæüÄæý$ÅV>Ææÿ*!  D ò³sñýtÌZ H…		'రతిరామ్‌: నింగయ్యగారూ! ఈ పెట్టెలో ఏం
0	460.2	E…¨?		ఉంది?
0	489.9	°…VæüÄæý$Å: ïÜÝë E¯èþ²§æþ…yîþ!		నింగయ్య: సీసా ఉన్నదండీ!
0	519.5	Ææÿ†Æ>ÐŒþ$: ïÜÝëÌZ H… E…¨?		రతిరామ్‌: సీసాలో ఏం ఉంది?
0	549.1	°…VæüÄæý$Å: Ðèþ$…§æþ$.		నింగయ్య: మందు.
0	578.7	Ææÿ†Æ>ÐŒþ$: Ðèþ$…§æþ$ A…sôý HÑ$sìý?		'రతిరామ: మందు అంటే ఏమిటి?
0	608.4	°…VæüÄæý$Å: Ðèþ$…§æþ$ A…sôý C…XÏçÙ$ÌZ		నింగయ్యః మందు అంటే ఇంగ్లీషులో
1	179.8	Ææÿ†Æ>ÐŒþ$: AÌêV>!  Ðèþ$…§æþ$ GÐèþÇMìü?  ±M>?		'రతిరామ్‌: అలాగా! మందు ఎవరికి? నీకా?
1	210.2	°…VæüÄæý$Å: D Ðèþ$…§æþ$ ¯éMæü$ M>§æþ$; Ðèþ*		నింగయ్యః ఈ వందు నాకు కాదు; మా
1	225.4	»ê»êÆÿ$$ V>ÇMìü.		బాబాయి గారికి.
1	255.9	Ææÿ†Æ>ÐŒþ$: G…§æþ$Mæü$?  fÓÆæÿÐèþ*?		'రతిరామ్‌: ఎందుకు? జ్వరమా?
1	286.3	°…VæüÄæý$Å: fÓÆæÿ… M>§æþ$; Mæüyæþ$ç³#ÌZ ¯öí³µ.		నింగయ్యః జ్వరం కాదు; కడుపులో నొప్పి.
1	301.5	Mæüyæþ$ç³#ÌZ ¯öí³µMìü D Ðèþ$…§æþ$ ^éÌê		కడుపులో నొప్పికి ఈ మందు చాలా
1	316.8	Ðèþ$…_¨.		మంచిది.
