page	y	legacy	rom	te
0	380.4	¯èþ$Ðèþ#Ó Ðèþ_a G…™èþ õÜò³O…¨?		నువ్వు వచ్చి ఎంత సేఫైంది?
0	444.9	MæüÐèþ$Ë : ËMìü‡!  ¯èþ$Ðèþ#Ó Ðèþ_a ^éÌêõÜò³O…§é?		కమల. : లక్ష్మి నువ్వు వచ్చి చాలాసేపైందా?
0	478.1	ËMìü‡ : L¯èþ$ AÆæÿVæü…sñýO…¨.		లక్ష్మి. : బెను అరగంటైంది.
0	511.2	MæüÐèþ$Ë : AÆðÿ!  ¯óþ¯èþ$ ^èþ*yæþÌôý§æþ$.  çÜÆóÿ!		కమల. : అరె! నేను చూడలేదు. సరే!
0	527.8	CÐéÓâæý íÜ°Ðèþ*Mæü$ ´ù§é…, Æ>!		ఇవ్వాళ సినిమాకు పోదాం, ర
0	544.4	¯óþ¯èþ$ íÜ°Ðèþ* ^èþ*íÜ Æðÿ…yæþ$		నేను సినిమా చూసి రెండు
0	561.0	¯ðþËÌñýO…¨.  Ðèþ* Æÿ$$…sZÏ §ö…Væü&		నెలలైంది. మా యింట్లో దొంగ-
0	577.5	™èþ¯èþ… fÇW¯èþ ™èþÆ>Ó™èþ ¯óþ¯èþ$ »ñýOsìýMìü		తనం జరిగిన తర్వాత నేను బైటికి
0	594.1	ÐðþâæýåÌôý§æþ$.		వెళ్ళలేదు.
0	627.3	ËMìü‡ : CÐéÓâæý ¯é Ðèþ$¯èþçÜ$Þ »êVæüÌôý§æþ$.		లక్ష్మి. : ఇవ్వాళ నా మనస్సు బాగలేదు.
1	160.6	MæüÐèþ$Ë : H…! CÐéÓâæý Væü*yé {ç³¿êMæüÆŠÿ		కమల. : ఏం! ఇవ్వాళ గూడా ప్రభాకర్‌
1	177.1	Mæü°í³…^èþÌôý§é?		కనిపించలేదా?
1	210.1	ËMìü‡ : Ìôý§æþ$.  H… ^ðþÄæý$ÅÐèþ$…sêÐèþ# ¯èþ¯èþ$²?		లక్ష్మి... : లేదు. ఏం చెయ్యమంటావు నన్ను?
1	242.8	MæüÐèþ$Ë : ¯èþ$Ðèþ#Ó Ðèþsìýt í³ÇMìü§é°Ñ.  ± Ðèþ$…_&		కమల. : నువ్వ వట్టి పిరికదానివి. నీ మంచి-
1	259.1	™èþ¯èþ… í³ÇMìü™èþ¯èþ… ^èþ*íÜ A™èþ¯èþ$ CsêÏ		తనం పిరికితనం చూసి అతను ఇట్లా
1	275.5	^óþçÜ$¢¯é²yæþ$. ¯èþ$Ðèþ#Ó «§ðþOÆæÿÅ…V> E…yæþ$.		చేస్తున్నాడు. నువ్వు ధైర్యంగా ఉండు.
1	291.8	¯óþ¯èþ$ Ððþãå Ðèþ*sêÏyé¢¯èþ$.		సేను వెళ్ళి మాట్లాడ్తాను.
1	324.8	ËMìü‡ : Cç³šyæþ$ ¯óþ¯öMæü ç³° ^ðþÄæý$Å§æþË&		లక్ష్మి... : ఇప్పుడు నేనొక పని చెయ్యదల-
1	341.1	^èþ$Mæü$¯é²¯èþ$.		చుకున్నాను.
1	373.8	MæüÐèþ$Ë : HÑ$r¨?		కమల : ఏమిటది?
1	406.5	ËMìü‡ : ÐéâæýÏ C…sìýMìü Ððþâêª… A¯èþ$Mæü$…r$¯é²¯èþ$.		లక్ష్మి: వ్య్లఇంటిి వెళ్ళం అనుకంటున్నాను.
1	439.4	MæüÐèþ$Ë : ¼^èþa… MøçÜ… ´ù™éÐé?  Ar$&		కమల. : బిచ్చం కోసం పోతావా? అటు
1	455.8	Ðèþ…sìý í³_a ç³° ^ðþÄæý$ÅMæü$.  H…		వంటి పిచ్చి పని చెయ్యకు. ఏం
1	472.2	^óþÄæý*ÌZ ¯óþ¯èþ$ ^ðþ´ë¢¯èþ$.  Ðéãå…&		చేయాలో నేను చెప్తాను. వాళ్ళిం-
1	488.5	sìýMìü ¼^èþaVæü™ðþ¢Ìê ÐðþâæýÏMæüPÆóÿÏ§æþ$.		టికి బిచ్చగత్తెలా వెళ్తక్కర్రేదు.
