lesson	seq	speaker	en	rom	legacy	keys	flags
48	1	Æ>Ðèþ$$	Mohan!  Come quickly.  Don't delay today as you did yesterday.  I will not get the buses if it is delayed further.		Æ>Ðèþ$$ : Ððþ*çßý¯Œþ!  ™ö…§æþÆæÿV> Æ>!  °¯èþ² ^óþíÜ¯èþr$Ï CÐéÓâæý Væü*yé BËçÜÅ… ^ðþÄæý$ÅMæü$.  BËçÜÅ… AÆÿ$$¯èþMö©ª ¯éMæü$ ºçÜ$ÞË$ §öÆæÿMæüÐèþ#.	0:447.4;0:463.1;0:478.7;0:494.4	no-rom
48	2	Ððþ*çßý¯Œþ	How can I come without finishing my work?  It may be eight o'clock by the time I return.		Ððþ*çßý¯Œþ : Ððþãå¯èþ ç³° ç³NÇ¢ M>Mæü$…yé GÌê ÐèþÝë¢¯èþ$?  ¯óþ¯èþ$ Ðèþ^óþaçÜÇMìü G°Ñ$¨ Væü…rË$ M>Ðèþ^èþ$a.	0:525.6;0:541.3;0:556.9	no-rom
48	3	Æ>Ðèþ$$	My father will scold me if I go late. He did the same yesterday too.	–	Æ>Ðèþ$$ : BËçÜÅ… AÆÿ$$™óþ Ðèþ* ¯é¯èþ²V>Ææÿ$ AÆæÿ$Ýë¢Ææÿ$.  °¯èþ² Væü*yé AÇ^éyæþ$.	0:588.3;0:604.0	
48	4	Ððþ*çßý¯Œþ	You can say in this town.  But if you use it in Visa- khapatnam, they will beat you.	arichæ ru	Ððþ*çßý¯Œþ : AÇ^éÆæÿ$ A° D FâZÏ A…sôý ç³ÆæÿÐéÌôý§æþ$.  ÑÔéQç³r²…ÌZ A…sôý Möyé¢Ææÿ$.	1:159.9;1:175.4;1:190.8	unmapped-glyph
48	5	Æ>Ðèþ$$	Why?		Æ>Ðèþ$$ : G…§æþ$Mæü$?	1:221.8	no-rom
48	6	Ððþ*çßý¯Œþ	There means barking like a dog.	arustunnāḍu	Ððþ*çßý¯Œþ : AMæüPyæþ AÆæÿ$çÜ$¢¯é²yæþ$ A…sôý Mæü$MæüPÌêV> Ððþ$$Ææÿ$Væü$™èþ$¯é²yæþ° AÆæÿ¦….	1:252.7;1:268.1	
48	7	Æ>Ðèþ$$	Everybody uses the word here.  I heard when your friend, who came yester- day, was saying it.  He said	aravaṭam – 'subbarao arichæ ḍu.'	"Æ>Ðèþ$$ : ""AÆæÿÐèþr…' A° CMæüPyæþ A…§æþÆæÿ* A…sêÆæÿ$ Væü§é!  °¯èþ² Ðèþ_a¯èþ Ò$ õÜ²íßý™èþ$yæþ$ ±™ø Ðèþ*sêÏyæþ*¢ E…yæþ& V> Ñ¯é²¯èþ$.  A™èþ¯èþ$ ""çÜ$»ê¾Æ>Ðèþ# AÇ^éyæþ$' A¯é²yæþ$."	1:299.1;1:314.5;1:330.0;1:345.5;1:360.9	unmapped-glyph
48	8	Ððþ*çßý¯Œþ	Yes, this word, in Godavari and Vishakhapatnam districts, means barking.  In the other districts it means 'scolding' or 'talking loudly' or 'shouting.'		Ððþ*çßý¯Œþ : AÐèþ#¯èþ$.  Vø§éÐèþÇ, ÑÔéQç³r²… hÌêÏËÌZ D Ðèþ*rËMæü$ Ððþ$$ÆæÿVæür… A° AÆæÿ¦….  ™èþMìüP¯èþ hÌêÏËÌZ †rtr… A° ò³§æþªV> Ðèþ*sêÏyæþr… A° AÆæÿ¦….	1:391.9;1:407.3;1:422.8;1:438.2	no-rom
48	9	Æ>Ðèþ$$	It looks funny!		Æ>Ðèþ$$ : VæüÐèþ$Ã™èþ$¢V> E…§óþ!	1:469.2	no-rom
48	10	Ððþ*çßý¯Œþ	Yes.  Similarly the word	kangāru.	"Ððþ*çßý¯Œþ : AÐèþ#¯èþ$.  AÌêVóü ""Mæü…V>Ææÿ$' A¯óþ Ðèþ*r E…¨."	1:500.1;1:515.6	
48	11	Æ>Ðèþ$$	Does it also have two meanings?		Æ>Ðèþ$$ : §é°Mìü Væü*yé Æðÿ…yæþÆ>¦Ë$¯é²Äæý*?	1:546.5	no-rom
48	12	Ððþ*çßý¯Œþ	That's what I am going to tell you. in Godavari and Vishakhapatnam districts means 'haste' It means 'confusion' in Krishna and confusion Guntur districts.	kangāru (toṁdara).	Ððþ*çßý¯Œþ : A§óþ ^ðþç³µ»Z™èþ$¯é²¯èþ$.  Vø§éÐèþÇ, ÑÔéQç³r²… hÌêÏËÌZ Mæü…V>Ææÿ$ A…sôý ™ö…§æþÆæÿ A° AÆæÿ¦…. Væü$…r*Ææÿ$, Mæü–Úë~ hÌêÏËÌZ D Ðèþ*rMæü$ A° AÆæÿ¦….	1:577.4;1:592.9;1:608.3;1:623.8;1:639.3;1:639.4	
48	13	Æ>Ðèþ$$	Are there any more such words?		Æ>Ðèþ$$ : Cr$Ðèþ…sìý Ðèþ*rË$ C…M> E¯é²Äæý*?	2:159.9;2:175.6	no-rom
48	14	Ððþ*çßý¯Œþ	There are many.		Ððþ*çßý¯Œþ : ^éÌê Ðèþ#¯é²Æÿ$$.	2:207.0	no-rom
48	15	Æ>Ðèþ$$	He himself said yesterday that he was confused during the examination time.  It seems he did not answer properly.		Æ>Ðèþ$$ : °¯èþ² ç³È„æü Æ>çÜ$¢¯èþ²ç³šyæþ$ Mæü…V>Ææÿ$ ç³yéz¯èþ$ A° A™èþ¯óþ A¯é²yæþ$. A™èþ¯èþ$ çÜÈV>Y ç³È„æü Æ>íÜ¯èþr$ÏÌôýyæþ$.	2:238.1;2:253.8;2:269.5	no-rom
48	16	Ððþ*çßý¯Œþ	Yes!  Look there!  It seems Gopi is coming.  Now I don't have to go (There is no need for me to go.)		Ððþ*çßý¯Œþ : AÐèþ#¯èþ$.  Ayæþ$Vø Vøí³ ÐèþçÜ$¢¯èþ²r$Ï& - ¯é²yæþ$.  CMæü ¯óþ¯èþ$ ÐðþâêåÍÞ¯èþ ç³° Ìôý§æþ$.	2:300.9;2:316.6	no-rom
48	17	Vøí³	Mohan!  You work so little and talk so much.		Vøí³ : Ððþ*çßý¯Œþ!  ¯èþ$ÐðþÓ…™èþ GMæü$PÐèþ Ðèþ*sêÏyé¢Ðø A…™èþ ™èþMæü$PÐèþ ç³° ^óþÝë¢Ðèþ#Æ>!	2:363.4;2:379.1	no-rom
48	18	Ððþ*çßý¯Œþ	I started long ago.  But I stopped as I was talking to him.		Ððþ*çßý¯Œþ : ¯óþ¯èþ$ ºÄæý$ÌôýªÇ ^éÌêõÜç³# AÆÿ$$…& ¨Æ>!  C…™èþÌZ Òyìþ™ø H§ø Ðèþ*sêÏyæþ*¢ BV>¯èþ$.	2:410.5;2:425.9;2:441.6	no-rom
48	19	Vøí³	You don't do a single thing which you promise to do.  I came because I thought you would not come any more.		Vøí³ : ^óþÝë¢¯èþ$ A° ^ðþí³µ¯èþ ç³° JMæüsìý Væü*yé ^ðþÄæý$ÅÐèþ# Væü§é!  ¯èþ$Ðèþ#Ó Ðèþ^óþarr$Ï ÌôýÐèþ# A¯èþ$Mö° ¯óþ¯óþ Ðèþ^éa¯èþ$.	2:473.0;2:488.7;2:504.4;2:519.8	no-rom
48	20	Ððþ*çßý¯Œþ	Did you call Venu while coming?		Ððþ*çßý¯Œþ : Ðóþ×ý$¯èþ$ í³Í_ Ðèþ^éaÐé?	2:551.2	no-rom
48	21	Vøí³	He went away some where by the time I reached there.		Vøí³ : ¯óþ¯èþ$ ÐðþâôýÏÌZV> Ðéyæþ$ GMæüPyìþMø ´ùÄæý*yæþ$.	2:582.6;2:598.3	no-rom
48	22	Ððþ*çßý¯Œþ	What is the use if you come alone without him?		Ððþ*çßý¯Œþ : Ðé×ìý~ ¡çÜ$Mæü$Æ>Mæü$…yé ¯èþ$Ðèþ#Ó JMæüPyìþÐóþ ÐèþõÜ¢ GsêÏ.	2:629.4;2:645.1	no-rom
