lesson	seq	speaker	en	rom	legacy	keys	flags
17	1	çÜÆæÿÓÆŠÿ	What do you want, sir?		çÜÆæÿÓÆŠÿ : H… M>ÐéË…yîþ?	0:436.7	no-rom
17	2	Ðèþ$à´ë{™èþ	I want three minapattus.		Ðèþ$à´ë{™èþ :  ¯éMæü$ Ðèþ$*yæþ$ Ñ$¯èþç³r$Ï M>ÐéÍ.	0:467.1	no-rom
17	3	Ææÿ†Æ>ÐŒþ$	Three minapattus!		Ææÿ†Æ>ÐŒþ$ : Ðèþ$*yæþ$ Ñ$¯èþç³sêÏ?	0:497.6	no-rom
17	4	Ðèþ$à.	Yes.  The minapattu in this hotel is very small.  One or two are not sufficient for me.		Ðèþ$à. : AÐèþ#¯èþ$.  D çßZrÌZÏ Ñ$¯èþç³r$t ^éÌê _¯èþ²¨.  ¯éMæü$ JMæüsîý Æðÿ…yæþ* ^éËÐèþ#.	0:528.0;0:543.3;0:558.5	no-rom
17	5	A…fÄæý$Å	Alright.  Bring three minapattus for him; coffee for us, and milk for the child.		A…fÄæý$Å : çÜÆóÿ!  BÄæý$¯èþMæü$ Ðèþ$*yæþ$ Ñ$¯èþç³r$Ï ¡çÜ$Mæü$Æ>!  Ðèþ*Mæü$ M>ïœ; ´ëç³Mæü$ ´ëË$.	0:588.9;0:604.1;0:619.4	no-rom
17	6	Ææÿ†Æ>ÐŒþ$	Is this child your daughter?		Ææÿ†Æ>ÐŒþ$ : D ´ëç³ Ò$ AÐèþ*ÃÄæý*?	1:179.8	no-rom
17	7	A…fÄæý$Å	Yes.		A…fÄæý$Å :  AÐèþ#¯èþ$.	1:209.4	no-rom
17	8	Ææÿ†Æ>ÐŒþ$	What is your name, dear?		Ææÿ†Æ>ÐŒþ$ :  ´ë´ë!  ± õ³ÆóÿÑ$rÐèþ*Ã?	1:239.0	no-rom
17	9	´ëç³	Jyothi.		´ëç³ : gZÅ†.	1:268.6	no-rom
17	10	Ææÿ†Æ>ÐŒþ$	A nice name.		Ææÿ†Æ>ÐŒþ$ :  Ðèþ$…_ õ³Ææÿ$.	1:298.3	no-rom
17	11	A…fÄæý$Å	Mr. Ratiram!  You are from Haryana.  Aren't you?  How many days' journey is it from your place to this place?		A…fÄæý$Å : Ææÿ†Æ>ÐŒþ$V>Ææÿ*!  Ò$¨ çßýÆ>Å¯é Mæü§æþ*!  Ò$ FÇ°…_ CMæüPyìþMìü G°² ÆøkË {ç³Äæý*×ý…?	1:327.9;1:342.7;1:357.5	no-rom
17	12	Ææÿ†Æ>ÐŒþ$	It is two nights and three days' journey, sir!		Ææÿ†Æ>ÐŒþ$ :  Æðÿ…yæþ$ Æ>{†âæý$å Ðèþ$*yæþ$ ç³Væüâæýå {ç³Äæý*×ýÐèþ$…yîþ!	1:387.0;1:401.8	no-rom
17	13	A…fÄæý$Å	So, your place is far from here!		A…fÄæý$Å : AÆÿ$$™óþ Ò$ FÆæÿ$ CMæüP×ìý~…_ ^éÌê §æþ*ÆæÿÐèþ$¯èþ²Ðèþ*r!	1:431.4;1:446.2	no-rom
17	14	Ææÿ†Æ>ÐŒþ$	Yes, sir!  It's about thousand miles.  The train journey is about eight hundred and eighty miles.  After that, it is one hundred and twenty miles by bus.		Ææÿ†Æ>ÐŒþ$ :  AÐèþ#¯èþ…yîþ!  §é§éç³# ÐðþÆÿ$$Å Ððþ$Oâæý$å. çÜ$Ðèþ*Ææÿ$ G°Ñ$¨ Ðèþ…§æþË G¯èþ¿ñýO Ððþ$Oâæý$å ÆðÿOË$ {ç³Äæý*×ý…. AMæüP×ìý~…_ ¯èþ*r CÆæÿÐðþO Ððþ$Oâæý$å ºçÜ$Þ {ç³Äæý*×ý….	1:475.9;1:490.7;1:505.5;1:520.3;1:535.1	no-rom
17	15	A…fÄæý$Å	Mr. Mahapatra!  Your native place is in Orissa.  Isn't it?		A…fÄæý$Å : Ðèþ$à´ë{™èþ V>Ææÿ*!  Ò$ FÆæÿ$ JÇÝëÞÌZ E…¨ Mæü§æþ*!	1:564.6;1:579.4	no-rom
17	16	Ðèþ$à´ë{™èþ	Yes, sir!		Ðèþ$à´ë{™èþ : AÐèþ#¯èþ…yîþ.	1:609.4	no-rom
17	17	A…fÄæý$Å	What is the distance to your place from here?		A…fÄæý$Å : Ò$ FÇMìü CMæüP×ìý~…_ G…™èþ §æþ*Ææÿ…?	2:178.9;2:192.9	no-rom
17	18	çÐèþ$à´ë{™èþ	Four hundred and ninetyone miles.		çÐèþ$à´ë{™èþ : ¯éË$Væü$ Ðèþ…§æþË ™ö…¿ñýO JMæüP Ððþ$Oâæý$å.	2:220.8;2:234.8	no-rom
17	19	A…fÄæý$Å	Is it two days' journey?		A…fÄæý$Å : Æðÿ…yæþ$ ÆøkË {ç³Äæý*×ýÐèþ*?	2:262.6	no-rom
17	20	Ðèþ$à´ë{™èþ	We don't need two days, sir!  It is only a night and a day. Hari!  How far is your place from here?		Ðèþ$à´ë{™èþ : Æðÿ…yæþ$ ÆøkË$ AMæüPÆóÿÏ§æþ…yîþ!  JMæü Æ>{¡ JMæü ç³VæüË* ^éË$.  çßýÈ! Ò$ FÇMìü CMæüP×ìý~…_ G…™èþ §æþ*Ææÿ…?	2:290.6;2:304.6;2:318.4;2:332.4	no-rom
17	21	çßýÇ	About three hundred kilometers, and one kilometer for my house from the railway sta- tion.		çßýÇ : çÜ$Ðèþ*Ææÿ$ Ðèþ$*yæþ$ Ðèþ…§æþË MìüÌZÒ$rÆæÿ$Ï. ÆðÿOÌŒýõÜtçÙ¯Œþ °…_ C…sìýMìü JMæü MìüÌZÒ$rÆæÿ$.	2:360.4;2:374.2;2:388.2	no-rom
17	22	Ðèþ$à´ë{™èþ	What is the fare?		Ðèþ$à´ë{™èþ : sìýMðüPr$t G…™èþ?	2:416.2	no-rom
17	23	Ðèþ$*Ç¢	Roughly one hundred and fifty rupees.		Ðèþ$*Ç¢ : çÜ$Ðèþ*Ææÿ$ ¯èþ*rÄæý*¿ñýO Ææÿ*´ëÄæý$Ë$.	2:444.0	no-rom
17	24	Ææÿ†Æ>ÐŒþ$	Mr. Anjayya!  How many days' journey to your place?		Ææÿ†Æ>ÐŒþ$ :  A…fÄæý$ÅV>Ææÿ*! Ò$ FÇMìü G°² ÆøkË {ç³Äæý*×ý…?	2:472.0;2:485.8	no-rom
17	25	A…fÄæý$Å	This itself is my home-town.		A…fÄæý$Å : Ðèþ* FÆæÿ$ C§óþ!	2:513.8	no-rom
