lesson	seq	speaker	en	rom	legacy	keys	flags
21	1	MæüÐèþ$Ë	Ravi!  See that monkey.  It is jumping from this branch to that branch and from that branch to this branch.  Whose mango grove is this?		MæüÐèþ$Ë : ÆæÿÒ! B Mø†° ^èþ*yæþ$.  B MöÐèþ$Ã Ò$¨ °…_ D MöÐèþ$ÃÒ$¨Mìü D MöÐèþ$ÃÒ$¨°…_ B MöÐèþ$ÃÒ$¨Mìü §æþ*Mæü$™ø…¨.  D Ðèþ*Ñ$yìþ ™ør GÐèþ-Ç-¨?	0:434.9;0:449.7;0:464.5;0:479.3;0:494.1	no-rom
21	2	ÆæÿÑ	Ours only.  Do you want mangoes.		ÆæÿÑ : Ðèþ*§óþ.  Ò$Mæü$ Ðèþ*Ñ$yìþ M>Äæý$Ë$ M>ÐéÌê?	0:523.8;0:538.6	no-rom
21	3	ÑÐèþ$Ë	One is enough for me.		ÑÐèþ$Ë : ¯éMæü$ JMæü M>Äæý$ ^éË$.	0:568.2	no-rom
21	4	MæüÐèþ$Ë	Ravi!  You climb the tree and pluck the mangoes.		MæüÐèþ$Ë : ¯èþ$Ðèþ#Ó ^ðþr$t GMæü$P ÆæÿÒ! M>Äæý$Ë$ MöÆÿ$$Å.	0:597.8;0:612.5	no-rom
21	5	Ððþ*çßý¯Œþ	I am climbing it.		Ððþ*çßý¯Œþ : ¯óþ¯èþ$ GMæü$P™èþ$¯é²¯èþ$.	1:179.6	no-rom
21	6	ÆæÿÑ	Be careful.  Climb slowly.  Rock that branch.		ÆæÿÑ : gê{Væü™èþ¢!  Ððþ$ËÏV> GMæü$P.  B MöÐèþ$Ã¯èþ$ Fç³#.	1:209.0;1:223.8	no-rom
21	7	Ððþ*çßý¯Œþ	I am rocking it.		Ððþ*çßý¯Œþ : Fç³#™èþ$¯é²¯èþ$.	1:253.4	no-rom
21	8	ÆæÿÑ	Which branch are you rocking? That small branch doesn’t have any mangoes.  Rock that big branch.		ÆæÿÑ : H MöÐèþ$Ã¯èþ$ Fç³#™èþ$¯é²Ðèþ#?  B _¯èþ² MöÐèþ$ÃMæü$ Ðèþ*Ñ$yìþ M>Äæý$Ë$ ÌôýÐèþ#.  B ò³§æþª MöÐèþ$Ã¯èþ$ Fç³#.	1:283.1;1:297.9;1:312.7	no-rom
21	9	Ððþ*çßý¯Œþ	Okay.  Are the fruits falling down?		Ððþ*çßý¯Œþ : çÜÆóÿ, M>Äæý$Ë$ Æ>Ë$™èþ$¯é²Äæý*?	1:342.3	no-rom
21	10	ÑÐèþ$Ë	Yes, They are.		ÑÐèþ$Ë : B! Æ>Ë$™èþ$¯é²Æÿ$$.	1:371.8	no-rom
