guid	lesson	seq	speaker	en	rom	legacy	keys	flags
If8bb557bf268	15	1	™é™èþÄæý$Å	Children!  All of you come here. Were all of you at home at 6 o’clock yesterday evening?		™é™èþÄæý$Å: í³ËÏË*!  A…§æþÆæÿ* CÌê Ææÿ…yìþ. Ò$Ææÿ…§æþÆæÿ* °¯èþ² ÝëÄæý$…{™èþ… BÆæÿ$ Væü…rËMæü$ C…sZÏ E¯é²Æ>?	0:434.3;0:449.5;0:464.7	no-rom
I8366dc5f1543	15	2	Vøí³	No grandfather.  We weren’t. There is a temple near the bus stand.  Isn’t it?  There was a play in that temple yesterday. We were all there yesterday.		Vøí³ : ÌôýÐèþ$$ ™é™èþÄæý*Å!  ºÝët…yæþ$ §æþVæüYÆæÿ JMæü Væü$yìþ E…¨ Mæü§é! B Væü$âZå °¯èþ²  Mæü… E…¨. Ðóþ$… A…§æþÆæÿ… °¯èþ² AMæüPyæþ E¯é²….	0:495.1;0:510.4;0:525.6;0:540.8;0:556.0	no-rom
Ib1f83e51169e	15	3	™é™èþÄæý$Å	There are two temples near the bus stand.  In which temple was the play?		™é™èþÄæý$Å: ºÝët…yæþ$ §æþVæüYÆæÿ Æðÿ…yæþ$ Væü$âæý$å E¯é²Æÿ$$.  ¯érMæü… H Væü$âZÏ?	0:586.5;0:601.7	no-rom
I5120bfb7758c	15	4	Vøí³	In the big temple.		Vøí³ : ò³§æþª Væü$âZå.	1:179.8	no-rom
I9c1bc406a2dd	15	5	™é™èþÄæý$Å	At what time was the play?		™é™èþÄæý$Å: ¯érMæü… G°² Væü…rËMæü$?	1:210.2	no-rom
I523f85bfc8a5	15	6	Vøí³	at 6.30.		Vøí³ : BÆæÿ$ Væü…rË Ðèþ$$ò³Oü¹ °Ñ$ÚëËMæü$.	1:240.7	no-rom
I555da55e5025	15	7	™é™èþÄæý$Å	Then, you were all not at home yesterday evening.		™é™èþÄæý$Å: AÆÿ$$™óþ Ò$Ææÿ…§æþÆæÿ* °¯èþ² ÝëÄæý$…{™èþ… C…sZÏ ÌôýÆæÿ¯èþ²Ðèþ*r.	1:271.1;1:286.3	no-rom
I36a8b09f1b1e	15	8	Vøí³	Yes.		Vøí³ : AÐèþ#¯èþ$.	1:316.8	no-rom
Ib9eca6b35591	15	9	™é™èþÄæý$Å	Then, where was Ramu?		™é™èþÄæý$Å: AÆÿ$$™óþ Æ>Ðèþ$$ GMæüPyæþ$¯é²yæþ$?	1:347.2	no-rom
I86959ee1fe3e	15	10	Vøí³	We don’t know where he was! He might be in a cinema hall.		Vøí³ : HÐðþ*!  GMæüPyæþ$¯é²yø!  íÜ°Ðèþ*àÌZÏ E¯é²yóþÐðþ*!	1:377.7;1:392.9	no-rom
