lesson	seq	speaker	en	rom	legacy	keys	flags
50	1		climb up the hill any more and gave up the attempt. Because		^éÐèþ$$…yìþ Mö…yæþ Ò$§æþ	0:371.6	prose no-rom
50	2		All of us from our class went to		CsîýÐèþË Ðèþ* M>ÏçÜ$Ðéâæýå… A…§æþÆæÿ… MæüÍíÜ	0:445.4	prose no-rom
50	3		Chamundi hill recently. Some		^éÐèþ$$…yìþ Mö…yæþMæü$ Ððþâêå….  Mö…™èþÐèþ$…¨ ¯èþyìþ_	0:462.0	prose no-rom
50	4		proposed to go on foot. Some said that they could not walk		Ððþâêª… A¯é²Ææÿ$. Mö…™èþÐèþ$…¨ ¯èþyæþÐèþÌôý…,	0:478.5	prose no-rom
50	5		said that they could not walk and wanted to go by bus. If all Sir! He is fleeing with my You are an young boy.  You go purse.		ºçÜ$ÞÌZ Ððþâêª… A¯é²Ææÿ$. A…§æþÆæÿ… MæüÍíÜ	0:495.1	prose no-rom
50	6		of us go togethere, we thought purse. and catch him. Do you think I can run that fast?		çÜÆæÿ§éV> Ðóþâôý¢ Ððþ$r$Ï GMæüPr… MæüçÙt… M>§æþ$,	0:511.7	prose no-rom
50	7		climbing the steps would not be a difficult task, and we could do can run that fast?		çÜ$Ë¿æý…V>¯óþ GMæüPVæüË… A¯èþ$Mæü$¯é²…. ™èþÌê	0:528.3	prose no-rom
50	8		a difficult task, and we could do it easily. We ate four bananas		¯éË$Væü$ AÇsìýç³âæý$å †° ºÄæý$ÌôýªÆ>…. Ððþ$rÏMæü$	0:544.8	prose no-rom
50	9		each and started. There were		Ar* Cr* ^ðþr*Ï, ´÷§æþË*, ò³§æþªò³§æþª Æ>âæý*Ï	0:561.4	prose no-rom
50	10		trees, bushes and large stones on both the sides of the steps.		E¯é²Æÿ$$. ¯éË$VðüO§æþ$ Ððþ$r$Ï GM>PÐðþ* Ìôý§ø	0:578.0	prose no-rom
50	11		We did not even climb up four		ÆæÿÑMîü Mæü$Ðèþ*ÆŠÿMæü* JMæü ´ùsîý Ðèþ_a…¨. AMæüPyæþ	0:594.6	prose no-rom
50	12		steps, but Ravi and Kumar had		JMæü ò³§æþª Æ>Æÿ$$ E…¨. B Æ>†° ¯óþ¯èþ$	0:611.1	prose no-rom
50	13		"a bet between them. There was a big stone. Ravi said ""I can lift"		G™èþ¢VæüË¯èþ$ A¯é²yæþ$ ÆæÿÑ. ¯èþ$Ðèþ#Ó G™èþ¢ÌôýÐèþ#	0:627.7	prose no-rom
50	14		"this stone up"". ""You cannot lift it"		A¯é²yæþ$ Mæü$Ðèþ*ÆŠÿ. ç³…§ðþ… MæürtÐèþ$¯é²yæþ$ ÆæÿÑ.	0:644.3	prose no-rom
50	15		"up"" said Kumar. Then Ravi"		Mö…yæþ Ò$§æþ ¯èþ$Ðèþ#Ó G°² AÇsìýç³âæý$å †¯èþVæüËÐø	1:160.6	prose no-rom
50	16		wanted to have a bet. Kumar said that he would buy and give		A°² Mö° CÝë¢¯èþ$ A¯é²yæþ$ Mæü$Ðèþ*ÆŠÿ. ÆæÿÑ B	1:177.1	prose no-rom
50	17		a top the hill as many bananas		Æ>†° G™èþ¢sê°Mìü {ç³Äæý$™èþ²… ^óþÔéyæþ$. A¨	1:193.7	prose no-rom
50	18		as he (Ravi) would be able to		ÌôýÐèþÌôý§æþ$. Ðèþ$äå {ç³Äæý$†²…^éyæþ$. _ÐèþÇMìü B	1:210.3	prose no-rom
50	19		eat. Ravi tried to lift the stone up. It could not be lifted. He		Æ>Æÿ$$ Mö…^ðþ… Ìôý_…¨. C…™èþÌZ B Æ>†	1:226.9	prose no-rom
50	20		tried again. At last he could lift How can I tell you right on the		Mìü…§æþ E¯èþ² ™óþË$ JMæüsìý ÆæÿÑ° Mæü$sìýt…¨. Ððþ…r¯óþ	1:243.4	prose no-rom
50	21		the stone a little. In the mean- spot whether green should be on		A™èþ¯èþ$ B Æ>†° Ðèþ¨Ìêyæþ$ A¨ Mìü…§æþ ç³yæþz¨.	1:260.0	prose no-rom
50	22		time a scorpion under that stone stung Ravi. He at once dropped top or orange should be on top! You must take care of such		AMæüPyæþ ¯óþË HrÐéË$V> E…yæþr… ÐèþËÏ B	1:276.6	prose no-rom
50	23		the stone. It fell down. Since the things well in advance.		Æ>Æÿ$$ ç³MæüP¯èþ E¯èþ² Mæü$Ðèþ*ÆŠÿ ´ë§æþ… Ò$¨Mìü	1:293.2	prose no-rom
50	24		ground was slope, that stone slipped on to Kumar's foot.		§öÇÏ…¨. C§æþªÆæÿ* AMæüPyæþ Ððþ$r$t Ò$§æþ	1:309.7	prose no-rom
50	25		slipped on to Kumar's foot. Both of them fell and sat down		Mæü*ËºyézÆæÿ$. C…Mæü Ðéãå§æþªÆæÿ* Mö…yæþ GMæüPÌôýÆæÿ$	1:326.3	prose no-rom
50	26		on a step there. Then we de-		A° °Ææÿ~Æÿ$$…_ Mö…yæþÒ$¨Mìü Ððþâôýå {ç³Äæý$™èþ²…	1:342.9	prose no-rom
50	27		cided that they two could not climb up the hill any more and		Ðèþ*¯èþ$Mæü$¯é²…. B Æøk ÆæÿÒ Mæü$Ðèþ*ÆŠÿË ´ùsîý	1:359.5	prose no-rom
50	28		ON THE gave up the attempt. Because		ÐèþËÏ Ðèþ* {ç³Äæý*×ý… B Ñ«§æþ…V> Ðèþ$$W…^é-	1:376.0	prose no-rom
50	29		ON THE CHAMUNDI HILL of their bet, we were thus to		ÌŸÞ_a…¨. Ððþ$OçÜ*Ææÿ$ÌZ ¯é A¯èþ$¿æýÐéË¯èþ$	1:392.6	prose no-rom
50	30		CHAMUNDI HILL conclude our journey. I will tell you more about my experiences		Væü$Ç…_ Æÿ$$…M> Mö°² ÑçÙÄæý*Ë¯èþ$ C…MöMæü	1:409.1	prose no-rom
50	31		in Mysore sometime later.		ÝëÇ ^ðþ´ë¢¯èþ$.	1:425.7	prose no-rom
50	32		All of us from our class went to Chamundi hill recently. Some		Mæü${Æ>yìþÑ ç³ÇVðü†¢ ç³r$tMøÐèþÄæý*Å!	1:457.6	prose no-rom
50	33		Chamundi hill recently. Some		¯é ç³Ææÿ$Þ ¡çÜ$Mö°	1:463.6	prose no-rom
50	34		Chamundi hill recently. Some proposed to go on foot. Some		A…™èþ ïÜµyæþ$V> ¯óþ¯èþ$ ç³ÇVðü™èþ¢VæüË¯é,	1:469.6	prose no-rom
50	35		proposed to go on foot. Some		´ëÇ´ù™èþ$¯é²yæþ$ ÝëÆŠÿ!	1:475.5	prose no-rom
50	36		proposed to go on foot. Some said that they could not walk		^ðþç³š!	1:481.5	prose no-rom
50	37		wanted to have a bet. Kumar		ç³^èþaÆæÿ…Væü$ ò³OMìü MæüsêtÌê G{Ææÿ	2:171.5	prose no-rom
50	38		said that he would buy and give		Ææÿ…Væü$ ò³OMìü MæüsêtÌê A°	2:183.4	prose no-rom
50	39		a top the hill as many bananas		çßýsê™èþ$¢V> ¯èþ¯èþ²yìþW™óþ ¯óþ¯èþ$	2:195.6	prose no-rom
50	40		as he (Ravi) would be able to		Ðèþ*{™èþ… GsêÏ ^ðþç³µVæüË¯èþÄæý*Å?	2:207.5	prose no-rom
50	41		eat. Ravi tried to lift the stone		CÐèþ±² Ò$Æóÿ Ðèþ$$…§æþ$	2:219.5	prose no-rom
50	42		up. It could not be lifted. He		^èþ*çÜ$MøÐéÍ.	2:231.4	prose no-rom
