guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Ifc19c1fd251a	5	1	Æ>k	Leela! How many are they?	rāju : līlā! vāḷlu eṁtamaṁdi?	Æ>k : ÎÌê! Ðéâæý$Ï G…™èþÐèþ$…¨?	0:478.1	
I4972d201ac7d	5	2	ÎË	They are six.	līla : vāḷlu āruguru.	ÎË : Ðéâæý$Ï BÆæÿ$Væü$Ææÿ$.	0:539.0	
Ie36639c99b38	5	3	Æ>k	I am one. He is one. How many are we?	rāju : nēnu okaṇṇi.  īyana okaru. mēṁ eṁtamaṁdimi?	Æ>k : ¯óþ¯èþ$ JMæü×ìý~. DÄæý$¯èþ JMæüÆæÿ$ Ðóþ$… G…™èþÐèþ$…¨Ñ$?	0:599.9;0:615.1	
I541646942fd0	5	4	ÎË	You are two.	līla : mīru iddaru.	ÎË : Ò$Ææÿ$ C§æþªÆæÿ$.	1:253.4	
Ia46282c76da9	5	5	Æ>k	We are two. You are one. How many are we?	rāju : mēṁ iddaraṁ. nuvvu okatevi. manaṁ eṁta maṁdimi?	Æ>k : Ðóþ$… C§æþªÆæÿ…. ¯èþ$Ðèþ#Ó JMæü™ðþÑ. Ðèþ$¯èþ… G…™èþ Ðèþ$…¨Ñ$?	1:312.7;1:327.5	
Id7629a7637be	5	6	ÎË	We are three.	līla : manaṁ mugguraṁ	ÎË : Ðèþ$¯èþ… Ðèþ$$Væü$YÆæÿ….	1:418.6	
Ib9f925bbcc21	5	7	Æ>k	He is one, she is one. How many are they?	rāju : itanu okaḍu. īme okate. vīḷlu eṁtamaṁdi?	Æ>k : C™èþ¯èþ$ JMæüyæþ$. DÐðþ$ JMæü™ðþ. Òâæý$Ï G…™èþ Ðèþ$…¨?	1:480.3;1:494.9	
I7690a380482a	5	8	ÎË	They are two.	līla : vāḷlu iddaru.	ÎË : Ðéâæý$Ï C§æþªÆæÿ$	1:586.3	
I1000da908074	5	9	Æ>k	They are two. He is one. She is one. How many are they in total?	rāju : vāḷlu iddaru; āyana okaru; āme okaru; vāḷlu mottaṁ eṁtamaṁdi?	Æ>k : Ðéâæý$Ï C§æþªÆæÿ$; BÄæý$¯èþ JMæüÆæÿ$. BÐðþ$ JMæüÆæÿ$. Ðéâæý$Ï Ððþ$$™èþ¢… G…™èþÐèþ$…¨?	2:179.8;2:195.0;2:210.2	
Iac4450bd96f6	5	10	ÎË	They are four. You are one How many are you?	līla : vāḷlu naluguru. nuvvu okaḍivi. mīru eṁtamaṁdi?	ÎË : Ðéâæý$Ï ¯èþË$Væü$Ææÿ$. ¯èþ$Ðèþ#Ó JMæüyìþÑ Ò$Ææÿ$ G…™èþÐèþ$…¨?	2:334.4;2:349.6	
