guid	lesson	seq	speaker	en	rom	legacy	keys	flags
Id2f2422b8854	56	1	´ëç³	Father!  This swing is not com- ing to a stop.  Please stop it.		´ëç³ : ¯é¯èþ²V>Ææÿ*!  EÄæý*ÅË BVæür…& Ìôý§æþ$; Bç³…yìþ.	0:432.8;0:449.4	no-rom
Ie44fb8576e92	56	2	ÑÔèýÓ¯é£æþ…	Papa! Are you swinging now? Did you complete doing the sums?		ÑÔèýÓ¯é£æþ… :  ´ë´ë!  EÄæý*ÅË FVæü$™èþ$¯é²Ðé? ÌñýMæüPË$ ^óþÔéÐé?	0:482.5;0:499.1	no-rom
I7207df575ae9	56	3	´ëç³	I have completed it, father!  I have completed studying the lesson too.  Look how I am swinging.		´ëç³ : ^óþõÜÔé¯èþ$ ¯é¯èþ²V>Ææÿ*!  ´ëuæÿ… Mæü*yé ^èþ¨ÐóþÔé¯èþ$.  ^èþ*yæþ…yìþ: ¯óþ¯èþ$ GÌê FVæü$™èþ$¯é²¯ø!	0:532.2;0:548.8;0:565.4	no-rom
If912a1b9a771	56	4	ÑÔèýÓ.	Swing slowly.		ÑÔèýÓ. : Ððþ$ËÏV> FVæü$.	0:598.5	no-rom
I406e055b32ed	56	5	´ëç³	Please help me swing. This is enough, my dear!  Get		´ëç³ : Ò$Ææÿ$ Mæü*yé Mö…^ðþ… Fç³…yìþ.	0:631.7	no-rom
Iaf04c0e0a86f	56	6	ÑÔèýÓ.	down.  Yor younger sister will also swing. (Let her also swing.)		ÑÔèýÓ. : C…Mæü ^éËÐèþ*Ã!  ¨Væü$.  ^ðþÌñýÏË$ Mæü*yé EVæü$™èþ$…¨.	1:160.6;1:176.0	no-rom
I6bf00bfd9c23	56	7	´ëç³	I am not able to get down. Please help me get down. Younger sister is not a good girl.  Don’t make her swing. She tears all my books away. Look, how they are all torn. She wouldn’t listen to when told that they will be torn.  She needs only my books.		´ëç³ : ¯éMæü$ ¨Væür… ^óþ™èþM>Ðèþr…Ìôý§æþ$. Ò$Ææÿ$ ¨…ç³…yìþ.  ^ðþÌñýÏË$ Ðèþ$…_¨ M>§æþ…yîþ!  §é°² Fç³Ðèþ§æþ$ª.  A¨ ¯é ç³#çÜ¢M>Ë$ _…^èþ$™èþ$…¨. ^èþ*yæþ…yìþ GÌê _°V>Äñý*! _¯èþ$Væü$™éÆÿ$$ Ðèþ§æþ$ª A…sôý Ñ¯èþ§æþ$. ¯é ç³#çÜ¢M>Ìôý M>ÐéÍ §é°Mìü.	1:207.0;1:222.4;1:237.9;1:253.3;1:268.8;1:284.3;1:299.7	no-rom
Ia2c5ca18e3de	56	8	ÑÔèýÓ.	She doesn’t know that, does she?  Don’t show your books to her. Let her also swing.		ÑÔèýÓ. : §é°Mìü ™ðþÍÄæý$§æþ$V>!  ¯èþ$Ðèþ#Ó ± ç³#çÜ¢M>Ë$ §é°Mìü ^èþ*í³…^èþMæü$. §é°² Mæü*yé FVæü°Ðèþ#Ó.	1:330.7;1:346.1;1:361.6	no-rom
I5b86e41bf383	56	9	´ëç³	Look, she broke the thread of my kite.  She pulled it without listening to me that it would break.		´ëç³ : ^èþ*yæþ…yìþ.  ¯é V>Íç³r… §éÆæÿ… Væü*yé ™ðþ…í³…¨.  ™ðþVæü$™èþ$…¨ A…sôý Ñ¯èþMæü$…yé ÌêVóüíÜ…¨.	1:392.5;1:408.0;1:423.4	no-rom
I6cc920ecd938	56	10	ÑÔèýÓ.	Have another thread.  Ravi!  It is already dark.  Put that light on.		ÑÔèýÓ. : C…Mø §éÆæÿ… ¡çÜ$Mø!  ÆæÿÒ!  `Mæüsìý ç³yæþz¨.  B ÌñýOr$ ÐðþÆÿ$$Å.	1:454.4;1:469.8	no-rom
