lesson	seq	speaker	en	rom	legacy	keys	flags
40	1	MæüÐèþ$Ë	Brother!  The alarm is ringing. Don't you hear it?  You didn't get up yet!  get up early.  It is getting time for the train.		MæüÐèþ$Ë : A¯èþ²Äæý*Å!  AÌêÆæÿ… Ððþ*Væü$™èþ$& ¯èþ²¨.  Ñ°í³…^èþr… Ìôý§é, Æÿ$$…M> ÌôýÐèþÌôý§æþ$?  ™ö…§æþÆæÿV> Ìôý!  ÆðÿOË$Mæü$ sñýOÐèþ$$ AÐèþ#™èþ$¯èþ²¨.	0:455.5;0:472.1;0:488.7;0:505.3	no-rom
40	2	ÆæÿÑ	If time is up, Sarma told me that he would call me up.  He didn't call me up so far.		ÆæÿÑ : sñýOÐèþ$$ AÆÿ$$™óþ ÔèýÆæÿÃ í³Ë$Ýë¢¯èþ¯é²yæþ$. C…M> í³ËÐèþÌôý§æþ$.	0:538.4;0:555.0	no-rom
40	3	MæüÐèþ$Ë	He might have forgotten.  You get up.  Brush your teeth. Take this brush and the tounge cleaner.		MæüÐèþ$Ë : A™èþ¯èþ$ Ðèþ$Ça´ùÄæý*yóþÐðþ*! ¯èþ$Ðèþ#Ó Ìôý!  ç³âæý$å™øÐèþ$$Mø! C§æþ$Vø {ºçÙ$Û ¯éÍMæüº§æþª!	0:588.1;0:604.7;0:621.3	no-rom
40	4	ÆæÿÑ	One of my teeth is aching.  So no brush.  Give me tooth-powder.		ÆæÿÑ : JMæü ç³¯èþ$²  ¯ðþí³µV> E…¨.  {ºçÙ$Û Ðèþ§æþ$ª.  ç³âæýå´÷yìþ CÐèþ#Ó.	1:160.6;1:177.1	no-rom
40	5	MæüÐèþ$Ë	Take it.  The towel is there on that stand.  Pick it up.		MæüÐèþ$Ë : C§æþ$Vø!  rÐèþË$ B §æþ…yðþ… Ò$§æþ E…¨.  ¡çÜ$Mø.	1:210.3;1:226.9	no-rom
40	6	ÆæÿÑ	This towel is wet.  Get me a dry towel.		ÆæÿÑ : D rÐèþË$ ™èþyìþV> E…¨.  ´÷yìþ rÐèþË$ ¡çÜ$Mæü$Æ>!	1:260.0;1:276.6	no-rom
40	7	MæüÐèþ$Ë	Is it wet?  No.  It is not wet much.  You take it.		MæüÐèþ$Ë : ™èþyìþíÜ…§é?  Ìôý§æþ$.  GMæü$PÐèþ ™èþyæþÐèþÌôý§æþ$.  ¡çÜ$Mø!	1:309.7;1:326.3	no-rom
40	8	ÆæÿÑ	Where is this tooth-powder from? Mother bought it yesterday when		ÆæÿÑ : D ç³âæýå´÷yìþ GMæüPyìþ¨?	1:359.5	no-rom
40	9	MæüÐèþ$Ë	it was sold in front of our house (by the street vendor). He said that it is a good one for tooth-ache.		MæüÐèþ$Ë : °¯èþ² C…sìý Ðèþ$$…§æþ$Mæü$ ÐèþõÜ¢ AÐèþ$Ã Mö¯èþ²¨.  ç³…sìý ¯ðþí³µMìü Ðèþ$…_¨ A¯é²yæþ$.	1:392.6;1:409.2;1:425.8	no-rom
40	10	ÆæÿÑ	Sarma did not come yet.  How can I go now?		ÆæÿÑ : ÔèýÆæÿÃ Æÿ$$…M> Æ>Ìôý§æþ$.  ¯óþ¯èþ$ Cç³šyæþ$ Ððþâæýår… GsêÏ?	1:458.9;1:475.5	no-rom
40	11	MæüÐèþ$Ë	Won't you go if he doesn't come?		MæüÐèþ$Ë : A™èþ¯èþ$ ÐèþõÜ¢V>° ¯èþ$Ðèþ#Ó ÐðþâæýåÐé?	1:508.6	no-rom
40	12	ÆæÿÑ	If he comes only, I will go.  If he doesn't come, my going is a waste.  Unless he comes, my work can not be done.		ÆæÿÑ : Ðéyæþ$ ÐèþõÜ¢¯óþ Ððþâê¢¯èþ$.  Æ>Mæü´ù™óþ Ððþâæýår… A¯èþÐèþçÜÆæÿ….  Ðéyæþ$ ÐèþõÜ¢V>° ¯é ç³° fÆæÿVæü§æþ$.	1:541.8;1:558.4;1:574.9	no-rom
40	13	MæüÐèþ$Ë	Hey, there!  Sarma has come. Sarma!  you will live a long time (for thousand years).		MæüÐèþ$Ë : Ayæþ$Vø ÔèýÆæÿÃ Ðèþ^éayæþ$.  ÔèýÆ>Ã ±Mæü$ ÐðþÄôý$Åâæýå BÄæý$$çÙ$Û.	1:608.1;1:624.7	no-rom
