guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I1288fb32edaa	46	1	MæüÐèþ$Ë	Lakshmi!  Had it been long since you came?		MæüÐèþ$Ë : ËMìü‡!  ¯èþ$Ðèþ#Ó Ðèþ_a ^éÌêõÜò³O…§é?	0:444.9	no-rom
I343124a9382b	46	2	ËMìü‡	Yes.  It was half an hour.		ËMìü‡ : L¯èþ$ AÆæÿVæü…sñýO…¨.	0:478.1	no-rom
I21ef55de9307	46	3	MæüÐèþ$Ë	Oh!  Sorry!  I did not notice. All right. We will go to a movie today.  Come on. It is more than two months since I went to a movie. After the theft in my house, I didn't go outside anywhere.		MæüÐèþ$Ë : AÆðÿ!  ¯óþ¯èþ$ ^èþ*yæþÌôý§æþ$.  çÜÆóÿ! CÐéÓâæý íÜ°Ðèþ*Mæü$ ´ù§é…, Æ>! ¯óþ¯èþ$ íÜ°Ðèþ* ^èþ*íÜ Æðÿ…yæþ$ ¯ðþËÌñýO…¨.  Ðèþ* Æÿ$$…sZÏ §ö…Væü& ™èþ¯èþ… fÇW¯èþ ™èþÆ>Ó™èþ ¯óþ¯èþ$ »ñýOsìýMìü ÐðþâæýåÌôý§æþ$.	0:511.2;0:527.8;0:544.4;0:561.0;0:577.5;0:594.1	no-rom
I72868fe5cc8c	46	4	ËMìü‡	I am not happy today.		ËMìü‡ : CÐéÓâæý ¯é Ðèþ$¯èþçÜ$Þ »êVæüÌôý§æþ$.	0:627.3	no-rom
I7d16c83ed026	46	5	MæüÐèþ$Ë	Why?  Didn't you see Prabhakar today also.		MæüÐèþ$Ë : H…! CÐéÓâæý Væü*yé {ç³¿êMæüÆŠÿ Mæü°í³…^èþÌôý§é?	1:160.6;1:177.1	no-rom
I8690ae2289fc	46	6	ËMìü‡	No.  What do you advise me to do?		ËMìü‡ : Ìôý§æþ$.  H… ^ðþÄæý$ÅÐèþ$…sêÐèþ# ¯èþ¯èþ$²?	1:210.1	no-rom
I59569707ca97	46	7	MæüÐèþ$Ë	You are really a coward. He is behaving like that because of your gentle behaviour and cowardice (nature).  Be bold enough.  I will go and speak to him.		MæüÐèþ$Ë : ¯èþ$Ðèþ#Ó Ðèþsìýt í³ÇMìü§é°Ñ.  ± Ðèþ$…_& ™èþ¯èþ… í³ÇMìü™èþ¯èþ… ^èþ*íÜ A™èþ¯èþ$ CsêÏ ^óþçÜ$¢¯é²yæþ$. ¯èþ$Ðèþ#Ó «§ðþOÆæÿÅ…V> E…yæþ$. ¯óþ¯èþ$ Ððþãå Ðèþ*sêÏyé¢¯èþ$.	1:242.8;1:259.1;1:275.5;1:291.8	no-rom
Id94da9e476a7	46	8	ËMìü‡	I want to do something now.		ËMìü‡ : Cç³šyæþ$ ¯óþ¯öMæü ç³° ^ðþÄæý$Å§æþË& ^èþ$Mæü$¯é²¯èþ$.	1:324.8;1:341.1	no-rom
I345499d94f8f	46	9	MæüÐèþ$Ë	What is it?		MæüÐèþ$Ë : HÑ$r¨?	1:373.8	no-rom
I35e23543bf52	46	10	ËMìü‡	I am thinking of going to his house.		ËMìü‡ : ÐéâæýÏ C…sìýMìü Ððþâêª… A¯èþ$Mæü$…r$¯é²¯èþ$.	1:406.5	no-rom
I35d841f2f804	46	11	MæüÐèþ$Ë	Do you want to go in for alms? Don't do such a silly thing. I will tell you what you should do. You need not go to his house like a beggar. You will only go as a daughter-in-law. I never thought that he was such a cheat.		MæüÐèþ$Ë : ¼^èþa… MøçÜ… ´ù™éÐé?  Ar$& Ðèþ…sìý í³_a ç³° ^ðþÄæý$ÅMæü$.  H… ^óþÄæý*ÌZ ¯óþ¯èþ$ ^ðþ´ë¢¯èþ$.  Ðéãå…& sìýMìü ¼^èþaVæü™ðþ¢Ìê ÐðþâæýÏMæüPÆóÿÏ§æþ$. MøyæþË$V>¯óþ Ððþâê¢Ðèþ#.  A™èþ°…™èþ Ððþ*çÜV>yæþ$ A¯èþ$MøÌôý§æþ$ ¯óþ¯èþ$.	1:439.4;1:455.8;1:472.2;1:488.5;1:504.9;1:521.4	no-rom
Id6d4ba006105	46	12	ËMìü‡	While coming in the bus yest- erday, I saw him.  He did not speak.		ËMìü‡ : °¯èþ² ºçÜ$ÞÌZ ÐèþçÜ*¢ E…yæþV> Mæü°í³…^éyæþ$; Ðèþ*sêÏyæþÌôý§æþ$.	1:554.1;1:570.5	no-rom
I6e5b139d9f2e	46	13	MæüÐèþ$Ë	So, he is in the town itself. Okay!  I will speak to him this evening only.		MæüÐèþ$Ë : AÆÿ$$™óþ FâZÏ¯óþ E¯é²yæþ¯èþ²Ðèþ*r. çÜÆóÿ!   D ÝëÄæý$…{™èþÐóþ$ A™èþ°™ø Ðèþ*sêÏyé¢¯èþ$.	1:603.2;1:619.8;1:636.1	no-rom
