lesson	seq	speaker	en	rom	legacy	keys	flags
39	1	ÑÐèþ$Ë	Kamala! Do you have science book?		ÑÐèþ$Ë : MæüÐèþ$Ìê! ± §æþVæüYÆæÿ òÜO¯èþ$Þ ç³#çÜ¢Mæü… E…§é?	0:448.0;0:463.9	no-rom
39	2	MæüÐèþ$Ë	I have. That is from the library. Why?		MæüÐèþ$Ë : E…¨. A¨ ÌñýO{ºÈ¨. G…§æþ$Mæü$?	0:496.2	no-rom
39	3	ÑÐèþ$Ë	Somebody took my book. I am not able to remember to whom I gave it. Can you give me that book once?		ÑÐèþ$Ë : ¯é ç³#çÜ¢Mæü… GÐèþÆø ¡çÜ$Mæü$¯é²Ææÿ$. GÐèþÇMìü C^éa¯ø Væü$Ææÿ$¢Æ>Ðèþr… Ìôý§æþ$. JMæüÝëÇ B ç³#çÜ¢Mæü… CÝë¢Ðé?	0:528.5;0:544.6;0:560.7;0:576.9	no-rom
39	4	MæüÐèþ$Ë	I didn't finish reading it yet. Only half of it is finished. I can finish a little more today.		MæüÐèþ$Ë : C…M> ¯óþ¯èþ$ ^èþ§æþÐèþr… ç³NÇ¢ M>Ìôý§æþ$. çÜVæü… AÆÿ$$…¨. CÐéÓâæý Mö…™èþ AÐèþ#™èþ$…¨.	0:609.1;0:625.3;0:641.6	no-rom
39	5	ÑÐèþ$Ë	How many pages do you read a day?		ÑÐèþ$Ë : ÆøkMæü$ G°² õ³iË$ ^èþ§æþ$Ðèþ#™èþ$& ¯é²Ðèþ#?	1:160.6;1:177.1	no-rom
39	6	MæüÐèþ$Ë	Ten. It is not possible (to read) more.		MæüÐèþ$Ë : ç³¨. A…™èþMæü…sôý GMæü$PÐèþ M>Ðèþr… Ìôý§æþ$.	1:210.3;1:226.9	no-rom
39	7	ÑÐèþ$Ë	There is an examination on the eighth. Do you remember it?		ÑÐèþ$Ë : G°Ñ$§ø ™éÈMæü$ ç³È„æü E…¨. D ÑçÙÄæý$… ±Mæü$ Væü$Ææÿ$¢…§é?	1:260.0;1:276.6	no-rom
39	8	MæüÐèþ$Ë	Why don't I remember it?		MæüÐèþ$Ë : G…§æþ$Mæü$ Væü$Ææÿ$¢Ìôý§æþ$?	1:309.7	no-rom
39	9	ÑÐèþ$Ë	Then I should also read. Shouldn't I? if you read so slow it will be difficult to finish that book. I read fast. Give me. I will return it in three days.		ÑÐèþ$Ë : Ðèþ$Ç ¯óþ¯èþ$ Væü*yé ^èþ§æþÐéÍ Væü§é! ¯èþ$Ðèþ#Ó A…™èþ Ððþ$ËÏV> ^èþ¨Ñ™óþ ç³NÇ¢M>Ðèþr… MæüçÙt…. ¯óþ¯èþ$ ™ö…§æþÆæÿV> ^èþ§æþ$Ðèþ#™é¯èþ$ CÐèþ#Ó. Ðèþ$äå Ðèþ$*yæþ$ ÆøkÌZÏ CÝë¢¯èþ$.	1:342.9;1:359.5;1:376.0;1:392.6;1:409.2	no-rom
39	10	MæüÐèþ$Ë	I will complete this night.		MæüÐèþ$Ë : ¯óþ¯èþ$ D Æ>{†Mìü ç³NÇ¢ ^óþÝë¢¯èþ$.	1:442.3	no-rom
39	11	ÑÐèþ$Ë	If it isn't completed?		ÑÐèþ$Ë : ç³NÇ¢ M>Mæü´ù™óþ?	1:475.5	no-rom
39	12	MæüÐèþ$Ë	I say, it will be completed.		MæüÐèþ$Ë : AÐèþ#™èþ$…¨ A…r$¯é²¯èþ$ Væü§é!	1:508.6	no-rom
39	13	ÑÐèþ$Ë	Give up the other tasks.		ÑÐèþ$Ë : ™èþMìüP¯èþ ç³¯èþ$Ë$ Ðèþ*¯ðþÆÿ$$Å!	1:541.8	no-rom
39	14	MæüÐèþ$Ë	I will. I will finsih reading this. After I complete this book only, I take up some other work.		MæüÐèþ$Ë : Ðèþ*¯óþÝë¢¯èþ$. C¨ ^èþ§æþÐèþr… ç³NÇ¢ ^óþÝë¢¯èþ$. D ç³#çÜ¢Mæü… AÆÿ$$™óþ¯óþ C…MöMæü ç³°Mìü Ððþâê¢¯èþ$.	1:574.9;1:591.5;1:608.1	no-rom
39	15	ÑÐèþ$Ë	Your brother has exams. Hasn't he? Is he studying well? I hope he will pass this year.		ÑÐèþ$Ë : Ò$ ™èþÐèþ$$ÃyìþMìü ç³È„æüË$ Væü§é! »êV> ^èþ§æþ$Ðèþ#™èþ$¯é²yé? D çÜ…Ðèþ™èþÞÆæÿ… ´ëçÜ$ AÐèþ#™éyæþ$ A¯èþ$Mæü$…sê¯èþ$.	2:160.6;2:177.1;2:193.7	no-rom
39	16	MæüÐèþ$Ë	He is not at all studying. He will not pass this year also.		MæüÐèþ$Ë : AçÜË$ ^èþ§æþÐèþr…Ìôý§æþ$. Ðéyæþ$ D çÜ…Ðèþ™èþÞÆæÿ… Væü*yé ´ëçÜ$ M>yæþ$.	2:226.9;2:243.4	no-rom
