lesson	seq	speaker	en	rom	legacy	keys	flags
45	1	Ðèþ*çÙtÆæÿ$	Sarma!  Did everyone (of you) attend the class yesterday?		Ðèþ*çÙtÆæÿ$ : ÔèýÆ>Ã!  °¯èþ² A…§æþÆæÿ* M>ÏçÜ$Mæü$ Ðèþ^éaÆ>?	0:446.0;0:462.2	no-rom
45	2	ÔèýÆæÿÃ	All of us came except Ravi, sir.		ÔèýÆæÿÃ : ÆæÿÑ ™èþç³µ A…§æþÆæÿ… Ðèþ^éaÐèþ$…yîþ!	0:494.4	no-rom
45	3	Ðèþ*çÙtÆæÿ$	Why didn't Ravi come?		Ðèþ*çÙtÆæÿ$ : ÆæÿÑ G…§æþ$Mæü$ Æ>Ìôý§æþ$?	0:526.7	no-rom
45	4	ÔèýÆæÿÃ	He came to the institute, sir. He did not come to the class. He submitted the leave letter and left.		ÔèýÆæÿÃ : C¯ŒþíÜtr*ÅsŒýMæü$ Ðèþ^éayæþ…yîþ. M>ÏçÜ$Mæü$ Æ>Ìôý§æþ$.  ÎÐèþ#ÌñýrÆæÿ$ C_a ÐðþâêÏyæþ$.	0:558.7;0:574.9;0:591.0	no-rom
45	5	Ðèþ*çÙtÆæÿ$	Having come to the institute, did he not come to the class?		Ðèþ*çÙtÆæÿ$ : C¯ŒþíÜtr*ÅsŒýMæü$ Ðèþ_a M>ÏçÜ$Mæü$ Æ>Ìôý§é?	0:623.3;0:639.6	no-rom
45	6	ÔèýÆæÿÃ	Yes sir. He was not well.  He wanted to go to the hospital and collect the medicine.  This climate did not suit him.		ÔèýÆæÿÃ : AÐèþ#¯èþ…yîþ!  A™èþ°Mìü J…sZÏ »êV> Ìôý§æþ…yîþ.  BçÜµ{†Mìü Ððþãå Ðèþ$…§æþ$ ¡çÜ$Mæü$° Ððþâê¢¯èþ¯é²yæþ$.  D Ðé™éÐèþÆæÿ×ý… A™èþ° J…sìýMìü ç³yæþÌôý§æþ$.	1:160.6;1:177.1;1:193.7;1:210.3;1:226.9	no-rom
45	7	Ðèþ*çÙtÆæÿ$	I see!		Ðèþ*çÙtÆæÿ$ : AÌêV>!	1:260.0	no-rom
45	8	ÔèýÆæÿÃ	His health is not good sir.  If a slight change is there in the climate, he will have fever.  I asked him to go after informing you.  Perhaps he left without informing you.		ÔèýÆæÿÃ : A™èþ° Jâæý$Ï Ðèþ$…_¨ M>§æþ…yîþ! Ðé™éÐèþÆæÿ×ý…ÌZ Mö…^ðþ… Ðèþ*Ææÿ$µ ÐèþõÜ¢ A™èþ°Mìü fÓÆæÿ… ÐèþçÜ$¢…¨. °¯èþ² Ò$™ø ^ðþí³µ ÐðþâæýåÐèþ$¯é²¯èþ$. ^ðþç³µMæü$…yé ÐðþâêåyóþÐðþ*!	1:293.2;1:309.7;1:326.3;1:342.9;1:359.5	no-rom
45	9	Ðèþ*çÙtÆæÿ$	It doesn't matter.  There is a good doctor in our street. He is my friend too.  Gopi, you know my house.  Don't you? Bring Ravi to my house in the evening. Let us take him to the doctor.		Ðèþ*çÙtÆæÿ$ : ç³ÆæÿÐéÌôý§æþ$.  Ðèþ* Ò¤ÌZ JMæü Ðèþ$…_ yéMæütÆæÿ$ E¯é²yæþ$. A™èþ¯èþ$ ¯é õÜ²íßý™èþ$yæþ$ Væü*yé.  Vøï³! ±Mæü$ Ðèþ* Æÿ$$Ë$Ï ™ðþË$çÜ$ Væü§é! ÆæÿÑ° ÝëÄæý$…{™èþ… Ðèþ* Æÿ$$…sìýMìü ¡çÜ$Mæü$Æ>, A™èþ°Mìü ^èþ*í³§éª….	1:392.6;1:409.2;1:425.8;1:442.3;1:458.9;1:475.5	no-rom
45	10	ÔèýÆæÿÃ	Now-a-days Ravi and Gopi are not in good terms.		ÔèýÆæÿÃ : D Ðèþ$«§æþÅ ÆæÿÑMîü Vøï³Mîü ç³yæþr… Ìôý§æþ…yîþ.	1:508.6;1:525.2	no-rom
45	11	Vøí³	Nothing like that sir!  I will bring him.		Vøí³ : A§óþ… Ìôý§æþ…yîþ!  ¡ÝùPÝë¢¯èþ$.	1:558.4	no-rom
45	12	Ðèþ*çÙtÆæÿ$	Does he have fever today also?		Ðèþ*çÙtÆæÿ$ : CÐóþÓâæý Væü*yé fÓÆæÿ… E…§é?	1:591.5	no-rom
45	13	Vøí³	Yes, sir.  He had a high tempe- rature last night.  After having taken my meal, I called on him. He was lying and groaning. Not only groaning, sir.  If he has		Vøí³ : E…§æþ…yîþ!  Æ>{† GMæü$PÐèþV> E…¨. ¯óþ¯èþ$ ¿Zf¯èþ… ^óþíÜ Ðé×ìý~ ^èþ*yæþsê°Mìü ÐðþâêÏ¯èþ$. Ðèþ$*Ë$Væü$™èþ* ç³yæþ$- Mæü$¯é²yæþ$.	1:624.7;1:641.2;2:161.2;2:178.2	no-rom
