guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I9f4a25d60671	27	1	ÔèýÆæÿÃ	Subbarao!  Gopi and I are go- ing to a movie.  Will you come with us?  Ravi!  You also come with us.		ÔèýÆæÿÃ : çÜ$»ê¾Æ>Ðèþ#!  Vøï³ ¯óþ¯èþ* íÜ°Ðèþ*Mæü$ Ððþâæý$¢¯é²…; ÐèþÝë¢Ðé? ÆæÿÒ!  ¯èþ$Ðèþ#Ó Væü*yé Æ>!	0:447.2;0:461.6;0:476.0	no-rom
I29c3185cf0c9	27	2	çÜ$»ê¾	I will not come today.  Ravi also will not come.  We have to go to market.  You also come with us.  We will go to the movie tomorrow.		çÜ$»ê¾ : CÐéÓâæý ¯óþ¯èþ$ Æ>¯èþ$.  ÆæÿÑ Mæü*yé Æ>yæþ$.  Ðóþ$… Ðèþ*ÆðÿPr$tMæü$ ÐðþâêåÍ.  Ò$Ææÿ$ Væü*yé Æ>…yìþ. íÜ°Ðèþ*Mæü$ Æóÿç³# ´ù§é….	0:504.7;0:519.1;0:533.5;0:547.9	no-rom
Ic483f44b39f6	27	3	Vøí³	We will not go.  Today is Sun- day.   Shops will not be open. Come, We will go o the movie.		Vøí³ : Ðóþ$… Æ>Ðèþ$$.  CÐéÓâæý B¨ÐéÆæÿ…. Mör$Ï E…yæþÐèþ#.  Cç³šyæþ$ íÜ°Ðèþ*Mæü$ ´ù§é….  Æ>…yìþ.	0:576.7;0:590.9;0:605.3	no-rom
I9128f6361cf0	27	4	çÜ$»ê¾	It's now 6.15.  Tickets will not be available.		çÜ$»ê¾ : Cç³šyæþ$ sñýOÐèþ$$ BÆæÿ$…»êÐèþ#. sìýMðüPr$Ï §öÆæÿMæüÐèþ#.	1:179.2;1:193.6	no-rom
I081c5a096576	27	5	ÔèýÆæÿÃ	Don't worry.  They will be avail- able.  Start, both of you.		ÔèýÆæÿÃ : ç³ÆæÿÐéÌôý§æþ$.  §öÆæÿ$Mæü$™éÆÿ$$. Ò$Ç§æþªÆæÿ* ºÄæý$ÌôýªÆæÿ…yìþ.	1:222.4;1:236.8	no-rom
If27a0827878c	27	6	çÜ$»ê¾	Okay. Please sit down for some- time.  We will go.  (Let's go.)		çÜ$»ê¾ : çÜÆóÿ Mö…^ðþ… õÜç³# Mæü*Æøa…yìþ. Ððþâêª….	1:265.4	no-rom
I91564f759098	27	7	ÔèýÆæÿÃ	I will not sit.  Will you start or not?		ÔèýÆæÿÃ : ¯óþ¯èþ$ Mæü*Æøa¯èþ$.  ¯èþ$Ðèþ#Ó ºÄæý$ÌôýªÆ>¢Ðé ºÄæý$ÌôýªÆæÿÐé?	1:294.2;1:308.6	no-rom
I2f99a3872151	27	8	çÜ$»ê¾	Can we get the bus?		çÜ$»ê¾ : ºçÜ$Þ A…§æþ$™èþ$…§é?	1:337.2	no-rom
I9a2d1307310e	27	9	ÔèýÆæÿÃ	We can't get the bus.  There is no time.  We will go by auto. (Let's go by auto.)		ÔèýÆæÿÃ : ºçÜ$Þ A…§æþ§æþ$.  sñýO… ^éË§æþ$. BsZÌZ Ððþâêª….	1:366.1;1:380.5	no-rom
I8e1d90e92e75	27	10	çÜ$»ê¾	See there!  Prasad and Mohan are coming.  we will ask them if they will also come.		çÜ$»ê¾ : AÆæÿ$Vø {ç³Ýë§Šþ, Ððþ*çßý¯Œþ ÐèþçÜ$¢¯é²Ææÿ$. Ðéâæý$å Væü*yé ÐèþÝë¢ÆóÿÐðþ* Ayæþ$Væü$§é….	1:409.3;1:423.5	no-rom
Id93560866f42	27	11	ÔèýÆæÿÃ	They won't come.  They are returning from the movie only.		ÔèýÆæÿÃ : Ðéâæý$å Æ>Ææÿ$.  Ðéâæý$å Cç³šyæþ$ íÜ°Ðèþ*°…^óþ ÐèþçÜ$¢¯é²Ææÿ$.	1:452.3;1:466.7	no-rom
If5386a7d86cd	27	12	ÆæÿÑ	I will not come to the movie.  I have to go home.  My father will scold me.		ÆæÿÑ : ¯óþ¯èþ$ íÜ°Ðèþ*Mæü$ Æ>¯èþ$.  C…sìýMìü ÐðþâêåÍ.  Ðèþ* ¯é¯èþ²V>Ææÿ$ †yé¢Ææÿ$.	1:495.6;1:509.8	no-rom
Id66148c0b6d5	27	13	ÔèýÆæÿÃ	Why should he scold you?  I will speak to your father.  You come here once tomorrow in the morning.		ÔèýÆæÿÃ : †rtr… G…§æþ$Mæü$!  Ò$ ¯é¯èþ²V>Ç™ø ¯óþ¯èþ$ ^ðþ´ë¢¯èþ$.  ¯èþ$Ðèþ#Ó Æóÿç³# E§æþÄæý$… JMæüÝëÇ CMæüPyìþMìü Æ>.	1:538.6;1:553.0;1:567.4	no-rom
I520035498ac4	27	14	ÔèýÆæÿÃ	Ravi!  Come on!  I am going to perform magic this evening. We need to make some ar- rangements for it.  Will you help me a little?		ÔèýÆæÿÃ : Æ>, ÆæÿÒ!  ÝëÄæý$…{™èþ… ¯óþ¯èþ$ JMæü Ðèþ*ÅhMŠü ^óþçÜ$¢¯é²¯èþ$.  §é°Mìü Mö°² HÆ>µr$Ï ^ðþÄæý*ÅÍ.  ¯èþ$Ðèþ#Ó Mö…^ðþ… çÜàÄæý$… ^óþÝë¢Ðé?	2:179.2;2:193.4;2:207.8;2:222.0	no-rom
I5b886c0c97ea	27	15	ÆæÿÑ	Yes.  What should I do?		ÆæÿÑ : B!  H… ^ðþÄæý*ÅÍ?	2:250.6	no-rom
I0be81b9eb64b	27	16	ÔèýÆæÿÃ	I will push this table.  You hold it.  That's enough.		ÔèýÆæÿÃ : ¯óþ¯èþ$ D ºËÏ¯èþ$ AÐèþ™èþÍMìü ¯ðþyé¢¯èþ$. ¯èþ$Ðèþ#Ó ç³r$tMø! ^éË$!	2:279.2;2:293.4	no-rom
I3f66de1e172c	27	17	ÆæÿÑ	What am I to do further?		ÆæÿÑ : C…M> H… ^ðþÄæý*ÅÍ?	2:322.0	no-rom
I03ce96679650	27	18	ÔèýÆæÿÃ	Keep that tumbler this side.  Push this chair this side.  Put this pot between those two tables. Cover this cloth over that pot. Turn that chair this side.		ÔèýÆæÿÃ : B V>ÏçÜ$ CÐèþ™èþË ò³r$t.  D Mæü$Èa CÐèþ™èþÍMìü fÆæÿ$ç³#.  D Mæü$…yæþ B Æðÿ…yæþ$ ºËÏË Ðèþ$«§æþÅ ò³r$t.  D Væü$yæþz B Mæü$…yæþ Ò$§æþ Mæüç³š.  B Mæü$Èa Cr$ ç³MæüPMæü$ †ç³š.	2:350.6;2:364.9;2:379.3;2:393.5;2:407.7	no-rom
Ib34539f7d534	27	19	ÆæÿÑ	I am turning it.		ÆæÿÑ : †ç³š™èþ$¯é²¯èþ$.	2:436.3	no-rom
I54619c420fb1	27	20	ÔèýÆæÿÃ	Wait.  I will turn it.  You keep this mirror on that side.		ÔèýÆæÿÃ : BVæü$, ¯óþ¯èþ$ †ç³š™é¯èþ$.  ¯èþ$Ðèþ#Ó D  A§æþª… AÐèþ™èþË ò³r$t.	2:464.9;2:479.3	no-rom
Ia2d904d59c57	27	21	ÆæÿÑ	I am keeping it.		ÆæÿÑ : ò³yæþ$¢¯é²¯èþ$.	2:507.7	no-rom
I8af1b6522216	27	22	ÔèýÆæÿÃ	Take this thread and wind it to that stick.		ÔèýÆæÿÃ : D §éÆæÿ… ¡çÜ$Mø.  ©°² B Mæü{ÆæÿMæü$ ^èþ$sêtÍ.	2:536.3;2:550.7	no-rom
If765a9bc09a9	27	23	ÆæÿÑ	To this big stick?		ÆæÿÑ : D ò³§æþª Mæü{ÆæÿMóü¯é?	2:579.1	no-rom
I286108d4e724	27	24	ÔèýÆæÿÃ	No. You wind it to the small one. You have to put a rope round the big stick.		ÔèýÆæÿÃ : M>§æþ$. _¯èþ²Mæü{ÆæÿMæü$ ^èþ$r$t; ò³§æþªMæü{ÆæÿMæü$ ™éyæþ$ ^èþ$sêtÍ.	2:607.8;2:622.2	no-rom
Id6d614a58483	27	25	ÆæÿÑ	Okay.		ÆæÿÑ : AÌêVóü!	3:179.2	no-rom
I7977cf14337a	27	26	ÔèýÆæÿÃ	In the evening I need two per- sons for my work.  You have to arrange two boys for me.		ÔèýÆæÿÃ : ÝëÄæý$…{™èþ… ¯éMæü$ C§æþªÆæÿ$ Ðèþ$¯èþ$çÙ$Ë™ø ç³° E…r$…¨. ¯éMæü$ ¯èþ$Ðèþ#Ó C§æþªÆæÿ$ Mæü${Æ>âæýå¯èþ$ HÆ>µr$ ^ðþÄæý*ÅÍ.	3:208.0;3:222.4;3:236.8	no-rom
Ibbe4c8740eef	27	27	ÆæÿÑ	All right, I will do it.  But it is not possible to get two per- sons.  I will bring one.		ÆæÿÑ : AÌêVóü ^óþÝë¢¯èþ$.  M>° C§æþªÆæÿ$ Ðèþ$¯èþ$çÙ$Ë$ §öÆæÿMæür… MæüçÙt….  JMæü Ðèþ$°íÙ° ¡çÜ$MöÝë¢¯èþ$.	3:265.4;3:279.8;3:294.2	no-rom
Id5a68650bb1c	27	28	ÔèýÆæÿÃ	Okay!  You come at 5 o'clock in the evening.  Don't delay. Inform also your friends about this programme.		ÔèýÆæÿÃ : çÜÆóÿ!  ¯èþ$Ðèþ#Ó Ðèþ$äå ÝëÄæý$…{™èþ… I§æþ$ Væü…rËMæü$ Æ>!  BËçÜÅ… ^ðþÄæý$ÅMæü$.  D ÑçÙÄæý$… Ò$ õÜ²íßý™èþ$ËMæü$ Mæü*yé ^ðþç³š.	3:323.0;3:337.2;3:351.6;3:366.0	no-rom
