lesson	seq	speaker	en	rom	legacy	keys	flags
43	1	X™èþ	Suguna! We should see that our work is finished by tomorrow. It is already getting very late. My father is angry.		X™èþ : çÜ$Væü$×ê!  Ðèþ$¯èþ ç³° Æóÿç³# AÄôý$Å& rr$Ï ^èþ*yéÍ. Cç³µsìýMóü ^éÌê BËçÜÅ… AÆÿ$$…¨. Ðèþ* ¯é¯èþ²& V>ÇMìü Møç³… ÐèþçÜ$¢¯èþ²¨.	0:445.6;0:462.2;0:478.8;0:495.3	no-rom
43	2	çÜ$Væü$×ý	Yes.  Look! It looks as though it would rain now.  There are dark clouds all over the sky. We are still very far from the bus stand.		çÜ$Væü$×ý : AÐèþ#¯èþ$.  ^èþ*yæþ$ Ðé¯èþ Ðèþ^óþa& rr$Ï¯èþ²¨.  BM>Ôèý… A…™é Ðèþ$º$¾Ë$ ç³sêtÆÿ$$.  Ðèþ$¯èþ… C…M> ºçÜ$Þ Ýët…yæþ$Mæü$ ^éÌê §æþ*Ææÿ…ÌZ E¯é²….	0:528.5;0:545.1;0:561.6;0:578.2;0:594.8	no-rom
43	3	X™èþ	No, Suguna! It is very near.		X™èþ : Ìôý§æþ$ çÜ$Væü$×ê! §æþVæüYÇMóü Ðèþ^éa….	0:627.9	no-rom
43	4	çÜ$Væü$×ý	Why is it that there are so many people here?		çÜ$Væü$×ý : HÑ$sìý CMæüPyæþ Æÿ$$…™èþÐèþ$…¨ f¯èþ… E¯é²Ææÿ$?	1:159.9;1:175.6	no-rom
43	5	X™èþ	The bus stops here also.  We will also stay here.  Who among your friends (fem) are coming to your house today? and who are not coming?		X™èþ : CMæüPyæþ Væü*yé ºçÜ$Þ BVæü$™èþ$…¨. Ðèþ$¯èþ… Væü*yé Æÿ$$MæüPyóþ E…§é…. Ò$ õÜ²íßý™èþ$Æ>âæýåÌZÏ CÐéÓâæý Ò$ C…sìýMìü ÐèþçÜ$¢¯èþ² ÐéâñýåÐèþÆæÿ$?  Æ>° ÐéâñýåÐèþÆæÿ$.	1:207.0;1:222.6;1:238.1;1:253.8	no-rom
43	6	çÜ$Væü$×ý	All are coming.  Look here, there are about a hundred people. I am afraid all of them are wait- ing for the bus only.		çÜ$Væü$×ý : A…§æþÆæÿ* ÐèþçÜ$¢¯é²Ææÿ$.  ^èþ*yæþ$, CMæüPyæþ çÜ$Ðèþ*Ææÿ$ Ðèþ…§æþÐèþ$…¨ E¯é²Ææÿ$.  A…§æþÆæÿ* ºçÜ$Þ MøçÜÐóþ$ G§æþ$Ææÿ$ ^èþ*çÜ$¢¯èþ²r$Ï¯é²Ææÿ$.	1:285.2;1:300.9;1:316.5;1:332.0	no-rom
43	7	X™èþ	Yes.		X™èþ : AÐèþ#¯èþ$.	1:363.4	no-rom
43	8	çÜ$Væü$×ý	Will there be room in the bus for so many?		çÜ$Væü$×ý : A…™èþÐèþ$…¨Mìü ºçÜ$ÞÌZ ^ør$ E…r$…§é?	1:394.8;1:410.4	no-rom
43	9	X™èþ	Yes! What do you think of a city bus? Its capacity is unlimited.		X™èþ : B! íÜsîý ºçÜ$Þ A…sôý HÐèþ$¯èþ$& Mæü$…r$¯é²Ðèþ#? ç³#çÙµMæüÑÐèþ*¯èþ…!	1:441.6;1:457.3	no-rom
43	10	çÜ$Væü$×ý	If we just stand here how can we identify the buses going to our area from the other buses?		çÜ$Væü$×ý : CMæüPyæþ °Ë$a…sôý Ðèþ$¯èþ õ³rMæü$ Ððþâôýå ºçÜ$ÞÌôýÐø Ððþâæýå° ºçÜ$ÞÌôýÐø GsêÏ Mæü¯èþ$MøPÐèþrÐèþ…?	1:488.7;1:504.4;1:519.8	no-rom
43	11	X™èþ	There is only one indication.  The bus stopping at that tree is for us and the bus not stopping there is not for us.		X™èþ : JMæüsôý Væü$Ææÿ$¢.  B ^ðþr$t §æþVæüYÆæÿ BW¯èþ ºçÜ$Þ Ðèþ$¯èþ¨;  BVæü° ºçÜ$Þ Ðèþ$¯èþ¨ M>§æþ$.	1:551.2;1:566.9;1:582.6	no-rom
43	12	çÜ$Væü$×ý	Then, we have to stand there!		çÜ$Væü$×ý : AÆÿ$$™ó  Ðèþ$¯èþ… AMæüPyæþ °ÌZaÐé& Ë¯èþ² Ðèþ*r.	1:613.7;1:630.1	no-rom
43	13	X™èþ	Yes.  Let's go.  The more we delay the more the people will be.		X™èþ : AÐèþ#¯èþ$; ç³§æþ.  Ðèþ$¯èþ… BËçÜÅ… ^óþíÜ¯èþ Mö©ª f¯èþ… GMæü$PÐèþ AÐèþ#™éÆæÿ$.	2:159.9;2:175.6	no-rom
43	14	çÜ$Væü$×ý	If the bus arrives on time as it did yesterday, we will reach home in half an hour.		çÜ$Væü$×ý : °¯èþ² Ðèþ_a¯èþr$Ï ºçÜ$Þ sñýOÐèþ$$Mæü$ ÐèþõÜ¢ Ðèþ$¯èþ… AÆæÿVæü…rÌZ C…sìýMìü Ððþâê¢….	2:207.0;2:222.6	no-rom
43	15	X™èþ	Do you think all the things will go as we plan?		X™èþ : A±² Ðèþ$¯èþ… A¯èþ$Mæü$¯èþ²sôýÏ fÆæÿ$Væü$& ™éÄæý*?	2:253.8;2:269.5	no-rom
43	16	çÜ$Væü$×ý	As the time passes, the number of people is getting larger.		çÜ$Væü$×ý : sñýOÐèþ$$ AÆÿ$$¯èþMö©ª f¯èþ… GMæü$PÐèþ AÐèþ#™èþ$¯é²Ææÿ$.	2:300.9;2:316.6	no-rom
43	17	X™èþ	It doesn't matter.  Some of them are going away in autorickshaws.		X™èþ : ç³ÆæÿÐéÌôý§æþ$.  Mö…™èþÐèþ$…¨ BsZ& ËÌZ Ððþâæý$¢¯é²Ææÿ$.	2:347.7;2:363.4	no-rom
43	18	çÜ$Væü$×ý	Shall we also go in an autori- ckshaw like those people?		çÜ$Væü$×ý : Ðéâæý$å Ððþâæý$¢¯èþ²r$Ï Ðèþ$¯èþ… Væü*yé BsZÌZ ÐðþâêªÐèþ*?	2:394.8;2:410.5	no-rom
43	19	X™èþ	Not necessary.  We will have room in the bus.  It is getting time for the bus to arrive. I had a dream last night that I was playing football. It seems there are so No! We give only the many portions in your boards for rent! building to let !		X™èþ : AÐèþçÜÆæÿ… Ìôý§æþ$.  Ðèþ$¯èþMæü$ ºçÜ$ÞÌZ ^ør$ §öÆæÿ$Mæü$™èþ$…¨.  ºçÜ$ÞMæü$ sñýOÐèþ$$ AÆÿ$$¯èþr$Ï…¨. Æ>{† çœ#sŒý»êÌŒý Byìþ¯èþr$Ï MæüÌ Ðèþ_a…§øÄŒý$ ! Ò$ ¼Íz…VŠüÌZ A§ðþªMìü^óþa ´ùÆæÿÛ¯èþ$Ï ^éÌê E¯èþ²r$Ï¯é²Äôý$! Ìôý§æþ$! B »ZÆæÿ$zË$ Ðèþ*{™èþÐóþ$ A§ðþªMìüÝë¢…!	2:441.6;2:457.3;2:473.0;2:493.9;3:176.4;3:188.3;3:190.1;3:202.0	no-rom
