lesson	seq	speaker	en	rom	legacy	keys	flags
63	1				{ç³ç³…^èþ…ÌZ° Mö°²	0:404.1	prose no-en no-rom
63	2				Ñ…™èþË$	0:434.0	prose no-en no-rom
63	3				Hyæþ$ ´÷Æÿ$$ÅË$	1:162.3	prose no-en no-rom
63	4				f´ë¯èþ$Mæü$ ^ðþ…¨¯èþ Væü…MðüO çÜÐèþ$${§æþ ¡Æ>¯èþ, Mö…yæþË {Ôóý×ìýÌZ çÜÐèþ$${§æþ… ™öÍ_¯èþ	1:204.8	prose no-en no-rom
63	5				"Hyæþ$ Væü$çßýË$ E¯é²Æÿ$$.  ""¯èþ¯èþ™èþ$ÞVæüÐèþ$' A° ÒsìýMìü õ³Ææÿ$.  A…sôý Hyæþ$ ´÷Æÿ$$ÅË$"	1:221.3	prose no-en no-rom
63	6				A° AÆæÿ¦….  çÜÐèþ$${§æþ… ´ùr$ÌZ E¯èþ²ç³šyæþ$ ç³yæþÐèþË& Ðéâæý$å  Äæý*{†Mæü$Ë¯èþ$ D Væü$çßýË	1:237.9	prose no-en no-rom
63	7		OVERALL		"ÌZç³ÍMìü ¡çÜ$Mæü$´ù™éÆæÿ$.  ÒsìýMìü ""çÜçßýf çÜÃ-–† _à²Ë' çßZ§é CÐèþÓºyìþ…¨.  D"	1:254.5	prose no-rom
63	8		REVIEW 3		{´ë…™é°Mìü Æ>ÐéË…sôý MæüÆæÿ™èþ$Þ ¯èþ$…_ ¯óþË Ðèþ*Æ>Y¯èþ ºçÜ$ÞÌZ Æ>Ðèþsê°Mìü AÆæÿVæü…r	1:271.1	prose no-rom
63	9				ç³yæþ$¢…§æþr.	1:287.6	prose no-en no-rom
63	10				^èþ…§æþÐèþ*Ðèþ$	1:316.1	prose no-en no-rom
63	11				Ðóþ$, 1976.	1:320.8	prose no-en no-rom
63	12				™öÍ ÐðþOÐèþ*°Mæü$Ë VúÆæÿÐèþ_çßý²…	2:163.4	prose no-en no-rom
63	13				1903 yìþòÜ…ºÆæÿ$ 17¯èþ E™èþ¢Ææÿ M>ÆöÌñýO¯é Æ>çÙ‰…ÌZ° D {´ë…™èþ… ¯èþ$…_ ÑË¾ÆŠÿ	2:205.9	prose no-en no-rom
63	14				ÆðÿOsŒý, BÇÓÌŒý ÆðÿOsŒý Ýù§æþÆæÿ$Ë$ Ððþ$$rtÐðþ$$§æþr ÑÐèþ*¯èþ…ÌZ GWÆ>Ææÿ$.  ÐéÇ VúÆæÿÐéÆæÿ¦… D	2:222.4	prose no-en no-rom
63	15				ÕËµ… HÆ>µr$ ^ðþÄæý$Åºyìþ…¨.	2:239.0	prose no-en no-rom
63	16		REVIEW 3		^èþ…§æþÐèþ*Ðèþ$	2:267.5	prose no-rom
63	17		REVIEW 3		f¯èþÐèþÇ, 1976.	2:272.2	prose no-rom
63	18				çÜÇMö™èþ¢ AW² ç³ÆæÿÓ™éË$	3:162.1	prose no-en no-rom
63	19				Mæüâæýå G§æþr çÜÇMö™èþ¢ AW² ç³ÆæÿÓ™éË$ ç³#rtr… ^éÌê AÆæÿ$§æþ$.  D Ôèý™éºª…ÌZ	3:204.5	prose no-en no-rom
63	20				AÌê…sìý AW² ç³ÆæÿÓ™èþ… 1944ÌZ Ððþ$MìüÞMøÌZ ç³#sìýt…¨.  Mìü…§æþsìý Hyæþ$ ÆæÿÚëÅÌZ°	3:221.1	prose no-en no-rom
63	21				M>Ðèþ*a™éP ©Óç³MæüËµ…ÌZ A¯óþMæü AW² ç³ÆæÿÓ™éË$ JMóü ÝëÇ ç³#sêtÆÿ$$.  D ÝëÇ ÑÔóýçÙ…	3:237.7	prose no-en no-rom
63	22		OVERALL		HÐèþ$…sôý ÔéçÜˆÐóþ™èþ¢Ë$ AÑ GMæüPyæþ Gç³šyæþ$ ç³#yé¢Äñý* Æðÿ…yæþ$ ÐéÆ>Ë$ Ðèþ$$…§æþ$V>	3:254.3	prose no-rom
63	23		REVIEW 3		™ðþË$çÜ$Mæü$°, Ðésìý ç³#r$tMæü VæüÐèþ$°…^èþsê°Mìü MðüÐóþ$Æ>Ë™ø çÜà íÜ§æþ®…V> E¯é²Ææÿ$.	3:270.8	prose no-rom
63	24				^èþ…§æþÐèþ*Ðèþ$	3:299.3	prose no-en no-rom
63	25				H{í³ÌŒý, 1976.	3:304.0	prose no-en no-rom
