guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I518acb2ee018	24	1		Mysore, regards to mother and blessings		Ððþ$OçÜ*Ææÿ$,	0:433.4	prose no-rom
I5e0d82b3b42a	24	2		August 25, 1980. to the youngsters.  Please reply		BVæüçÜ$t 25, 1980.	0:448.7	prose no-rom
Id7f61024b228	24	3		My dear father, I close here. Your son		{í³Äæý$Ððþ$O¯èþ ¯é¯èþ²V>ÇMìü ¯èþÐèþ$ÝëPÆæÿ….	0:479.1	prose no-rom
I0f493694b665	24	4		Regards.  I am doing		CMæüPyæþ ¯óþ¯èþ$ „óüÐèþ$….  AMæüPyæþ Ò$Ææÿ*,	0:509.6	prose no-rom
Iad1ea05defee	24	5		well here.  I hope you, mother,		AÐèþ*Ã,  _Ææÿ…iÑ WÇgê,  Ððþ*çßý¯Œþ,  „óüÐèþ$…V>	0:524.8	prose no-rom
I29dfdf58a19b	24	6		Chiranjiivi Girija and Mohan		E¯é²Æ>?  Ððþ$OçÜ*Ææÿ$ÌZ Ðé™éÐèþÆæÿ×ý… ^éÌê	0:540.0	prose no-rom
Ia2a8e9285289	24	7		are doing well.  The climate in Mysore is fine.  This is rainy		»êVæü$…¨.  ^èþËÏV> E…¨.  Cç³šyæþ$ CMæüPyæþ	0:555.2	prose no-rom
I071cd88bfcfe	24	8		Mysore is fine.  This is rainy season here now and it is cold.		ÐèþÆ>ÛM>Ë….	0:570.5	prose no-rom
Ie0a85868b15b	24	9		Our classes are on the		Ðèþ*Mæü$ M>ÏçÜ$Ë$ »êV> fÆæÿ$Væü$™èþ$¯é²Æÿ$$.	0:600.9	prose no-rom
I9801b3de72c8	24	10		full swing.  It is interesting to		Mö™èþ¢¿êçÙ M>ºsìýt E™éÞçßý…V>¯óþ E…¨.  ¯óþ°MæüPyæþ	0:616.1	prose no-rom
I66eb8ed9c1a2	24	11		learn because it is a new		àçÜtÌZÏ E…r$¯é²¯èþ$.  Ðèþ* àçÜtË$	1:179.8	prose no-rom
I1c22941726fb	24	12		language.  I am residing in the		C¯ŒþíÜtr*ÅsŒý °…_ çÜ$Ðèþ*Ææÿ$ Ððþ$OË$ §æþ*Ææÿ…ÌZ	1:195.0	prose no-rom
I142ff693258d	24	13		hostel.  Our hostel is located about a mile from our institute.		E¯èþ²¨.  àçÜtÌZÏ Ððþ$çÜ$Þ E…¨.  Ððþ$çÜ$ÞÌZ	1:210.2	prose no-rom
Icfcab6a6c566	24	14		about a mile from our institute. There is a mess in the hostel.		GMæü$PÐèþV> A¯èþ²… ò³yæþ$¢¯é²Ææÿ$.  CMæüPyìþ {ç³fË	1:225.4	prose no-rom
Iabb4655f82ae	24	15		Rice is served more (often and		BàÆæÿ… A¯èþ²….  ¯óþ¯èþ$ Væü*yé Ððþ$ËÏV> CMæüPyìþ	1:240.7	prose no-rom
Ic69457ae23a1	24	16		REVIEW 4 in quantity) in the mess.  The		ç³ÇíÜ¦†Mìü AËÐér$ ç³yæþ$™èþ$¯é²¯èþ$.  WÇf	1:255.9	prose no-rom
Ic603cab89705	24	17		REVIEW 4 staple food of the people here is rice.  I am also slowly getting		çÜ*PË$Mæü$ ÐðþâZ¢…§é?  {ç³† B¨ÐéÆæÿ… ™èþÐèþ$$Ãyæþ$	1:271.1	prose no-rom
I6d23c9b8dafe	24	18		is rice.  I am also slowly getting accustomed to the situation here.		C…sìýMìü ÐèþçÜ$¢¯é²yé?  Ðéyìþ ç³È„æü çÜ…Væü† Ððþ…r¯óþ	1:286.3	prose no-rom
Ice721c6e5016	24	19		Does Girija go to school		Æ>Äæý$…yìþ.  ÐéyìþMìü Væü*yé çÜ*PË$ A{yæþçÜ$Mæü$	1:301.5	prose no-rom
I7d66fdf04c97	24	20		regularly?  Does my younger		E™èþ¢Ææÿ… Æ>çÜ$¢¯é²¯èþ$. ¯é òÜÓrtÆæÿ$ ¯é §æþVæüYÆæÿ	1:316.8	prose no-rom
I0c82fa3a6b6d	24	21		brother come home every Sunday?  Please write to me		Ìôý§æþ$.  ºçßý$Ôèý A¨ C…sZÏ¯óþ E…yéÍ.  CMæüPyæþ	1:332.0	prose no-rom
I6915b2667096	24	22		Sunday?  Please write to me about his examination soon.  I		^éÌê ^èþÍV> E…¨.  ¯éMæü$ òÜÓrtÆæÿ$ M>ÐéÍ.	1:347.2	prose no-rom
I74c824ef4ae6	24	23		am also writing to him to his		Ððþ…r¯óþ §é°² ´ùçÜ$tÌZ ç³…ç³…yìþ.  AÐèþ$ÃV>ÇMìü	1:362.4	prose no-rom
I30032455ad7c	24	24		A LETTER school address.  I don’t have		¯èþÐèþ$ÝëPÆ>Ë$.  í³ËÏËMæü$ BÖçÜ$ÞË$.  Ððþ…r¯óþ	1:377.7	prose no-rom
Iab325925797d	24	25		A LETTER my sweater with me.  Probably it is left at home.  It is very cold		E™èþ¢Ææÿ… Æ>Äæý$…yìþ.	1:392.9	prose no-rom
I9eee2a426153	24	26		send it by post.  Please give my		C…™óþ çÜ…Væü™èþ$Ë$	1:423.3	prose no-rom
I518acb2ee018	24	27		Mysore, regards to mother and blessings		Cr$Ï	1:438.6	prose no-rom
I0825f2138b3e	24	28		August 25, 1980. to the youngsters.  Please reply immediately.		Ò$ Mæü$Ðèþ*Ææÿ$yæþ$	1:453.8	prose no-rom
Iba33a99a50c7	24	29		immediately. I close here.		Ñ¯ø§Šþ Mæü$Ðèþ*ÆŠÿ.	1:469.0	prose no-rom
