guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I64130be60e0d	41	1	ÔèýÆæÿÃ	Someone!  He came for Subbarao.  He doesn't look like the man known to us at all. He looks very old.  He is also very stout.  Who is that by his side?  Is he subbarao?		ÔèýÆæÿÃ : GÐèþÆø! çÜ$»ê¾Æ>Ðèþ# MøçÜ… Ðèþ^éayæþ$. Ðèþ$¯èþ… Gç³šyæþ* ^èþ*íÜ¯èþÐéyìþ ÌêV> Ìôýyæþ$. ÆæÿÑ : ^éÌê Ðèþ$$çÜÍÐéyìþ ÌêV> E¯é²yæþ$. »êV> ÌêÐèþ#V> Væü*yé E¯é²yæþ$. BÄæý$¯èþ ç³MæüP¯èþ GÐèþÆæÿ$?  Ðèþ$¯èþ çÜ$»ê¾Æ>Ðóþ¯é?	0:503.9;0:520.5;0:537.1;0:570.2;0:586.8;0:603.4;0:620.0	no-rom
Ia77e46947796	41	2	ÔèýÆæÿÃ	Yes.  What is that?  He is going away already!  Our Subbarao is as thin as the other fellow is stout.  His age must be around sixty or seventy. All India Radio.  You are listening to the news ... Subbarao!  Everybody has seen the radio you have.  So put it off first.  Who came for you?		ÔèýÆæÿÃ : AÐèþ#¯èþ$.  HÑ$sîý Aç³šyóþ Ððþâæý$¢& ¯é²yé-Äæý$¯èþ?  Ðèþ$¯èþ çÜ$»ê¾Æ>Ðèþ# G…™èþ çÜ¯èþ²…V> E¯é²yø BÄæý$¯èþ A…™èþ ÌêÐèþ#V> E¯é²yæþ$.  ÐèþÄæý$çÜ$Þ çÜ$Ðèþ*Ææÿ$ AÆæÿÐèþÄñý*Å yðþºÂÄñý*Å E…r$…¨. BM>ÔèýÐé×ìý.  ÐéÆæÿ¢Ë$ Ñ…r$¯é²Ææÿ$... ÆæÿÑ : çÜ$»ê¾Æ>Ðèþ#!  ± §æþVæüYÆæÿ E¯èþ² {sê°ÞçÙtÆæÿ$ A…§æþÆæÿ* ^èþ*ÔéÆæÿ$V>°, §é°² Ðèþ$$…§æþ$ MæüsñýtÆÿ$$Å!  ± MøçÜ… Ðèþ_a¯èþÐéÆæÿ$ GÐèþÆæÿ$?	1:160.1;1:176.0;1:191.9;1:207.8;1:223.7;1:239.9;1:271.7;1:303.5;1:319.4;1:335.3;1:351.2	no-rom
I87f85f67656f	41	3	çÜ$»ê¾	My Father-in-law.  The letter you brought yesterday was from him only.		çÜ$»ê¾ : Ðèþ* Ðèþ*Ðèþ$V>Ææÿ$.  °¯èþ² ¯èþ$Ðèþ#Ó ™ðþ_a¯èþ E™èþ¢Ææÿ… BÄæý$¯èþ §æþVæüYÇ²…^óþ Ðèþ_a…¨.	1:383.0;1:398.9;1:414.8	no-rom
I5162e3fc28c2	41	4	ÔèýÆæÿÃ	Oh!  You did not even ask him to sit down.		ÔèýÆæÿÃ : AÌêV>!  Mæü±çÜ… Mæü*Æøa Ðèþ$¯èþÌôý§óþ…?	1:446.9	no-rom
Id102ccab6819	41	5	çÜ$»ê¾	He is not the type of man to sit. He is always busy.  That's why he came straight to the club. What's the matter?  He was showing you something?		çÜ$»ê¾ : BÄæý$¯èþ Mæü*Ææÿ$a¯óþ Ðèþ$°íÙ M>yæþ$. Gç³šyæþ* çßýyéÐèþ#yìþV> E…sêyæþ$. A…§æþ$Móü Cç³šyæþ$ çÜÆ>çÜÇ MæüÏº$¾Mæü$ Ðèþ^éayæþ$. ÆæÿÑ : HÑ$sìý ÑÔóýçÙ…?  H§ø ±Mæü$ ^èþ*í³& çÜ$¢¯é²yóþ?	1:478.7;1:494.6;1:510.5;1:526.4;1:558.2;1:574.1	no-rom
If78da0e9c630	41	6	çÜ$»ê¾	My Sister-in-law's marriage is fixed for next week.  He came to invite us.  He showed the ring purchased for the marriage.		çÜ$»ê¾ : Ðèþ^óþa ÐéÆæÿ… Ðèþ* Ðèþ$Ææÿ§æþË$ ò³ãÏ. Ðèþ$Ðèþ$ÃÍ² í³ËÐèþsê°Mìü Ðèþ^éayæþ$. ò³ãÏMìü Mö¯èþ² E…VæüÆæÿ… ^èþ*í³…^éyæþ$.	1:605.9;1:621.8;1:638.2	no-rom
I004dfbda510b	41	7	ÆæÿÑ	So, he came to invite his son-in-law.  When are you going?		ÆæÿÑ : AÆÿ$$™óþ ò³ãåMìü AË$Ïyæþ$V>Ç² BàÓ°…^èþsê°Mìü Ðèþ^éayæþ¯èþ²Ðèþ*r. Gç³šyæþ$ ºÄæý$Ë$ §óþÆæÿ$™èþ$¯é²Ðèþ#?	2:160.6;2:177.1;2:193.7	no-rom
I35798275acb6	41	8	çÜ$»ê¾	I think of going day after tomorrow evening at 8 o'clock.		çÜ$»ê¾ : GË$Ï…yìþ ÝëÄæý$…{™èþ… G°Ñ$¨…& sìýMìü ´ù§é… A¯èþ$Mæü$…r$¯é²¯èþ$.	2:226.9;2:243.4	no-rom
Ic41ae0a9c9c5	41	9	ÔèýÆæÿÃ	There are no buses to go to Hyderabad in the evenings!		ÔèýÆæÿÃ : ÝëÄæý$…{™èþ… òßýO§æþÆ>»ê§æþ$ ´ùÄôý$ ºçÜ$ÞË$ ÌôýÐèþ#Væü§é!	2:276.6;2:293.2	no-rom
I2dc8e3042d24	41	10	çÜ$»ê¾	There are no buses from our town. One bus arriving from Vijaya- wada goes to Hyderabad.		çÜ$»ê¾ : Ðèþ$¯èþ FÇ°…_ ºÄæý$ÌôýªÆóÿÑ ÌôýÐèþ#. ÑfÄæý$Ðéyæþ°…_ Ðèþ^óþa ºçÜ$Þ JMæüsìý òßýO§æþÆ>»ê§æþ$ ´ù™èþ$…¨.	2:326.3;2:342.9;2:359.5	no-rom
