guid	lesson	seq	speaker	en	rom	legacy	keys	flags
I40482b56d1d6	44	1	çÜÆøf	Suguna!  You are reading the news paper!  Can you make (knit) a basket for me?		çÜÆøf : çÜ$Væü$×ê!  HÑ$sìý õ³ç³Ææÿ$ ^èþ§æþ$Ðèþ#™èþ$& ¯é²Ðé?  ¯éMæü$ JMæü º$rt AË$Ï™éÐé?	1:160.6;1:177.1	no-rom
I2f25b649e7bc	44	2	çÜ$Væü$×ý	What type of basket?		çÜ$Væü$×ý : Gr$Ðèþ…sìý º$rt?	1:210.3	no-rom
Ice43edbac2b4	44	3	çÜÆøf	You have one.  Don't you?  A basket made of beads.  That type.		çÜÆøf : ± §æþVæüYÆæÿ E…¨ Væü§é JMæüsìý? ç³NçÜË º$rt.  Ar$Ðèþ…sìý¨.	1:243.4;1:260.0	no-rom
Ied94638e7893	44	4	çÜ$Væü$×ý	Is this the one?		çÜ$Væü$×ý : C§óþ¯é?	1:293.2	no-rom
Ie18fec93f72f	44	5	çÜÆøf	Yes.  This one only.  You please make one basket of this type only.  I will buy the wire and the beads.		çÜÆøf : AÐèþ#¯èþ$.  C§óþ.  Cr$Ðèþ…sìý º$sôýt ¯éMæü$ Mæü*yé AË$Ï!  ç³NçÜË$, ÐðþOÆæÿ$ Mö…sê¯èþ$.	1:326.1;1:342.7;1:359.0	no-rom
I0d98268e2c43	44	6	çÜ$Væü$×ý	You also learn how to knit.  It is very easy.  If you knit about four you would learn it (knitting) automatically.  I think that no one among us knitted as many baskets as I did. Yes.  You teach me.  I will learn		çÜ$Væü$×ý : AËÏr… ¯èþ$Ðèþ#Ó Væü*yé ¯óþÆæÿ$aMø! ¯éË$Væü$ AÍÏ™óþ A§óþ ÐèþçÜ$¢…¨. ¯óþ¯èþ$ AÍÏ¯èþ°² º$rtË$ Ðèþ$¯èþ ÐéâæýåÌZÏ GÐèþÆæÿ* AËÏÌôý§æþ¯èþ$Mæü$…sê¯èþ$.	1:392.0;1:408.3;1:424.7;1:441.0	no-rom
I76d055a52a5f	44	7	çÜÆøf	it. What is it there to teach?  You		çÜÆøf : AÐèþ#¯èþ$. ¯èþ$Ðèþ#Ó ¯óþÆæÿ$µ. ¯óþÆæÿ$aMæü$…sê¯èþ$.	1:490.5;1:507.1	no-rom
Ie5d44dbd6d0f	44	8	çÜ$Væü$×ý	observe me carefully as I knit. Okay!  How much wire is re-		çÜ$Væü$×ý : ¯óþÆæÿµsê°Mìü HÐèþ$$…¨? ¯óþ¯èþ$ AË$Ï™èþ$¯èþ²ç³šyæþ$ gê{Væü™èþ¢V> ^èþ*yæþ$.	1:540.0;1:556.4	no-rom
I87d6f4955a8e	44	9	çÜÆøf	"quired?  ""All India Radio. The news read by Rallapalli Chakradhararao...."""		"çÜÆøf : AÌêVóü! ÐðþOÆæÿ$ G…™èþ M>ÐéÍ? """"BM>ÔèýÐé×ìý..... ÐéÆæÿ¢Ë$ ^èþ§æþ$Ðèþ#& ™èþ$¯èþ²¨ Æ>âæýåç³ÍÏ ^èþ{Mæü«§æþÆæÿÆ>Ðèþ#..."	1:589.3;1:605.7;1:622.0	no-rom
I91c6528a19d3	44	10	çÜÆøf	First put off the radio.  Tell me how much wire is required. Six balls are enough. Be careful		çÜÆøf : Ðèþ$$…§æþ$ B ÆóÿyìþÄñý* MæüsñýtÆÿ$$Å. ÐðþOÆæÿ$ G…™èþ M>ÐéÌZ ^ðþç³š.	2:160.6;2:177.1	no-rom
